sid,id,category,polarity
95:0,95:0:1,LAPTOP#OPERATION_PERFORMANCE,negative
95:1,95:1:0,LAPTOP#QUALITY,negative
95:2,95:2:0,LAPTOP#GENERAL,negative
360:0,360:0:0,LAPTOP#PRICE,positive
360:0,360:0:1,LAPTOP#OPERATION_PERFORMANCE,positive
360:1,360:1:0,LAPTOP#USABILITY,negative
360:1,360:1:1,MULTIMEDIA_DEVICES#USABILITY,negative
360:1,360:1:2,MULTIMEDIA_DEVICES#QUALITY,negative
360:2,360:2:0,LAPTOP#GENERAL,positive
360:2,360:2:1,LAPTOP#PRICE,neutral
66:0,66:0:0,LAPTOP#GENERAL,positive
66:1,66:1:0,LAPTOP#GENERAL,positive
384:0,384:0:0,LAPTOP#GENERAL,positive
384:0,384:0:1,PORTS#QUALITY,negative
384:1,384:1:0,PORTS#QUALITY,negative
384:2,384:2:0,LAPTOP#CONNECTIVITY,negative
384:3,384:3:0,SUPPORT#QUALITY,negative
384:4,384:4:0,SUPPORT#QUALITY,negative
54:0,54:0:0,LAPTOP#GENERAL,negative
54:1,54:1:0,LAPTOP#PRICE,negative
54:1,54:1:1,LAPTOP#GENERAL,negative
54:2,54:2:0,SUPPORT#QUALITY,negative
54:4,54:4:0,SUPPORT#QUALITY,negative
54:5,54:5:0,SUPPORT#QUALITY,negative
54:6,54:6:0,SUPPORT#QUALITY,negative
54:7,54:7:0,COMPANY#GENERAL,negative
176:0,176:0:0,LAPTOP#GENERAL,positive
176:1,176:1:0,DISPLAY#GENERAL,positive
176:1,176:1:1,BATTERY#OPERATION_PERFORMANCE,positive
176:2,176:2:0,LAPTOP#PRICE,negative
176:2,176:2:1,LAPTOP#GENERAL,positive
176:4,176:4:0,LAPTOP#GENERAL,positive
59:0,59:0:0,HARD_DISC#QUALITY,negative
59:1,59:1:0,BATTERY#QUALITY,negative
59:1,59:1:1,BATTERY#OPERATION_PERFORMANCE,negative
59:2,59:2:0,POWER_SUPPLY#QUALITY,negative
59:2,59:2:1,POWER_SUPPLY#OPERATION_PERFORMANCE,negative
59:2,59:2:2,HARDWARE#QUALITY,negative
59:3,59:3:0,LAPTOP#GENERAL,negative
59:3,59:3:1,LAPTOP#QUALITY,negative
170:0,170:0:0,BATTERY#OPERATION_PERFORMANCE,positive
170:2,170:2:0,LAPTOP#USABILITY,positive
170:2,170:2:1,LAPTOP#DESIGN_FEATURES,positive
170:3,170:3:0,LAPTOP#GENERAL,positive
170:3,170:3:1,LAPTOP#PRICE,positive
90:0,90:0:0,LAPTOP#QUALITY,negative
90:1,90:1:0,DISPLAY#OPERATION_PERFORMANCE,negative
220:1,220:1:0,DISPLAY#QUALITY,negative
220:1,220:1:1,DISPLAY#OPERATION_PERFORMANCE,negative
220:2,220:2:0,DISPLAY#QUALITY,negative
220:3,220:3:0,LAPTOP#QUALITY,negative
220:3,220:3:1,LAPTOP#OPERATION_PERFORMANCE,negative
220:3,220:3:2,BATTERY#OPERATION_PERFORMANCE,positive
278:0,278:0:0,LAPTOP#PORTABILITY,positive
278:0,278:0:1,LAPTOP#DESIGN_FEATURES,positive
278:0,278:0:2,LAPTOP#GENERAL,positive
135:0,135:0:0,LAPTOP#OPERATION_PERFORMANCE,negative
135:0,135:0:1,LAPTOP#GENERAL,negative
135:1,135:1:0,LAPTOP#GENERAL,negative
135:2,135:2:0,LAPTOP#GENERAL,negative
159:0,159:0:0,DISPLAY#QUALITY,positive
159:0,159:0:1,MULTIMEDIA_DEVICES#QUALITY,positive
159:1,159:1:0,LAPTOP#GENERAL,positive
57:0,57:0:0,MOUSE#DESIGN_FEATURES,positive
57:1,57:1:0,LAPTOP#USABILITY,positive
57:2,57:2:0,DISPLAY#GENERAL,positive
76:0,76:0:0,LAPTOP#GENERAL,positive
76:1,76:1:0,BATTERY#OPERATION_PERFORMANCE,positive
76:2,76:2:0,LAPTOP#DESIGN_FEATURES,positive
76:2,76:2:1,MULTIMEDIA_DEVICES#GENERAL,negative
28:0,28:0:0,LAPTOP#DESIGN_FEATURES,positive
28:1,28:1:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
28:1,28:1:1,MULTIMEDIA_DEVICES#USABILITY,negative
28:2,28:2:0,KEYBOARD#DESIGN_FEATURES,positive
28:2,28:2:1,KEYBOARD#USABILITY,positive
28:3,28:3:0,LAPTOP#GENERAL,positive
267:0,267:0:0,LAPTOP#GENERAL,positive
267:0,267:0:1,LAPTOP#DESIGN_FEATURES,positive
267:0,267:0:2,LAPTOP#PORTABILITY,positive
132:0,132:0:0,LAPTOP#GENERAL,negative
167:0,167:0:0,LAPTOP#GENERAL,positive
167:1,167:1:0,LAPTOP#DESIGN_FEATURES,positive
167:1,167:1:1,LAPTOP#QUALITY,positive
169:0,169:0:0,LAPTOP#QUALITY,positive
169:0,169:0:1,LAPTOP#DESIGN_FEATURES,positive
169:0,169:0:2,LAPTOP#PRICE,positive
169:0,169:0:3,LAPTOP#OPERATION_PERFORMANCE,positive
197:0,197:0:0,LAPTOP#GENERAL,positive
284:1,284:1:0,LAPTOP#GENERAL,positive
284:1,284:1:1,LAPTOP#PRICE,positive
299:0,299:0:0,LAPTOP#QUALITY,positive
299:1,299:1:0,LAPTOP#PORTABILITY,positive
299:1,299:1:1,LAPTOP#PRICE,positive
299:2,299:2:0,LAPTOP#DESIGN_FEATURES,positive
321:0,321:0:0,DISPLAY#QUALITY,negative
321:0,321:0:1,LAPTOP#GENERAL,positive
325:0,325:0:0,LAPTOP#PRICE,positive
325:0,325:0:1,LAPTOP#MISCELLANEOUS,positive
325:1,325:1:0,LAPTOP#PORTABILITY,negative
325:1,325:1:1,LAPTOP#DESIGN_FEATURES,negative
325:2,325:2:0,MULTIMEDIA_DEVICES#QUALITY,negative
325:2,325:2:1,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
325:3,325:3:0,LAPTOP#GENERAL,neutral
326:0,326:0:0,LAPTOP#DESIGN_FEATURES,negative
326:1,326:1:0,LAPTOP#DESIGN_FEATURES,negative
326:1,326:1:1,LAPTOP#PORTABILITY,negative
326:2,326:2:0,LAPTOP#OPERATION_PERFORMANCE,positive
326:2,326:2:1,LAPTOP#PRICE,neutral
326:3,326:3:0,LAPTOP#PORTABILITY,negative
326:3,326:3:1,LAPTOP#GENERAL,positive
8:0,8:0:0,LAPTOP#QUALITY,negative
8:1,8:1:0,LAPTOP#MISCELLANEOUS,negative
8:2,8:2:0,LAPTOP#MISCELLANEOUS,neutral
83:0,83:0:0,LAPTOP#GENERAL,positive
83:2,83:2:0,LAPTOP#USABILITY,positive
81:0,81:0:0,KEYBOARD#GENERAL,positive
81:0,81:0:1,BATTERY#OPERATION_PERFORMANCE,positive
81:0,81:0:2,HARD_DISC#DESIGN_FEATURES,positive
81:0,81:0:3,OS#GENERAL,positive
81:1,81:1:0,COMPANY#GENERAL,positive
80:0,80:0:0,LAPTOP#GENERAL,positive
80:1,80:1:0,KEYBOARD#QUALITY,positive
44:0,44:0:0,BATTERY#OPERATION_PERFORMANCE,positive
44:1,44:1:0,KEYBOARD#DESIGN_FEATURES,positive
44:2,44:2:0,DISPLAY#DESIGN_FEATURES,negative
44:2,44:2:1,LAPTOP#PORTABILITY,positive
44:3,44:3:0,POWER_SUPPLY#DESIGN_FEATURES,negative
200:0,200:0:0,LAPTOP#GENERAL,positive
200:0,200:0:1,LAPTOP#PRICE,neutral
200:0,200:0:2,LAPTOP#MISCELLANEOUS,positive
200:1,200:1:0,KEYBOARD#DESIGN_FEATURES,negative
200:1,200:1:1,KEYBOARD#USABILITY,negative
200:2,200:2:0,LAPTOP#GENERAL,positive
206:0,206:0:0,LAPTOP#MISCELLANEOUS,positive
177:0,177:0:0,LAPTOP#MISCELLANEOUS,positive
177:1,177:1:0,LAPTOP#MISCELLANEOUS,neutral
177:2,177:2:0,DISPLAY#QUALITY,positive
177:2,177:2:1,BATTERY#OPERATION_PERFORMANCE,positive
177:2,177:2:2,HARD_DISC#DESIGN_FEATURES,positive
177:3,177:3:0,LAPTOP#GENERAL,positive
276:2,276:2:0,LAPTOP#GENERAL,positive
276:2,276:2:1,LAPTOP#USABILITY,positive
276:4,276:4:0,LAPTOP#MISCELLANEOUS,positive
191:0,191:0:0,LAPTOP#MISCELLANEOUS,negative
191:1,191:1:0,LAPTOP#MISCELLANEOUS,negative
191:2,191:2:0,LAPTOP#GENERAL,positive
237:0,237:0:0,LAPTOP#OPERATION_PERFORMANCE,positive
237:0,237:0:1,BATTERY#OPERATION_PERFORMANCE,positive
237:1,237:1:0,DISPLAY#QUALITY,positive
247:0,247:0:0,LAPTOP#OPERATION_PERFORMANCE,positive
247:0,247:0:1,LAPTOP#QUALITY,positive
247:1,247:1:0,LAPTOP#OPERATION_PERFORMANCE,positive
247:3,247:3:0,DISPLAY#DESIGN_FEATURES,positive
247:3,247:3:1,LAPTOP#CONNECTIVITY,positive
247:4,247:4:0,LAPTOP#GENERAL,positive
254:0,254:0:0,LAPTOP#GENERAL,positive
254:0,254:0:1,BATTERY#OPERATION_PERFORMANCE,positive
216:0,216:0:0,BATTERY#OPERATION_PERFORMANCE,negative
242:0,242:0:0,LAPTOP#MISCELLANEOUS,positive
242:1,242:1:0,LAPTOP#OPERATION_PERFORMANCE,positive
242:1,242:1:1,SOFTWARE#GENERAL,positive
338:0,338:0:0,LAPTOP#GENERAL,negative
338:1,338:1:0,LAPTOP#PRICE,neutral
338:1,338:1:1,LAPTOP#QUALITY,negative
338:2,338:2:0,LAPTOP#GENERAL,negative
364:0,364:0:0,LAPTOP#GENERAL,positive
364:1,364:1:0,LAPTOP#PRICE,positive
364:1,364:1:1,LAPTOP#QUALITY,positive
364:2,364:2:0,SHIPPING#QUALITY,positive
364:2,364:2:1,LAPTOP#GENERAL,positive
362:1,362:1:0,LAPTOP#USABILITY,positive
362:1,362:1:1,LAPTOP#OPERATION_PERFORMANCE,positive
362:2,362:2:0,LAPTOP#QUALITY,positive
362:2,362:2:1,LAPTOP#PRICE,positive
357:1,357:1:0,LAPTOP#GENERAL,positive
357:1,357:1:1,LAPTOP#QUALITY,positive
357:2,357:2:0,COMPANY#GENERAL,positive
357:2,357:2:1,LAPTOP#GENERAL,positive
330:1,330:1:0,DISPLAY#QUALITY,positive
330:2,330:2:0,LAPTOP#GENERAL,positive
322:0,322:0:0,LAPTOP#GENERAL,positive
322:1,322:1:0,MOUSE#OPERATION_PERFORMANCE,negative
322:2,322:2:0,MOUSE#OPERATION_PERFORMANCE,negative
322:2,322:2:1,MOUSE#USABILITY,negative
354:0,354:0:0,LAPTOP#GENERAL,positive
354:0,354:0:1,LAPTOP#PRICE,neutral
354:1,354:1:0,LAPTOP#USABILITY,positive
354:1,354:1:1,GRAPHICS#GENERAL,positive
354:2,354:2:0,LAPTOP#MISCELLANEOUS,positive
354:3,354:3:0,LAPTOP#GENERAL,positive
301:0,301:0:0,LAPTOP#QUALITY,positive
301:0,301:0:1,LAPTOP#USABILITY,positive
301:1,301:1:0,LAPTOP#GENERAL,positive
301:2,301:2:0,LAPTOP#DESIGN_FEATURES,positive
301:2,301:2:1,LAPTOP#GENERAL,positive
301:4,301:4:0,COMPANY#GENERAL,positive
369:0,369:0:0,LAPTOP#GENERAL,positive
369:1,369:1:0,LAPTOP#USABILITY,positive
369:2,369:2:0,LAPTOP#CONNECTIVITY,positive
369:3,369:3:0,LAPTOP#DESIGN_FEATURES,positive
369:3,369:3:1,LAPTOP#USABILITY,positive
369:3,369:3:2,LAPTOP#MISCELLANEOUS,positive
369:4,369:4:0,LAPTOP#GENERAL,positive
371:0,371:0:0,LAPTOP#GENERAL,positive
371:1,371:1:0,DISPLAY#DESIGN_FEATURES,positive
371:1,371:1:1,LAPTOP#PORTABILITY,positive
371:2,371:2:0,LAPTOP#PRICE,positive
371:2,371:2:1,LAPTOP#MISCELLANEOUS,positive
373:0,373:0:0,LAPTOP#OPERATION_PERFORMANCE,positive
373:1,373:1:0,BATTERY#OPERATION_PERFORMANCE,positive
373:2,373:2:0,LAPTOP#GENERAL,positive
382:0,382:0:0,LAPTOP#USABILITY,positive
382:2,382:2:0,LAPTOP#USABILITY,positive
385:3,385:3:0,LAPTOP#USABILITY,positive
385:4,385:4:0,LAPTOP#CONNECTIVITY,positive
385:4,385:4:1,LAPTOP#GENERAL,positive
385:5,385:5:0,LAPTOP#GENERAL,positive
385:5,385:5:1,LAPTOP#PRICE,positive
4:0,4:0:0,LAPTOP#GENERAL,positive
4:1,4:1:0,LAPTOP#USABILITY,positive
160:1,160:1:0,SUPPORT#QUALITY,positive
160:2,160:2:0,LAPTOP#OPERATION_PERFORMANCE,positive
160:2,160:2:1,DISPLAY#QUALITY,positive
160:2,160:2:2,LAPTOP#USABILITY,positive
160:3,160:3:0,LAPTOP#PORTABILITY,positive
160:3,160:3:1,LAPTOP#CONNECTIVITY,positive
160:4,160:4:0,LAPTOP#GENERAL,positive
185:1,185:1:0,SUPPORT#QUALITY,positive
185:1,185:1:1,LAPTOP#GENERAL,positive
64:0,64:0:0,POWER_SUPPLY#QUALITY,negative
64:1,64:1:0,SUPPORT#QUALITY,negative
64:2,64:2:0,LAPTOP#CONNECTIVITY,negative
64:4,64:4:0,LAPTOP#GENERAL,negative
78:0,78:0:0,LAPTOP#DESIGN_FEATURES,positive
78:0,78:0:1,CPU#OPERATION_PERFORMANCE,positive
78:0,78:0:2,BATTERY#OPERATION_PERFORMANCE,positive
78:1,78:1:0,LAPTOP#GENERAL,positive
270:0,270:0:0,LAPTOP#OPERATION_PERFORMANCE,positive
270:1,270:1:0,OS#MISCELLANEOUS,negative
214:0,214:0:0,LAPTOP#GENERAL,positive
214:0,214:0:1,LAPTOP#DESIGN_FEATURES,positive
214:0,214:0:2,LAPTOP#PORTABILITY,positive
214:0,214:0:3,LAPTOP#OPERATION_PERFORMANCE,positive
214:1,214:1:0,MOUSE#OPERATION_PERFORMANCE,negative
214:1,214:1:1,LAPTOP#GENERAL,positive
214:2,214:2:0,LAPTOP#GENERAL,positive
350:1,350:1:0,LAPTOP#PRICE,negative
350:2,350:2:0,LAPTOP#GENERAL,positive
350:2,350:2:1,LAPTOP#PRICE,positive
350:3,350:3:0,LAPTOP#GENERAL,positive
350:4,350:4:0,LAPTOP#GENERAL,positive
350:5,350:5:0,LAPTOP#GENERAL,neutral
294:0,294:0:0,LAPTOP#GENERAL,positive
294:1,294:1:0,OS#USABILITY,neutral
294:2,294:2:0,KEYBOARD#QUALITY,positive
294:2,294:2:1,LAPTOP#OPERATION_PERFORMANCE,positive
294:3,294:3:0,LAPTOP#OPERATION_PERFORMANCE,positive
294:3,294:3:1,LAPTOP#CONNECTIVITY,positive
294:4,294:4:0,LAPTOP#MISCELLANEOUS,negative
294:5,294:5:0,LAPTOP#MISCELLANEOUS,neutral
239:0,239:0:0,LAPTOP#MISCELLANEOUS,positive
239:1,239:1:0,LAPTOP#PRICE,positive
239:1,239:1:1,LAPTOP#OPERATION_PERFORMANCE,positive
239:4,239:4:0,LAPTOP#GENERAL,positive
239:4,239:4:1,LAPTOP#PORTABILITY,positive
239:4,239:4:2,LAPTOP#MISCELLANEOUS,positive
239:6,239:6:0,DISPLAY#QUALITY,negative
239:7,239:7:0,DISPLAY#OPERATION_PERFORMANCE,neutral
239:8,239:8:0,MULTIMEDIA_DEVICES#QUALITY,neutral
239:9,239:9:0,LAPTOP#GENERAL,positive
85:9,85:9:0,LAPTOP#PRICE,neutral
85:9,85:9:1,LAPTOP#GENERAL,positive
85:10,85:10:0,LAPTOP#GENERAL,positive
85:10,85:10:1,LAPTOP#OPERATION_PERFORMANCE,positive
85:10,85:10:2,LAPTOP#USABILITY,positive
85:11,85:11:0,SUPPORT#QUALITY,positive
85:12,85:12:0,LAPTOP#GENERAL,positive
85:12,85:12:1,SUPPORT#QUALITY,positive
85:13,85:13:0,LAPTOP#GENERAL,positive
85:13,85:13:1,LAPTOP#PRICE,positive
85:14,85:14:0,LAPTOP#GENERAL,positive
84:1,84:1:0,LAPTOP#PRICE,positive
84:1,84:1:1,SHIPPING#PRICE,positive
84:1,84:1:2,LAPTOP#GENERAL,positive
84:2,84:2:0,LAPTOP#MISCELLANEOUS,positive
84:2,84:2:1,LAPTOP#OPERATION_PERFORMANCE,positive
84:4,84:4:0,MULTIMEDIA_DEVICES#QUALITY,negative
193:1,193:1:0,LAPTOP#OPERATION_PERFORMANCE,positive
193:2,193:2:0,LAPTOP#GENERAL,positive
332:0,332:0:0,MOUSE#QUALITY,negative
332:1,332:1:0,SUPPORT#QUALITY,negative
332:2,332:2:0,LAPTOP#QUALITY,negative
332:3,332:3:0,LAPTOP#GENERAL,negative
332:3,332:3:1,COMPANY#GENERAL,negative
55:1,55:1:0,LAPTOP#QUALITY,positive
55:1,55:1:1,LAPTOP#DESIGN_FEATURES,positive
55:1,55:1:2,BATTERY#OPERATION_PERFORMANCE,positive
55:2,55:2:0,DISPLAY#DESIGN_FEATURES,positive
55:2,55:2:1,LAPTOP#DESIGN_FEATURES,positive
55:3,55:3:0,COMPANY#GENERAL,positive
86:0,86:0:0,LAPTOP#GENERAL,positive
86:1,86:1:0,KEYBOARD#DESIGN_FEATURES,positive
86:1,86:1:1,KEYBOARD#USABILITY,positive
86:1,86:1:2,LAPTOP#DESIGN_FEATURES,positive
86:1,86:1:3,LAPTOP#USABILITY,positive
86:2,86:2:0,LAPTOP#USABILITY,positive
86:3,86:3:0,LAPTOP#USABILITY,positive
86:4,86:4:0,LAPTOP#DESIGN_FEATURES,positive
127:0,127:0:0,LAPTOP#QUALITY,negative
127:0,127:0:1,SUPPORT#QUALITY,negative
127:1,127:1:0,LAPTOP#QUALITY,negative
127:1,127:1:1,SUPPORT#QUALITY,negative
127:2,127:2:0,SUPPORT#QUALITY,negative
127:3,127:3:0,SUPPORT#QUALITY,negative
127:4,127:4:0,SUPPORT#QUALITY,negative
127:5,127:5:0,LAPTOP#QUALITY,negative
127:5,127:5:1,SUPPORT#QUALITY,negative
127:6,127:6:0,LAPTOP#GENERAL,negative
127:6,127:6:1,COMPANY#GENERAL,negative
127:8,127:8:0,COMPANY#GENERAL,negative
127:9,127:9:0,COMPANY#GENERAL,negative
1:0,1:0:0,LAPTOP#GENERAL,positive
1:1,1:1:0,LAPTOP#GENERAL,positive
1:2,1:2:0,LAPTOP#DESIGN_FEATURES,positive
1:2,1:2:1,KEYBOARD#USABILITY,positive
1:3,1:3:0,KEYBOARD#OPERATION_PERFORMANCE,positive
1:4,1:4:0,LAPTOP#GENERAL,positive
1:4,1:4:1,LAPTOP#PRICE,positive
1:5,1:5:0,MOUSE#DESIGN_FEATURES,neutral
1:5,1:5:1,MOUSE#USABILITY,neutral
1:6,1:6:0,LAPTOP#MISCELLANEOUS,positive
1:7,1:7:0,LAPTOP#GENERAL,positive
1:7,1:7:1,LAPTOP#DESIGN_FEATURES,positive
1:8,1:8:0,SUPPORT#QUALITY,positive
1:9,1:9:0,LAPTOP#GENERAL,positive
1:9,1:9:1,LAPTOP#USABILITY,positive
1:10,1:10:0,LAPTOP#GENERAL,positive
213:0,213:0:0,LAPTOP#GENERAL,positive
213:0,213:0:1,LAPTOP#OPERATION_PERFORMANCE,neutral
