sid,id,target,category,polarity,from,to
1034:1,1034:1:1,fajita,FOOD#QUALITY,negative,83,89
1034:1,1034:1:2,karisik köfte tabagi,FOOD#QUALITY,negative,37,57
1034:1,1034:1:3,Manzara,AMBIENCE#GENERAL,positive,0,7
1035:0,1035:0:0,yiyin,FOOD#QUALITY,negative,12,17
1035:0,1035:0:1,meze,FOOD#QUALITY,positive,7,11
1035:1,1035:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1035:2,1035:2:0,soslarla,FOOD#STYLE_OPTIONS,positive,24,32
1035:4,1035:4:0,Balığın,FOOD#STYLE_OPTIONS,neutral,0,7
1035:5,1035:5:0,balık,FOOD#STYLE_OPTIONS,negative,12,17
1035:6,1035:6:0,hızlı,SERVICE#GENERAL,positive,12,17
1035:7,1035:7:0,Mısır ekmeği,FOOD#QUALITY,positive,0,12
1036:0,1036:0:0,müzikler,AMBIENCE#GENERAL,positive,31,39
1036:0,1036:0:1,ortam,AMBIENCE#GENERAL,positive,49,54
1036:0,1036:0:2,Mizuno Pudding,FOOD#QUALITY,negative,80,94
1036:0,1036:0:3,çeşit,DRINKS#STYLE_OPTIONS,positive,3,8
1036:0,1036:0:4,hesap,DRINKS#PRICES,negative,141,146
1036:2,1036:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
1036:2,1036:2:1,paraya,DRINKS#PRICES,negative,61,67
1036:2,1036:2:2,Mizuno Pudding'i,FOOD#QUALITY,negative,108,124
1037:1,1037:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1037:2,1037:2:0,Servisten,SERVICE#GENERAL,positive,0,9
1037:3,1037:3:0,mekan,AMBIENCE#GENERAL,positive,80,85
1038:0,1038:0:0,kalabalıktan,AMBIENCE#GENERAL,negative,29,41
1038:1,1038:1:0,ev hanımları,AMBIENCE#GENERAL,negative,23,35
1038:2,1038:2:0,Garsonlar,SERVICE#GENERAL,positive,0,9
1039:0,1039:0:0,getirmeleride,SERVICE#GENERAL,negative,352,365
1039:0,1039:0:1,garsonlarinin,SERVICE#GENERAL,negative,265,278
1039:0,1039:0:2,NULL,FOOD#STYLE_OPTIONS,negative,0,0
1039:1,1039:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
1040:0,1040:0:0,Eleos,RESTAURANT#GENERAL,negative,95,100
1040:1,1040:1:0,fiyatlar,RESTAURANT#PRICES,negative,65,73
1040:2,1040:2:0,fix menü,FOOD#STYLE_OPTIONS,negative,7,15
1040:3,1040:3:0,Mezeler,FOOD#QUALITY,neutral,0,7
1040:4,1040:4:0,Balkon/teras bölümü,AMBIENCE#GENERAL,negative,0,19
1041:0,1041:0:0,servisi,SERVICE#GENERAL,negative,22,29
1041:0,1041:0:1,mekan,RESTAURANT#GENERAL,negative,55,60
1041:1,1041:1:0,Mekanin isletmecisi beyin,SERVICE#GENERAL,negative,0,25
1041:1,1041:1:1,tavri tarzi konusmasi uslubu,SERVICE#GENERAL,negative,26,54
1041:2,1041:2:0,Mekanin,RESTAURANT#GENERAL,negative,0,7
1041:3,1041:3:0,manzara,AMBIENCE#GENERAL,neutral,15,22
1041:3,1041:3:1,yemekleride,FOOD#QUALITY,negative,51,62
1041:4,1041:4:0,isletmeciyle,SERVICE#GENERAL,negative,48,60
1042:0,1042:0:0,Yemekler,FOOD#QUALITY,positive,0,8
1042:0,1042:0:1,ogle yemeginde,AMBIENCE#GENERAL,negative,25,39
1042:1,1042:1:0,havuc salatasi,FOOD#QUALITY,positive,73,87
1042:1,1042:1:1,bugday salatasi,FOOD#QUALITY,positive,54,69
1043:0,1043:0:0,baklavanın,FOOD#QUALITY,positive,11,21
1043:1,1043:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1043:2,1043:2:0,karışık tabak,FOOD#QUALITY,positive,21,34
1043:3,1043:3:0,Çikolatalı baklavayıda,FOOD#QUALITY,positive,0,22
1044:0,1044:0:0,manzarasiyla,AMBIENCE#GENERAL,positive,50,62
1044:0,1044:0:1,meze ve yemekleriyle,FOOD#QUALITY,positive,75,95
1044:0,1044:0:2,muzikler,AMBIENCE#GENERAL,positive,141,149
1045:0,1045:0:0,Burayi,RESTAURANT#GENERAL,positive,0,6
1045:2,1045:2:0,Hersey,FOOD#QUALITY,positive,0,6
1045:3,1045:3:0,vakit geçirirsiniz,RESTAURANT#GENERAL,positive,8,26
1046:0,1046:0:0,votka,DRINKS#PRICES,negative,72,77
1046:0,1046:0:1,şarap,DRINKS#PRICES,negative,82,87
1046:1,1046:1:0,müzik,AMBIENCE#GENERAL,negative,40,45
1047:0,1047:0:0,mezeleriyle,FOOD#STYLE_OPTIONS,positive,35,46
1047:1,1047:1:0,mezeleri,FOOD#QUALITY,positive,0,8
1047:2,1047:2:0,çalışanların ilgiside,SERVICE#GENERAL,positive,16,37
1048:0,1048:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
1048:1,1048:1:0,tabak,FOOD#QUALITY,negative,89,94
1048:2,1048:2:0,Hamburgerleri,FOOD#QUALITY,neutral,0,13
1048:3,1048:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
1049:0,1049:0:0,kahvaltı,RESTAURANT#GENERAL,negative,15,23
1049:1,1049:1:0,Porsiyonları,FOOD#STYLE_OPTIONS,negative,0,12
1049:1,1049:1:1,fiyatlar,AMBIENCE#GENERAL,negative,23,31
1049:2,1049:2:0,Garsonlar,SERVICE#GENERAL,negative,0,9
1049:2,1049:2:1,çayları,DRINKS#QUALITY,negative,18,25
1049:3,1049:3:0,tatlı,FOOD#QUALITY,positive,16,21
1049:4,1049:4:0,manzarası,AMBIENCE#GENERAL,positive,5,14
1050:0,1050:0:0,çayları,DRINKS#STYLE_OPTIONS,positive,8,15
1050:1,1050:1:0,Bourbon vanilla,DRINKS#QUALITY,positive,0,15
1050:1,1050:1:1,Irish Malt,DRINKS#QUALITY,positive,19,29
1050:2,1050:2:0,çalışanları,SERVICE#GENERAL,positive,17,28
1050:2,1050:2:1,Servis,SERVICE#GENERAL,positive,0,6
1050:3,1050:3:0,çayların,DRINKS#STYLE_OPTIONS,positive,11,19
1050:4,1050:4:0,müzik seçimleri,AMBIENCE#GENERAL,positive,10,25
1050:5,1050:5:0,serviste,SERVICE#GENERAL,negative,59,67
1051:0,1051:0:0,Mekan,AMBIENCE#GENERAL,positive,0,5
1051:1,1051:1:0,Servis,SERVICE#GENERAL,positive,0,6
1051:2,1051:2:0,çeşit,FOOD#STYLE_OPTIONS,positive,10,15
1051:3,1051:3:0,çeşitler,FOOD#STYLE_OPTIONS,negative,5,13
1051:4,1051:4:0,Fiyatları,RESTAURANT#PRICES,positive,0,9
1051:5,1051:5:0,Yemekler,FOOD#QUALITY,positive,0,8
1052:0,1052:0:0,servis,SERVICE#GENERAL,negative,33,39
1052:0,1052:0:1,yemekler,FOOD#QUALITY,positive,14,22
1052:0,1052:0:2,Manzara,AMBIENCE#GENERAL,positive,0,7
1052:1,1052:1:0,demlik çay,DRINKS#QUALITY,negative,9,19
1052:3,1052:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
1053:2,1053:2:0,NULL,FOOD#QUALITY,positive,0,0
1053:2,1053:2:1,Mekani,AMBIENCE#GENERAL,positive,0,6
1053:2,1053:2:2,çesitler,FOOD#STYLE_OPTIONS,positive,18,26
1053:3,1053:3:0,servisi,SERVICE#GENERAL,positive,0,7
1053:4,1053:4:0,Tesis,LOCATION#GENERAL,neutral,0,5
1054:0,1054:0:0,Etler,FOOD#QUALITY,neutral,0,5
1054:1,1054:1:0,Lezzet,FOOD#QUALITY,neutral,0,6
1054:2,1054:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
1054:3,1054:3:0,Mekan,RESTAURANT#GENERAL,positive,0,5
1054:4,1054:4:0,et,FOOD#QUALITY,negative,3,5
1054:4,1054:4:1,et,FOOD#PRICES,negative,3,5
1055:0,1055:0:0,Kuru fasulye,FOOD#QUALITY,positive,0,12
1055:1,1055:1:0,NULL,FOOD#QUALITY,positive,0,0
1055:2,1055:2:0,menü,FOOD#QUALITY,positive,31,35
1055:3,1055:3:0,personelinden,SERVICE#GENERAL,negative,21,34
1056:0,1056:0:0,burasi,RESTAURANT#GENERAL,negative,36,42
1056:1,1056:1:0,kokusu tadi,FOOD#QUALITY,negative,60,71
1056:1,1056:1:1,menemen,FOOD#QUALITY,negative,35,42
1056:1,1056:1:2,Kahvaltiliklar,FOOD#STYLE_OPTIONS,negative,0,14
1056:2,1056:2:0,yedigimi,FOOD#QUALITY,negative,43,51
1057:0,1057:0:0,mekandır,RESTAURANT#GENERAL,positive,61,69
1057:1,1057:1:0,bahçesi,AMBIENCE#GENERAL,positive,141,148
1057:1,1057:1:1,mekanda,AMBIENCE#GENERAL,positive,87,94
1057:1,1057:1:2,fiyatlar,RESTAURANT#PRICES,positive,118,126
1057:1,1057:1:3,servis,SERVICE#GENERAL,positive,95,101
1057:2,1057:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
1058:0,1058:0:0,lezzetleri,FOOD#QUALITY,positive,11,21
1058:0,1058:0:1,Küçük Ev,RESTAURANT#GENERAL,positive,48,56
1058:0,1058:0:2,ilgi,SERVICE#GENERAL,positive,39,43
1058:1,1058:1:0,döner,FOOD#QUALITY,positive,31,36
1058:2,1058:2:0,NULL,FOOD#QUALITY,positive,0,0
1058:3,1058:3:0,dönerini ve kavurmali pidesini,FOOD#QUALITY,positive,29,59
1058:4,1058:4:0,yediklerimizide,FOOD#QUALITY,positive,6,21
1058:5,1058:5:0,manda yogurtlarinida,FOOD#QUALITY,positive,17,37
1058:6,1058:6:0,kaymakli ayva tatlisini,FOOD#QUALITY,positive,38,61
1058:6,1058:6:1,kazandibini,FOOD#QUALITY,positive,23,34
1058:7,1058:7:0,Fiyatlar,RESTAURANT#PRICES,positive,0,8
1058:7,1058:7:1,konumundan,LOCATION#GENERAL,positive,47,57
1058:7,1058:7:2,hizmet,SERVICE#GENERAL,positive,21,27
1058:9,1058:9:0,ortamini,AMBIENCE#GENERAL,positive,10,18
1058:10,1058:10:0,ortami,AMBIENCE#GENERAL,positive,24,30
1058:11,1058:11:0,agaç,AMBIENCE#GENERAL,positive,38,42
1058:13,1058:13:0,çaba,AMBIENCE#GENERAL,positive,35,39
1058:14,1058:14:0,ürünleri,FOOD#STYLE_OPTIONS,positive,49,57
1058:15,1058:15:0,kasarli ve kavurmali pide,FOOD#QUALITY,positive,48,73
1058:16,1058:16:0,NULL,RESTAURANT#GENERAL,positive,0,0
1059:0,1059:0:0,NULL,FOOD#QUALITY,negative,0,0
1059:1,1059:1:0,NULL,FOOD#QUALITY,negative,0,0
1059:2,1059:2:0,NULL,FOOD#QUALITY,negative,0,0
1059:3,1059:3:0,Biberler,FOOD#QUALITY,negative,0,8
1059:4,1059:4:0,domates,FOOD#QUALITY,negative,30,37
1059:5,1059:5:0,menemen,FOOD#QUALITY,negative,6,13
1059:6,1059:6:0,Açik ayrani,DRINKS#QUALITY,neutral,0,11
1059:7,1059:7:0,NULL,RESTAURANT#GENERAL,positive,0,0
1060:0,1060:0:0,Manzara,AMBIENCE#GENERAL,positive,0,7
1060:0,1060:0:1,cesit,FOOD#STYLE_OPTIONS,negative,126,131
1060:0,1060:0:2,NULL,RESTAURANT#PRICES,negative,0,0
1060:0,1060:0:3,yemegi,FOOD#QUALITY,negative,35,41
1060:1,1060:1:0,patates kizartmasi,FOOD#QUALITY,positive,115,133
1060:1,1060:1:1,sunum,SERVICE#GENERAL,negative,42,47
1060:1,1060:1:2,hamburgeri,FOOD#QUALITY,negative,0,10
1061:0,1061:0:0,yer,RESTAURANT#GENERAL,positive,49,52
1061:2,1061:2:0,doyduk,FOOD#STYLE_OPTIONS,positive,48,54
1061:3,1061:3:0,çay,DRINKS#STYLE_OPTIONS,positive,30,33
1061:4,1061:4:0,ücret,RESTAURANT#PRICES,neutral,59,64
1061:5,1061:5:0,patates,FOOD#PRICES,neutral,39,46
1061:5,1061:5:1,menemen,FOOD#PRICES,neutral,25,32
1061:5,1061:5:2,kahvalti tabagi,FOOD#PRICES,neutral,0,15
1062:0,1062:0:0,Sani,RESTAURANT#GENERAL,positive,0,4
1062:1,1062:1:0,NULL,RESTAURANT#GENERAL,neutral,0,0
1062:2,1062:2:0,fiyat,RESTAURANT#PRICES,negative,21,26
1062:2,1062:2:1,Etine,FOOD#QUALITY,positive,0,5
1062:3,1062:3:0,ortamini,AMBIENCE#GENERAL,negative,11,19
1063:0,1063:0:0,çay,FOOD#QUALITY,positive,25,28
1063:0,1063:0:1,çay,FOOD#STYLE_OPTIONS,positive,25,28
1063:1,1063:1:0,atmosfere,AMBIENCE#GENERAL,positive,77,86
1063:1,1063:1:1,sokak aralarında,LOCATION#GENERAL,positive,14,30
1063:2,1063:2:0,Servis,SERVICE#GENERAL,positive,0,6
1063:3,1063:3:0,Müşterisi,RESTAURANT#GENERAL,neutral,0,9
1063:4,1063:4:0,Kül tablalarının,SERVICE#GENERAL,negative,0,16
1064:0,1064:0:0,Manzara'ya,AMBIENCE#GENERAL,positive,0,10
1064:1,1064:1:0,Dekorasyon,AMBIENCE#GENERAL,positive,0,10
1064:2,1064:2:0,NULL,RESTAURANT#GENERAL,neutral,0,0
1064:3,1064:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
1064:4,1064:4:0,manzara,AMBIENCE#GENERAL,positive,37,44
1064:4,1064:4:1,Fiyatlar,RESTAURANT#PRICES,negative,0,8
1064:5,1064:5:0,Aşk-ı Memnu'yu,FOOD#QUALITY,positive,0,14
1064:6,1064:6:0,Kuş Yuvası,FOOD#QUALITY,positive,28,38
1065:0,1065:0:0,yer,AMBIENCE#GENERAL,neutral,15,18
1065:1,1065:1:0,kızartma combosu,FOOD#QUALITY,positive,6,22
1065:2,1065:2:0,servis,SERVICE#GENERAL,negative,28,34
1065:3,1065:3:0,hesabın gelmesi,SERVICE#GENERAL,negative,10,25
1066:0,1066:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
1066:1,1066:1:0,konsept,AMBIENCE#GENERAL,negative,39,46
