sid,id,target,category,polarity,from,to
1055910:4,1055910:4:0,Ambiance,AMBIENCE#GENERAL,positive,0,8
1055910:5,1055910:5:0,place,RESTAURANT#GENERAL,positive,17,22
1058221:2,1058221:2:0,food,FOOD#QUALITY,neutral,4,8
1058221:3,1058221:3:0,service,SERVICE#GENERAL,negative,18,25
1058221:4,1058221:4:0,waiter,SERVICE#GENERAL,negative,106,112
1058221:5,1058221:5:0,NULL,SERVICE#GENERAL,negative,0,0
1058221:6,1058221:6:0,NULL,RESTAURANT#GENERAL,negative,0,0
1058221:7,1058221:7:0,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
1062641:0,1062641:0:0,place,RESTAURANT#GENERAL,positive,5,10
1062641:1,1062641:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1062641:2,1062641:2:0,Food,FOOD#QUALITY,positive,0,4
1062641:3,1062641:3:0,Service,SERVICE#GENERAL,positive,0,7
1062641:4,1062641:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1064477:0,1064477:0:0,sea urchin,FOOD#QUALITY,positive,42,52
1064477:1,1064477:1:0,NULL,FOOD#QUALITY,positive,0,0
1064477:2,1064477:2:0,sushi,FOOD#QUALITY,positive,4,9
1064477:2,1064477:2:1,sushi,FOOD#STYLE_OPTIONS,positive,4,9
1064477:3,1064477:3:0,rice to fish ration,FOOD#STYLE_OPTIONS,positive,4,23
1064477:4,1064477:4:0,half price sushi deal,FOOD#QUALITY,positive,26,47
1064477:4,1064477:4:1,half price sushi deal,FOOD#PRICES,positive,26,47
1074868:2,1074868:2:0,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
1074868:3,1074868:3:0,crowd,RESTAURANT#MISCELLANEOUS,positive,65,70
1074868:4,1074868:4:0,food,FOOD#QUALITY,positive,4,8
1074868:4,1074868:4:1,service,SERVICE#GENERAL,positive,35,42
1074868:5,1074868:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
1084394:1,1084394:1:0,NULL,AMBIENCE#GENERAL,positive,0,0
1084394:3,1084394:3:0,Prix Fixe menu,FOOD#QUALITY,positive,4,18
1084394:3,1084394:3:1,Prix Fixe menu,FOOD#STYLE_OPTIONS,positive,4,18
1084394:3,1084394:3:2,Prix Fixe menu,FOOD#PRICES,positive,4,18
1084394:4,1084394:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1086415:1,1086415:1:0,NULL,FOOD#QUALITY,positive,0,0
1086415:1,1086415:1:1,NULL,FOOD#PRICES,positive,0,0
1086415:2,1086415:2:0,food,FOOD#STYLE_OPTIONS,positive,27,31
1086415:2,1086415:2:1,food,FOOD#QUALITY,positive,27,31
1086415:2,1086415:2:2,food,FOOD#PRICES,positive,27,31
1086415:3,1086415:3:0,dishes,FOOD#QUALITY,positive,42,48
1086415:5,1086415:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
1086478:0,1086478:0:0,food,FOOD#QUALITY,positive,4,8
1086478:0,1086478:0:1,NULL,SERVICE#GENERAL,negative,0,0
1086478:1,1086478:1:0,somosas,FOOD#QUALITY,positive,11,18
1086478:1,1086478:1:1,chai,FOOD#QUALITY,positive,20,24
1086478:1,1086478:1:2,chole,FOOD#QUALITY,positive,34,39
1086478:1,1086478:1:3,dhosas,FOOD#QUALITY,negative,49,55
1086478:1,1086478:1:4,dhal,FOOD#QUALITY,negative,60,64
1086478:2,1086478:2:0,service,SERVICE#GENERAL,negative,4,11
1086478:3,1086478:3:0,kitchen,SERVICE#GENERAL,negative,4,11
1086478:4,1086478:4:0,food,FOOD#QUALITY,negative,31,35
1086478:5,1086478:5:0,ambience,AMBIENCE#GENERAL,positive,4,12
1086478:5,1086478:5:1,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
1090587:1,1090587:1:0,view,LOCATION#GENERAL,positive,80,84
1090587:2,1090587:2:0,service,SERVICE#GENERAL,positive,18,25
1090587:2,1090587:2:1,food,FOOD#QUALITY,positive,36,40
1090587:2,1090587:2:2,food,FOOD#PRICES,positive,36,40
1090587:3,1090587:3:0,lava cake dessert,FOOD#QUALITY,positive,4,21
1102681:0,1102681:0:0,Cosette,AMBIENCE#GENERAL,positive,19,26
1102681:1,1102681:1:0,restaurant,AMBIENCE#GENERAL,positive,10,20
1102681:2,1102681:2:0,food,FOOD#QUALITY,positive,4,8
1102681:2,1102681:2:1,French Onion soup,FOOD#QUALITY,negative,43,60
1102681:2,1102681:2:2,French Onion soup,FOOD#STYLE_OPTIONS,positive,43,60
1102681:2,1102681:2:3,desserts,FOOD#QUALITY,negative,104,112
1102681:3,1102681:3:0,ambience,AMBIENCE#GENERAL,positive,20,28
1102681:3,1102681:3:1,food,FOOD#QUALITY,neutral,47,51
1118167:1,1118167:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
1118167:2,1118167:2:0,pizza,FOOD#QUALITY,negative,4,9
1118167:2,1118167:2:1,cheese,FOOD#QUALITY,negative,37,43
1118167:3,1118167:3:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
1119578:0,1119578:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
1119578:1,1119578:1:0,pizza,FOOD#QUALITY,negative,4,9
1119578:1,1119578:1:1,pizza,FOOD#PRICES,negative,4,9
1119578:2,1119578:2:0,ingredients,FOOD#QUALITY,positive,20,31
1119578:2,1119578:2:1,pizza,FOOD#QUALITY,negative,80,85
1119578:2,1119578:2:2,crust,FOOD#QUALITY,negative,122,127
1119578:3,1119578:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
1123262:0,1123262:0:0,meals,FOOD#QUALITY,positive,31,36
1123262:1,1123262:1:0,seafood,FOOD#QUALITY,positive,4,11
1123262:1,1123262:1:1,wine list,DRINKS#STYLE_OPTIONS,positive,39,48
1123262:1,1123262:1:2,menu,FOOD#STYLE_OPTIONS,positive,72,76
1123262:2,1123262:2:0,ingredients,FOOD#QUALITY,positive,31,42
1123262:3,1123262:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
1125006:1,1125006:1:0,Pastrami,FOOD#QUALITY,positive,5,13
1125006:1,1125006:1:1,portion,FOOD#STYLE_OPTIONS,positive,35,42
1125006:3,1125006:3:0,fried shrimp,FOOD#STYLE_OPTIONS,positive,16,28
1125006:3,1125006:3:1,fried shrimp,FOOD#QUALITY,positive,16,28
1125284:0,1125284:0:0,place,RESTAURANT#GENERAL,positive,105,110
1125284:1,1125284:1:0,place,RESTAURANT#MISCELLANEOUS,positive,5,10
1125284:2,1125284:2:0,signs,RESTAURANT#MISCELLANEOUS,positive,4,9
1125284:2,1125284:2:1,specials menus,FOOD#STYLE_OPTIONS,positive,15,29
1125284:2,1125284:2:2,food,FOOD#QUALITY,positive,31,35
1125284:2,1125284:2:3,waitstaff,SERVICE#GENERAL,positive,54,63
1125284:3,1125284:3:0,place,RESTAURANT#GENERAL,positive,5,10
1125284:4,1125284:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1126814:0,1126814:0:0,Leon,RESTAURANT#GENERAL,positive,0,4
1126814:0,1126814:0:1,Leon,AMBIENCE#GENERAL,positive,0,4
1126814:0,1126814:0:2,specials,FOOD#QUALITY,positive,95,103
1126814:0,1126814:0:3,atmosphere,AMBIENCE#GENERAL,positive,123,133
1126814:0,1126814:0:4,French bistro fare,FOOD#QUALITY,positive,70,88
1126814:1,1126814:1:0,staff,SERVICE#GENERAL,positive,89,94
1126814:3,1126814:3:0,wine,DRINKS#QUALITY,neutral,7,11
1126814:3,1126814:3:1,wine,DRINKS#PRICES,positive,7,11
1126814:4,1126814:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1126814:5,1126814:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
1126886:0,1126886:0:0,Zucchero Pomodori,RESTAURANT#GENERAL,positive,89,106
1126886:1,1126886:1:0,place,RESTAURANT#GENERAL,positive,27,32
1126886:2,1126886:2:0,service,SERVICE#GENERAL,positive,4,11
1126886:2,1126886:2:1,decor,AMBIENCE#GENERAL,positive,30,35
1126886:2,1126886:2:2,food,FOOD#QUALITY,positive,54,58
1126886:2,1126886:2:3,portions,FOOD#STYLE_OPTIONS,positive,91,99
1126886:4,1126886:4:0,Gnocchi,RESTAURANT#GENERAL,positive,19,26
1131595:0,1131595:0:0,place,RESTAURANT#MISCELLANEOUS,negative,5,10
1131595:1,1131595:1:0,NULL,SERVICE#GENERAL,negative,0,0
1131595:2,1131595:2:0,hostess,SERVICE#GENERAL,negative,4,11
1131595:3,1131595:3:0,food,FOOD#QUALITY,negative,4,8
1131595:4,1131595:4:0,NULL,RESTAURANT#GENERAL,negative,0,0
1138996:1,1138996:1:0,food,FOOD#QUALITY,positive,61,65
1138996:1,1138996:1:1,wine,DRINKS#QUALITY,positive,67,71
1138996:1,1138996:1:2,service,SERVICE#GENERAL,positive,77,84
1138996:2,1138996:2:0,wait,SERVICE#GENERAL,positive,86,90
1138996:3,1138996:3:0,glass of wine,DRINKS#QUALITY,positive,25,38
1138996:4,1138996:4:0,service,SERVICE#GENERAL,positive,35,42
1138996:5,1138996:5:0,people,SERVICE#GENERAL,positive,4,10
1138996:6,1138996:6:0,place,RESTAURANT#GENERAL,positive,23,28
1145510:0,1145510:0:0,restaurant,RESTAURANT#GENERAL,positive,14,24
1145510:1,1145510:1:0,pizza,FOOD#QUALITY,positive,4,9
1145510:1,1145510:1:1,atmoshpere,AMBIENCE#GENERAL,positive,34,44
1145510:2,1145510:2:0,pizza,FOOD#PRICES,negative,8,13
1145510:3,1145510:3:0,NULL,FOOD#PRICES,negative,0,0
1145510:3,1145510:3:1,toppings,FOOD#PRICES,negative,20,28
1147082:0,1147082:0:0,lunch,FOOD#QUALITY,negative,17,22
1147082:1,1147082:1:0,Sauce,FOOD#QUALITY,negative,0,5
1147082:1,1147082:1:1,food,FOOD#QUALITY,negative,25,29
1147082:3,1147082:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
1147211:0,1147211:0:0,place,RESTAURANT#GENERAL,positive,5,10
1147211:1,1147211:1:0,NULL,SERVICE#GENERAL,positive,0,0
1147211:2,1147211:2:0,waitress,SERVICE#GENERAL,positive,4,12
1147211:2,1147211:2:1,food,FOOD#QUALITY,positive,46,50
1147211:3,1147211:3:0,Service,SERVICE#GENERAL,positive,0,7
1147211:4,1147211:4:0,NULL,RESTAURANT#PRICES,negative,0,0
1147211:4,1147211:4:1,NULL,RESTAURANT#GENERAL,positive,0,0
1153034:0,1153034:0:0,pizza,FOOD#QUALITY,positive,6,11
1153034:0,1153034:0:1,service,SERVICE#GENERAL,positive,26,33
1153034:1,1153034:1:0,wait,SERVICE#GENERAL,positive,18,22
1153034:2,1153034:2:0,block,LOCATION#GENERAL,positive,36,41
1153034:3,1153034:3:0,NULL,AMBIENCE#GENERAL,positive,0,0
1153034:4,1153034:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1154550:0,1154550:0:0,sushi,FOOD#QUALITY,positive,17,22
1154550:1,1154550:1:0,place,AMBIENCE#GENERAL,negative,4,9
1154550:1,1154550:1:1,food,FOOD#QUALITY,positive,39,43
1154550:2,1154550:2:0,tuna of gari,FOOD#QUALITY,positive,8,20
1162037:0,1162037:0:0,sushi,FOOD#QUALITY,positive,75,80
1162037:0,1162037:0:1,thai food,FOOD#QUALITY,positive,103,112
1162037:0,1162037:0:2,Planet Thailand,RESTAURANT#GENERAL,positive,0,15
1162037:1,1162037:1:0,menu,FOOD#STYLE_OPTIONS,positive,30,34
1162037:2,1162037:2:0,atmosphere,AMBIENCE#GENERAL,neutral,4,14
1162037:2,1162037:2:1,NULL,RESTAURANT#PRICES,positive,0,0
1162037:3,1162037:3:0,food,FOOD#QUALITY,positive,19,23
1167434:1,1167434:1:0,place,RESTAURANT#MISCELLANEOUS,negative,41,46
1167434:3,1167434:3:0,menu,FOOD#STYLE_OPTIONS,negative,26,30
1167434:5,1167434:5:0,rolls,FOOD#STYLE_OPTIONS,neutral,6,11
1167434:5,1167434:5:1,rolls,FOOD#QUALITY,negative,6,11
1167434:5,1167434:5:2,sashimi,FOOD#QUALITY,negative,39,46
1167434:6,1167434:6:0,NULL,FOOD#QUALITY,negative,0,0
1175958:0,1175958:0:0,NULL,SERVICE#GENERAL,positive,0,0
1175958:1,1175958:1:0,crunchy tuna,FOOD#QUALITY,positive,8,20
1175958:2,1175958:2:0,NULL,FOOD#QUALITY,positive,0,0
1175958:3,1175958:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
1189674:0,1189674:0:0,garden terrace,AMBIENCE#GENERAL,positive,31,45
1189674:1,1189674:1:0,food,FOOD#QUALITY,positive,4,8
1189674:1,1189674:1:1,service,SERVICE#GENERAL,positive,30,37
1189674:2,1189674:2:0,Steak Tartare,FOOD#STYLE_OPTIONS,positive,4,17
1189674:3,1189674:3:0,open kitchen,AMBIENCE#GENERAL,positive,71,83
1189674:3,1189674:3:1,restaurant,AMBIENCE#GENERAL,negative,34,44
1189674:4,1189674:4:0,wine selection,DRINKS#STYLE_OPTIONS,positive,6,20
1189674:4,1189674:4:1,Gigondas,DRINKS#QUALITY,positive,22,30
1189674:4,1189674:4:2,house champagne,DRINKS#PRICES,positive,59,74
1189674:5,1189674:5:0,NULL,AMBIENCE#GENERAL,neutral,0,0
1189674:5,1189674:5:1,vibe,AMBIENCE#GENERAL,positive,44,48
1189674:5,1189674:5:2,French food,FOOD#QUALITY,positive,76,87
1189674:6,1189674:6:0,place,RESTAURANT#MISCELLANEOUS,positive,21,26
1199292:0,1199292:0:0,crust,FOOD#QUALITY,positive,77,82
1199292:0,1199292:0:1,pizza,FOOD#QUALITY,positive,17,22
1199292:3,1199292:3:0,VT's,RESTAURANT#MISCELLANEOUS,positive,28,32
1199480:0,1199480:0:0,neighborhood,LOCATION#GENERAL,positive,74,86
1199480:0,1199480:0:1,food,FOOD#QUALITY,positive,101,105
1199480:1,1199480:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1199480:2,1199480:2:0,setting,AMBIENCE#GENERAL,positive,75,82
1199480:2,1199480:2:1,service,SERVICE#GENERAL,positive,92,99
1199480:2,1199480:2:2,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
1205520:0,1205520:0:0,Mizu,RESTAURANT#GENERAL,positive,134,138
1205520:1,1205520:1:0,NULL,SERVICE#GENERAL,negative,0,0
1205520:2,1205520:2:0,Spicy Scallop roll,FOOD#QUALITY,positive,23,41
1205520:3,1205520:3:0,NULL,FOOD#QUALITY,positive,0,0
1212346:0,1212346:0:0,Moules,FOOD#QUALITY,positive,0,6
1212346:0,1212346:0:1,lobster ravioli,FOOD#QUALITY,negative,23,38
1212346:1,1212346:1:0,maitre d',SERVICE#GENERAL,negative,38,47
1212346:2,1212346:2:0,NULL,SERVICE#GENERAL,negative,0,0
1212346:3,1212346:3:0,NULL,SERVICE#GENERAL,negative,0,0
1212346:4,1212346:4:0,dessert,FOOD#STYLE_OPTIONS,negative,5,12
1212346:4,1212346:4:1,dessert,FOOD#PRICES,negative,5,12
1221938:0,1221938:0:0,drinks,DRINKS#QUALITY,positive,4,10
1221938:0,1221938:0:1,wine selection,DRINKS#PRICES,positive,37,51
1221938:1,1221938:1:0,chef's specials,FOOD#QUALITY,positive,10,25
1221938:2,1221938:2:0,Service,SERVICE#GENERAL,neutral,0,7
1221938:3,1221938:3:0,Downstairs lounge,AMBIENCE#GENERAL,positive,0,17
1225162:0,1225162:0:0,Raga's,AMBIENCE#GENERAL,positive,0,6
1225162:1,1225162:1:0,exotic food,FOOD#STYLE_OPTIONS,positive,4,15
1225162:1,1225162:1:1,exotic food,FOOD#QUALITY,positive,4,15
1225162:2,1225162:2:0,NULL,FOOD#PRICES,positive,0,0
1225162:3,1225162:3:0,staff,SERVICE#GENERAL,positive,4,9
1225162:4,1225162:4:0,bar,DRINKS#STYLE_OPTIONS,positive,4,7
1225162:4,1225162:4:1,beers,DRINKS#STYLE_OPTIONS,positive,46,51
1225162:4,1225162:4:2,wines,DRINKS#PRICES,positive,68,73
1225162:5,1225162:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
1225162:6,1225162:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
1227999:0,1227999:0:0,Leon,RESTAURANT#GENERAL,negative,20,24
1227999:1,1227999:1:0,waitress,SERVICE#GENERAL,negative,4,12
1227999:2,1227999:2:0,NULL,SERVICE#GENERAL,negative,0,0
1227999:3,1227999:3:0,NULL,SERVICE#GENERAL,negative,0,0
1227999:4,1227999:4:0,service,SERVICE#GENERAL,negative,5,12
1227999:4,1227999:4:1,food,FOOD#QUALITY,neutral,23,27
1227999:4,1227999:4:2,NULL,RESTAURANT#GENERAL,negative,0,0
1230993:0,1230993:0:0,Jekyll and Hyde,RESTAURANT#GENERAL,positive,21,36
1230993:1,1230993:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1230993:1,1230993:1:1,shows,AMBIENCE#GENERAL,positive,42,47
1230993:1,1230993:1:2,actors,AMBIENCE#GENERAL,positive,52,58
1230993:2,1230993:2:0,server,SERVICE#GENERAL,positive,4,10
1230993:3,1230993:3:0,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
1230993:4,1230993:4:0,food,FOOD#QUALITY,positive,4,8
1232468:0,1232468:0:0,tuna,FOOD#QUALITY,positive,4,8
1232468:0,1232468:0:1,wasabe potatoes,FOOD#QUALITY,positive,13,28
1232468:1,1232468:1:0,outdoor atmosphere,LOCATION#GENERAL,positive,4,22
1232468:2,1232468:2:0,NULL,AMBIENCE#GENERAL,neutral,0,0
1232468:3,1232468:3:0,Service,SERVICE#GENERAL,positive,0,7
1232468:4,1232468:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1241906:0,1241906:0:0,service,SERVICE#GENERAL,positive,6,13
1241906:0,1241906:0:1,food,FOOD#QUALITY,positive,21,25
1241906:1,1241906:1:0,NULL,RESTAURANT#PRICES,neutral,0,0
1241906:3,1241906:3:0,NULL,LOCATION#GENERAL,negative,0,0
1253117:1,1253117:1:0,pizza,FOOD#QUALITY,positive,4,9
1253117:1,1253117:1:1,fresh mozzarella,FOOD#QUALITY,positive,34,50
1253117:2,1253117:2:0,appetizer selection,FOOD#STYLE_OPTIONS,negative,22,41
1253117:3,1253117:3:0,NULL,FOOD#QUALITY,negative,0,0
1253117:3,1253117:3:1,NULL,FOOD#STYLE_OPTIONS,negative,0,0
1253117:5,1253117:5:0,Wait staff,SERVICE#GENERAL,negative,0,10
1253117:5,1253117:5:1,pie,FOOD#QUALITY,positive,74,77
1256373:0,1256373:0:0,salad,FOOD#QUALITY,positive,16,21
1256373:1,1256373:1:0,dining,FOOD#QUALITY,positive,5,11
1256373:2,1256373:2:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
1256373:3,1256373:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
1264954:0,1264954:0:0,restaurant,RESTAURANT#GENERAL,positive,73,83
1264954:1,1264954:1:0,NULL,FOOD#QUALITY,positive,0,0
1264954:1,1264954:1:1,NULL,AMBIENCE#GENERAL,positive,0,0
1264954:2,1264954:2:0,chicken pot pie,FOOD#QUALITY,positive,4,19
1264954:2,1264954:2:1,cheeseburger,FOOD#STYLE_OPTIONS,positive,39,51
1264954:2,1264954:2:2,cheeseburger,FOOD#QUALITY,positive,39,51
1264954:2,1264954:2:3,service,SERVICE#GENERAL,positive,81,88
1264954:3,1264954:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
1264954:4,1264954:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1269216:1,1269216:1:0,staff,SERVICE#GENERAL,positive,4,9
1269216:2,1269216:2:0,food,FOOD#STYLE_OPTIONS,positive,4,8
1269216:3,1269216:3:0,bagels,FOOD#QUALITY,positive,56,62
1269216:4,1269216:4:0,1st Ave spot,RESTAURANT#MISCELLANEOUS,positive,19,31
1275154:4,1275154:4:0,Uni Hand roll,FOOD#QUALITY,positive,16,29
1275154:6,1275154:6:0,sake menu,DRINKS#STYLE_OPTIONS,positive,4,13
1275154:7,1275154:7:0,NULL,RESTAURANT#GENERAL,positive,0,0
1275154:8,1275154:8:0,lobster teriyaki,FOOD#QUALITY,positive,8,24
1275154:8,1275154:8:1,rose special roll,FOOD#QUALITY,positive,33,50
1280166:1,1280166:1:0,Service,SERVICE#GENERAL,positive,0,7
1280166:2,1280166:2:0,Food,FOOD#QUALITY,positive,0,4
1280166:2,1280166:2:1,pork belly,FOOD#QUALITY,negative,94,104
1280166:3,1280166:3:0,Wine list selection,DRINKS#STYLE_OPTIONS,positive,0,19
1280166:3,1280166:3:1,wine-by-the-glass,DRINKS#STYLE_OPTIONS,positive,32,49
1280166:4,1280166:4:0,Traditional French decour,AMBIENCE#GENERAL,positive,0,25
1280166:4,1280166:4:1,hall,AMBIENCE#GENERAL,negative,50,54
1280179:0,1280179:0:0,Cafe Spice,RESTAURANT#GENERAL,positive,16,26
1280179:1,1280179:1:0,Service,SERVICE#GENERAL,neutral,14,21
1280179:2,1280179:2:0,Seating,SERVICE#GENERAL,positive,0,7
1280179:3,1280179:3:0,Food,FOOD#QUALITY,positive,0,4
1280179:3,1280179:3:1,raw vegatables in side orders,FOOD#QUALITY,negative,76,105
1280179:4,1280179:4:0,NULL,SERVICE#GENERAL,neutral,0,0
1280179:5,1280179:5:0,decor,AMBIENCE#GENERAL,positive,4,9
1280179:5,1280179:5:1,semi-private boths,AMBIENCE#GENERAL,positive,51,69
1286916:0,1286916:0:0,Red Eye,RESTAURANT#GENERAL,positive,38,45
1286916:1,1286916:1:0,live jazz band,AMBIENCE#GENERAL,positive,55,69
1286916:1,1286916:1:1,atmosphere,AMBIENCE#GENERAL,positive,74,84
1286916:3,1286916:3:0,meal,FOOD#QUALITY,positive,21,25
1286916:4,1286916:4:0,Red Eye Grill,RESTAURANT#GENERAL,positive,27,40
1287538:0,1287538:0:0,restaurant,RESTAURANT#GENERAL,positive,74,84
1287538:2,1287538:2:0,restaurant,AMBIENCE#GENERAL,neutral,4,14
1287538:3,1287538:3:0,food,FOOD#QUALITY,positive,4,8
1287538:3,1287538:3:1,balance of herbs and tomatoes,FOOD#QUALITY,positive,86,115
1287538:4,1287538:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1287538:5,1287538:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
1289424:0,1289424:0:0,Jekyll and hyde Pub,RESTAURANT#GENERAL,positive,27,46
1289424:2,1289424:2:0,bar,RESTAURANT#GENERAL,positive,39,42
1289424:3,1289424:3:0,server,SERVICE#GENERAL,positive,4,10
1289424:4,1289424:4:0,decor,AMBIENCE#GENERAL,positive,12,17
1289424:4,1289424:4:1,hidden bathrooms,AMBIENCE#GENERAL,positive,22,38
1289424:5,1289424:5:0,restaurant,RESTAURANT#GENERAL,positive,33,43
1293334:0,1293334:0:0,place,RESTAURANT#MISCELLANEOUS,positive,86,91
1293334:1,1293334:1:0,Jekyll and Hyde Pub,RESTAURANT#GENERAL,positive,55,74
1293334:2,1293334:2:0,beers,DRINKS#STYLE_OPTIONS,positive,28,33
1293334:2,1293334:2:1,food,FOOD#QUALITY,positive,98,102
1293334:2,1293334:2:2,pumkin tortelini,FOOD#QUALITY,positive,160,176
1293334:3,1293334:3:0,NULL,AMBIENCE#GENERAL,positive,0,0
1293334:4,1293334:4:0,place,RESTAURANT#GENERAL,positive,39,44
1293334:6,1293334:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
1297844:1,1297844:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1297844:2,1297844:2:0,bagel,FOOD#STYLE_OPTIONS,positive,4,9
1297844:3,1297844:3:0,NULL,FOOD#QUALITY,positive,0,0
1297844:4,1297844:4:0,bagel,FOOD#STYLE_OPTIONS,negative,43,48
