sid,id,target,category,polarity,from,to
778:1,778:1:0,الحرم,LOCATION#GENERAL,positive,19,24
778:2,778:2:0,الموظفين,SERVICE#GENERAL,positive,0,8
778:3,778:3:0,للعاملين فى هدا الفندق,SERVICE#GENERAL,positive,23,45
2210:0,2210:0:0,نظيف,HOTEL#PRICES,positive,7,11
2210:0,2210:0:1,NULL,HOTEL#CLEANLINESS,positive,0,0
2210:1,2210:1:0,فندق,HOTEL#PRICES,positive,4,8
2210:1,2210:1:1,تلفاز,ROOMS_AMENITIES#QUALITY,negative,37,42
2210:1,2210:1:2,مكيف هواء,ROOMS_AMENITIES#QUALITY,neutral,108,117
2210:1,2210:1:3,خدمة غرف,SERVICE#GENERAL,negative,128,136
2210:2,2210:2:0,مركز البلدة,LOCATION#GENERAL,positive,40,51
2210:2,2210:2:1,NULL,HOTEL#MISCELLANEOUS,negative,0,0
197:0,197:0:0,فندق,HOTEL#GENERAL,positive,0,4
197:0,197:0:1,الخدمة,SERVICE#GENERAL,negative,15,21
197:0,197:0:2,فندق,HOTEL#GENERAL,positive,28,32
197:0,197:0:3,الخدمة,SERVICE#GENERAL,negative,86,92
197:1,197:1:0,موظفين,SERVICE#GENERAL,negative,26,32
197:2,197:2:0,المطعم,FACILITIES#CLEANLINESS,negative,4,10
828:0,828:0:0,إقامة,HOTEL#GENERAL,positive,66,71
828:0,828:0:1,الفندق,HOTEL#GENERAL,positive,95,101
828:0,828:0:2,الفندق,HOTEL#GENERAL,positive,154,160
828:1,828:1:0,كثرة الزائرين,HOTEL#GENERAL,positive,1,14
828:1,828:1:1,المأكولات,FOOD_DRINKS#QUALITY,positive,32,41
828:1,828:1:2,خدمة الروم سيرفس,SERVICE#GENERAL,positive,93,109
276:0,276:0:0,الفندق,HOTEL#COMFORT,positive,35,41
276:0,276:0:1,المطار,LOCATION#GENERAL,positive,90,96
276:1,276:1:0,الموسيقى,HOTEL#COMFORT,negative,0,8
276:2,276:2:0,الإفطار,FOOD_DRINKS#QUALITY,neutral,4,11
276:2,276:2:1,الموظفون,SERVICE#GENERAL,neutral,49,57
887:0,887:0:0,الحرم,LOCATION#GENERAL,positive,43,48
887:1,887:1:0,الاثاث,ROOMS_AMENITIES#CLEANLINESS,negative,64,70
887:1,887:1:1,دورة المياه,FACILITIES#DESIGN_FEATURES,negative,110,121
887:2,887:2:0,المصاعد,FACILITIES#GENERAL,negative,10,17
1202:0,1202:0:0,مكان,LOCATION#GENERAL,positive,0,4
1202:0,1202:0:1,خدمة,SERVICE#GENERAL,positive,17,21
1202:0,1202:0:2,معاملة,SERVICE#GENERAL,positive,30,36
1202:1,1202:1:0,خدمتنا,HOTEL#GENERAL,positive,116,122
1202:1,1202:1:1,NULL,SERVICE#GENERAL,positive,0,0
1202:2,1202:2:0,العاملين بالفندق,SERVICE#GENERAL,positive,18,34
1202:2,1202:2:1,المعاملة,SERVICE#GENERAL,positive,43,51
872:0,872:0:0,مطعم,FACILITIES#GENERAL,negative,60,64
872:0,872:0:1,غرفة المزدوجة,ROOMS#PRICES,negative,101,114
872:0,872:0:2,بوفيه الإفطار,FOOD_DRINKS#PRICES,negative,117,130
872:1,872:1:0,الغرفة,ROOMS#GENERAL,positive,0,6
872:2,872:2:0,الفندق,LOCATION#GENERAL,positive,0,6
872:2,872:2:1,NULL,HOTEL#COMFORT,negative,0,0
2170:0,2170:0:0,الفندق,HOTEL#GENERAL,negative,11,17
2170:1,2170:1:0,الفندق,HOTEL#GENERAL,negative,4,10
2170:2,2170:2:0,الطابق الأرضي,HOTEL#GENERAL,negative,0,13
2170:2,2170:2:1,الحمامات,ROOMS#CLEANLINESS,negative,64,72
2170:3,2170:3:0,الفندق,HOTEL#COMFORT,negative,144,150
2170:3,2170:3:1,NULL,HOTEL#GENERAL,negative,0,0
167:0,167:0:0,الفندق,HOTEL#DESIGN_FEATURES,negative,30,36
601:0,601:0:0,مطعم,FACILITIES#DESIGN_FEATURES,neutral,173,177
601:0,601:0:1,المكان,HOTEL#PRICES,neutral,89,95
566:0,566:0:0,فندق,HOTEL#GENERAL,positive,0,4
566:0,566:0:1,فندق,HOTEL#GENERAL,positive,10,14
566:0,566:0:2,استديو,FACILITIES#GENERAL,positive,42,48
566:0,566:0:3,جاكوزي,FACILITIES#GENERAL,positive,102,108
566:1,566:1:0,السعر,HOTEL#PRICES,neutral,1,6
566:1,566:1:1,الخدمة,SERVICE#GENERAL,positive,29,35
566:1,566:1:2,الاستقبال,SERVICE#GENERAL,positive,43,52
34:0,34:0:0,الخدمة,SERVICE#GENERAL,positive,5,11
34:0,34:0:1,الخدمة,SERVICE#GENERAL,positive,18,24
34:0,34:0:2,خدمات الموظفين,SERVICE#GENERAL,positive,42,56
34:0,34:0:3,غرف,ROOMS#MISCELLANEOUS,positive,82,85
1250:0,1250:0:0,إفطار,FOOD_DRINKS#QUALITY,positive,10,15
1250:0,1250:0:1,فريق عمل,SERVICE#GENERAL,positive,38,46
1250:1,1250:1:0,إفطار,FOOD_DRINKS#QUALITY,positive,4,9
1250:1,1250:1:1,واي فاي,FACILITIES#GENERAL,positive,34,41
1250:2,1250:2:0,الغرف,ROOMS#DESIGN_FEATURES,positive,4,9
1250:3,1250:3:0,ماكينات الصراف الآلي,ROOMS_AMENITIES#GENERAL,positive,52,72
1521:0,1521:0:0,فندق,HOTEL#GENERAL,positive,0,4
1521:0,1521:0:1,الغرف,ROOMS#GENERAL,positive,47,52
1521:0,1521:0:2,الديكور,ROOMS#DESIGN_FEATURES,positive,54,61
1521:0,1521:0:3,المطعم,FACILITIES#GENERAL,neutral,86,92
1521:1,1521:1:0,البوفيه,FOOD_DRINKS#QUALITY,neutral,8,15
1521:1,1521:1:1,الطعام,FOOD_DRINKS#QUALITY,neutral,77,83
130:0,130:0:0,فندق,HOTEL#GENERAL,positive,9,13
130:0,130:0:1,خدمات,SERVICE#GENERAL,positive,46,51
130:1,130:1:0,الغرف,ROOMS#CLEANLINESS,positive,13,18
130:1,130:1:1,الطعام,FOOD_DRINKS#QUALITY,positive,31,37
130:1,130:1:2,اسعار,HOTEL#PRICES,positive,46,51
2242:0,2242:0:0,الخدمة,SERVICE#GENERAL,negative,7,13
2242:0,2242:0:1,نظافة الغرف,ROOMS#CLEANLINESS,negative,76,87
2242:1,2242:1:0,بالغرفة,ROOMS#CLEANLINESS,negative,30,37
2242:1,2242:1:1,خدمة الغرف,SERVICE#GENERAL,negative,44,54
2242:2,2242:2:0,اسرة,ROOMS#GENERAL,negative,22,26
2242:2,2242:2:1,مخدة,ROOMS_AMENITIES#GENERAL,negative,52,56
2070:0,2070:0:0,الغرفة,ROOMS#CLEANLINESS,negative,159,165
2070:0,2070:0:1,الاثاث,ROOMS_AMENITIES#QUALITY,negative,167,173
859:0,859:0:0,الاقامة,HOTEL#QUALITY,positive,5,12
859:1,859:1:0,القائمين,HOTEL#MISCELLANEOUS,positive,15,23
859:1,859:1:1,حامل الحقائب,SERVICE#GENERAL,positive,98,110
859:1,859:1:2,الاستقبال,SERVICE#GENERAL,positive,115,124
859:1,859:1:3,خدمة الغرف,SERVICE#GENERAL,positive,129,139
859:2,859:2:0,العاملين,SERVICE#GENERAL,positive,3,11
1195:0,1195:0:0,إقامة,HOTEL#GENERAL,positive,0,5
1195:1,1195:1:0,نظيفة,HOTEL#CLEANLINESS,positive,71,76
1195:1,1195:1:1,موقعها,HOTEL#GENERAL,positive,102,108
1195:1,1195:1:2,بأسعار,LOCATION#GENERAL,positive,114,120
1195:1,1195:1:3,NULL,HOTEL#PRICES,positive,0,0
1195:2,1195:2:0,الطعام,FOOD_DRINKS#QUALITY,positive,0,6
1195:3,1195:3:0,بالإنترنت,FACILITIES#GENERAL,negative,51,60
1195:3,1195:3:1,المكيفات,ROOMS_AMENITIES#GENERAL,negative,70,78
1195:3,1195:3:2,الغرف,ROOMS#COMFORT,negative,105,110
108:0,108:0:0,فندق,HOTEL#GENERAL,positive,0,4
108:0,108:0:1,فندق,HOTEL#GENERAL,positive,10,14
108:0,108:0:2,مكانه,LOCATION#GENERAL,positive,21,26
108:0,108:0:3,طاقم الفندق,SERVICE#GENERAL,positive,38,49
108:0,108:0:4,الغرف,ROOMS#CLEANLINESS,positive,113,118
108:0,108:0:5,الخدمات,SERVICE#GENERAL,positive,191,198
108:0,108:0:6,النت,FACILITIES#QUALITY,negative,211,215
1571:0,1571:0:0,فندق,HOTEL#GENERAL,positive,0,4
1571:0,1571:0:1,الفندق,HOTEL#GENERAL,positive,31,37
1571:0,1571:0:2,إطلالة,HOTEL#GENERAL,positive,88,94
1571:0,1571:0:3,المسبح,FACILITIES#GENERAL,positive,103,109
1571:1,1571:1:0,الغرف,ROOMS#CLEANLINESS,positive,1,6
1571:1,1571:1:1,الطعام,FOOD_DRINKS#QUALITY,positive,22,28
1571:1,1571:1:2,الفندق,HOTEL#GENERAL,positive,62,68
1571:2,1571:2:0,الطاقم,SERVICE#GENERAL,positive,11,17
1680:0,1680:0:0,مكان,LOCATION#GENERAL,positive,0,4
1680:0,1680:0:1,بمرافق,FACILITIES#QUALITY,negative,9,15
1680:1,1680:1:0,الموقع,LOCATION#GENERAL,positive,46,52
1680:1,1680:1:1,العاملون,SERVICE#GENERAL,positive,58,66
1680:1,1680:1:2,الإفطار,FOOD_DRINKS#QUALITY,positive,80,87
1680:1,1680:1:3,الغداء,FOOD_DRINKS#QUALITY,positive,90,96
1680:1,1680:1:4,المرافق,FACILITIES#GENERAL,negative,130,137
1215:0,1215:0:0,فندق,HOTEL#GENERAL,positive,0,4
1215:0,1215:0:1,نظيف,HOTEL#CLEANLINESS,positive,31,35
1215:1,1215:1:0,وسائل راحة,ROOMS_AMENITIES#GENERAL,positive,0,10
1215:1,1215:1:1,إفطار,FOOD_DRINKS#QUALITY,positive,20,25
1215:1,1215:1:2,القهوة,FOOD_DRINKS#QUALITY,negative,38,44
1215:2,1215:2:0,تكييف مثالي,ROOMS_AMENITIES#GENERAL,positive,0,11
1215:3,1215:3:0,المسبح,FACILITIES#GENERAL,neutral,0,6
1918:0,1918:0:0,فندق,HOTEL#GENERAL,positive,17,21
1918:0,1918:0:1,المكان,LOCATION#GENERAL,positive,28,34
1918:0,1918:0:2,التعامل,SERVICE#GENERAL,positive,61,68
1918:1,1918:1:0,فندق,HOTEL#GENERAL,positive,11,15
1918:1,1918:1:1,خدمه,SERVICE#GENERAL,positive,22,26
1918:1,1918:1:2,الانترنيت,FACILITIES#QUALITY,negative,38,47
1918:2,1918:2:0,المركز,LOCATION#GENERAL,negative,34,40
1918:2,1918:2:1,مطاعم,FACILITIES#GENERAL,negative,63,68
1918:2,1918:2:2,محلات,FACILITIES#GENERAL,negative,78,83
1918:2,1918:2:3,المكان,LOCATION#GENERAL,negative,0,6
481:0,481:0:0,محطة القطار,LOCATION#GENERAL,neutral,53,64
481:0,481:0:1,الغرفة,ROOMS#CLEANLINESS,positive,77,83
481:0,481:0:2,أسعار,HOTEL#PRICES,neutral,206,211
1794:0,1794:0:0,منتج,FACILITIES#GENERAL,positive,0,4
1794:0,1794:0:1,ع,LOCATION#GENERAL,positive,4,5
1794:0,1794:0:2,مكان,LOCATION#GENERAL,positive,27,31
1794:0,1794:0:3,المكان,ROOMS#GENERAL,positive,78,84
1794:0,1794:0:4,غرفة,HOTEL#GENERAL,positive,135,139
1794:1,1794:1:0,الشاليهات,HOTEL#DESIGN_FEATURES,positive,0,9
1794:1,1794:1:1,الغرف,ROOMS#GENERAL,positive,41,46
1794:2,1794:2:0,منطقة الاستحمام,FACILITIES#GENERAL,positive,13,28
1794:2,1794:2:1,البستنة,FACILITIES#GENERAL,positive,31,38
1794:2,1794:2:2,لمُنشأة,HOTEL#QUALITY,positive,75,82
1794:2,1794:2:3,المكان,LOCATION#GENERAL,positive,127,133
524:0,524:0:0,فندق,HOTEL#COMFORT,positive,0,4
524:0,524:0:1,المطار,LOCATION#GENERAL,positive,49,55
524:0,524:0:2,فندق,HOTEL#CLEANLINESS,positive,30,34
524:0,524:0:3,الخدمة,SERVICE#GENERAL,positive,77,83
524:0,524:0:4,المسبح,FACILITIES#GENERAL,positive,90,96
524:0,524:0:5,المساحات الخارجية,FACILITIES#DESIGN_FEATURES,positive,103,120
524:1,524:1:0,سعر,HOTEL#PRICES,negative,1,4
524:1,524:1:1,فطور,FOOD_DRINKS#QUALITY,neutral,21,25
1976:0,1976:0:0,إدارة,HOTEL#COMFORT,negative,5,10
1976:0,1976:0:1,NULL,SERVICE#GENERAL,negative,0,0
1976:1,1976:1:0,الغرف,ROOMS#CLEANLINESS,negative,15,20
1976:1,1976:1:1,الغرف,ROOMS#COMFORT,negative,22,27
1976:2,1976:2:0,الفندق,HOTEL#GENERAL,negative,83,89
1976:2,1976:2:1,NULL,HOTEL#COMFORT,negative,0,0
26:0,26:0:0,فندق,HOTEL#GENERAL,positive,0,4
26:0,26:0:1,لأماكن السياحية,LOCATION#GENERAL,positive,18,33
26:0,26:0:2,فندق,HOTEL#GENERAL,positive,34,38
26:0,26:0:3,المناطق السياحية,LOCATION#GENERAL,positive,63,79
26:1,26:1:0,الفندق,HOTEL#QUALITY,positive,15,21
26:1,26:1:1,الخدمة,SERVICE#GENERAL,positive,47,53
26:1,26:1:2,السعر,HOTEL#PRICES,positive,84,89
1444:0,1444:0:0,موقع,LOCATION#GENERAL,positive,0,4
1444:0,1444:0:1,فندق,HOTEL#DESIGN_FEATURES,positive,56,60
1444:1,1444:1:0,خدمات,SERVICE#GENERAL,positive,2,7
1444:1,1444:1:1,غرف,ROOMS#GENERAL,positive,23,26
1444:1,1444:1:2,اطباق,FACILITIES#MISCELLANEOUS,positive,33,38
1444:1,1444:1:3,وسائل ترفيه,HOTEL#PRICES,positive,76,87
50:0,50:0:0,موظف الاستقبال,SERVICE#GENERAL,positive,46,60
50:0,50:0:1,موظف استلام السيارات,SERVICE#GENERAL,positive,77,97
50:1,50:1:0,تصميم,ROOMS#DESIGN_FEATURES,positive,0,5
50:1,50:1:1,طاوله,ROOMS_AMENITIES#MISCELLANEOUS,negative,47,52
50:1,50:1:2,سرير,ROOMS_AMENITIES#MISCELLANEOUS,negative,77,81
1056:0,1056:0:0,إدارة فندق,SERVICE#GENERAL,positive,17,27
1056:1,1056:1:0,الخدمات,SERVICE#GENERAL,positive,11,18
1056:2,1056:2:0,موظفي التاور,SERVICE#GENERAL,positive,12,24
1056:2,1056:2:1,الأمانة,SERVICE#GENERAL,positive,40,47
1056:2,1056:2:2,حسن استقبال,SERVICE#GENERAL,positive,130,141
1056:2,1056:2:3,معاملتهم,SERVICE#GENERAL,positive,173,181
1056:2,1056:2:4,NULL,HOTEL#GENERAL,positive,0,0
591:0,591:0:0,الفندق,HOTEL#CLEANLINESS,positive,33,39
591:0,591:0:1,الطعام,FOOD_DRINKS#QUALITY,neutral,228,234
591:0,591:0:2,مكان,LOCATION#GENERAL,neutral,255,259
540:0,540:0:0,NULL,LOCATION#GENERAL,positive,0,0
1273:0,1273:0:0,منتجع,FACILITIES#GENERAL,positive,0,5
1273:0,1273:0:1,نظام المنتجع,FACILITIES#COMFORT,positive,11,23
1273:0,1273:0:2,حوضين,FACILITIES#GENERAL,positive,91,96
1273:0,1273:0:3,شاطئ,FACILITIES#GENERAL,positive,132,136
1273:1,1273:1:0,شاليهات,FACILITIES#DESIGN_FEATURES,positive,17,24
1273:1,1273:1:1,المنتجع,FACILITIES#COMFORT,negative,0,7
1818:0,1818:0:0,ديسكو,HOTEL#GENERAL,positive,20,25
1818:0,1818:0:1,لفندق,FACILITIES#GENERAL,positive,36,41
1818:0,1818:0:2,الغرف,HOTEL#DESIGN_FEATURES,positive,48,53
1818:0,1818:0:3,شرفة,ROOMS#COMFORT,positive,70,74
1818:0,1818:0:4,NULL,ROOMS_AMENITIES#GENERAL,positive,0,0
1818:1,1818:1:0,مرافق,FACILITIES#GENERAL,positive,0,5
1818:1,1818:1:1,الخدمة,SERVICE#GENERAL,positive,19,25
1818:1,1818:1:2,متعاونة,SERVICE#GENERAL,positive,33,40
1818:2,1818:2:0,الطعام,FOOD_DRINKS#QUALITY,neutral,23,29
1818:2,1818:2:1,وجبات الفندق,FOOD_DRINKS#MISCELLANEOUS,negative,74,86
1818:3,1818:3:0,الفندق,HOTEL#QUALITY,positive,17,23
1818:3,1818:3:1,الحانة,FACILITIES#DESIGN_FEATURES,positive,37,43
1818:3,1818:3:2,ديسكو,FACILITIES#GENERAL,positive,62,67
1818:3,1818:3:3,الغرف,ROOMS#CLEANLINESS,positive,96,101
100:0,100:0:0,غرف,ROOMS#DESIGN_FEATURES,positive,0,3
100:0,100:0:1,الغرف,ROOMS#GENERAL,positive,16,21
100:0,100:0:2,الفرش,ROOMS_AMENITIES#GENERAL,positive,29,34
100:0,100:0:3,موظف الاستقبال,SERVICE#GENERAL,positive,41,55
510:0,510:0:0,NULL,SERVICE#GENERAL,positive,0,0
1485:0,1485:0:0,الموقع,LOCATION#GENERAL,positive,0,6
1485:1,1485:1:0,NULL,HOTEL#GENERAL,positive,0,0
300:0,300:0:0,الفندق,HOTEL#GENERAL,positive,12,18
300:0,300:0:1,الإفطار,FOOD_DRINKS#QUALITY,positive,25,32
300:0,300:0:2,فطور,FOOD_DRINKS#STYLE_OPTIONS,positive,50,54
300:0,300:0:3,الفندق,HOTEL#PRICES,positive,166,172
321:0,321:0:0,فندق,HOTEL#GENERAL,positive,0,4
321:0,321:0:1,خدمة,SERVICE#GENERAL,positive,11,15
321:0,321:0:2,فندق,HOTEL#GENERAL,positive,22,26
321:1,321:1:0,الاستقبال والضيافة,SERVICE#GENERAL,positive,9,27
321:1,321:1:1,الخدمات,SERVICE#GENERAL,positive,54,61
321:2,321:2:0,الطعام,FOOD_DRINKS#QUALITY,positive,7,13
321:2,321:2:1,المسبح,FACILITIES#CLEANLINESS,positive,42,48
321:2,321:2:2,الاماكن الرياضية,FACILITIES#GENERAL,positive,57,73
663:0,663:0:0,الفندق,HOTEL#GENERAL,positive,47,53
663:0,663:0:1,المطعم / الكافتيريا,FACILITIES#GENERAL,positive,96,115
663:0,663:0:2,خدمة,SERVICE#GENERAL,positive,131,135
663:0,663:0:3,مركز المؤتمرات,FACILITIES#GENERAL,positive,266,280
1358:0,1358:0:0,إداره,SERVICE#GENERAL,negative,72,77
1358:1,1358:1:0,NULL,SERVICE#GENERAL,negative,0,0
1358:2,1358:2:0,الغرفة,ROOMS#DESIGN_FEATURES,negative,38,44
1358:3,1358:3:0,الجناح الرئاسي,FACILITIES#DESIGN_FEATURES,negative,6,20
680:0,680:0:0,فندق,HOTEL#GENERAL,positive,0,4
680:0,680:0:1,الفندق,HOTEL#QUALITY,positive,15,21
680:0,680:0:2,مواقف,FACILITIES#GENERAL,positive,55,60
680:0,680:0:3,سعر,HOTEL#PRICES,neutral,78,81
680:0,680:0:4,موقعه,LOCATION#GENERAL,positive,95,100
680:0,680:0:5,الغرف,ROOMS#CLEANLINESS,positive,107,112
680:0,680:0:6,خدمة الغرف والنظافه,SERVICE#GENERAL,positive,127,146
680:0,680:0:7,الاستقبال,SERVICE#GENERAL,neutral,160,169
2027:0,2027:0:0,الفندق,HOTEL#GENERAL,negative,9,15
2027:1,2027:1:0,الفندق,HOTEL#GENERAL,negative,21,27
2027:2,2027:2:0,الغرف,ROOMS_AMENITIES#GENERAL,negative,8,13
2027:3,2027:3:0,الحمام,ROOMS#DESIGN_FEATURES,negative,8,14
2027:3,2027:3:1,NULL,ROOMS_AMENITIES#QUALITY,negative,0,0
2027:4,2027:4:0,الغرف,ROOMS#DESIGN_FEATURES,negative,8,13
2027:5,2027:5:0,الفرونت دسك,SERVICE#GENERAL,negative,8,19
2027:6,2027:6:0,المطعم,FACILITIES#GENERAL,negative,8,14
2027:6,2027:6:1,اثاثه,FACILITIES#QUALITY,negative,30,35
2027:6,2027:6:2,الطعام,FOOD_DRINKS#QUALITY,negative,45,51
2027:7,2027:7:0,الاسعار,HOTEL#PRICES,negative,8,15
1082:0,1082:0:0,الأسرة,ROOMS_AMENITIES#GENERAL,negative,7,13
1082:1,1082:1:0,الموظفون,SERVICE#GENERAL,positive,0,8
1082:2,1082:2:0,الغرفة,ROOMS#DESIGN_FEATURES,positive,0,6
1082:2,1082:2:1,حمام,ROOMS#COMFORT,negative,43,47
