sid,id,category,polarity
9:2,9:2:0,CAMERA#DESIGN_FEATURES,negative
9:5,9:5:0,CAMERA#DESIGN_FEATURES,positive
10:6,10:6:0,CAMERA#QUALITY,negative
10:18,10:18:0,CAMERA#PORTABILITY,negative
10:19,10:19:0,FOCUS#OPERATION_PERFORMANCE,negative
10:23,10:23:0,FOCUS#OPERATION_PERFORMANCE,negative
10:34,10:34:0,CAMERA#OPERATION_PERFORMANCE,negative
10:41,10:41:0,CAMERA#DESIGN_FEATURES,negative
11:1,11:1:0,HARDWARE#GENERAL,positive
11:2,11:2:0,HARDWARE#OPERATION_PERFORMANCE,negative
11:5,11:5:0,HARDWARE#OPERATION_PERFORMANCE,negative
11:18,11:18:0,HARDWARE#OPERATION_PERFORMANCE,positive
11:28,11:28:0,CAMERA#QUALITY,negative
12:7,12:7:0,PHOTO#QUALITY,positive
12:8,12:8:0,PHOTO#QUALITY,positive
12:10,12:10:0,PHOTO#QUALITY,positive
12:11,12:11:0,CAMERA#OPERATION_PERFORMANCE,positive
12:14,12:14:0,HARDWARE#DESIGN_FEATURES,negative
12:16,12:16:0,DISPLAY#DESIGN_FEATURES,positive
12:18,12:18:0,CAMERA#OPERATION_PERFORMANCE,negative
13:3,13:3:0,CAMERA#QUALITY,positive
14:1,14:1:0,LENS#DESIGN_FEATURES,negative
14:9,14:9:0,DISPLAY#OPERATION_PERFORMANCE,positive
14:27,14:27:0,PHOTO#QUALITY,negative
14:34,14:34:0,CAMERA#OPERATION_PERFORMANCE,negative
15:0,15:0:0,CAMERA#OPERATION_PERFORMANCE,positive
15:1,15:1:0,HARDWARE#USABILITY,positive
15:2,15:2:0,CAMERA#PORTABILITY,negative
15:3,15:3:0,CAMERA#PORTABILITY,negative
15:4,15:4:0,CAMERA#DESIGN_FEATURES,positive
15:5,15:5:0,CAMERA#PRICE,negative
15:7,15:7:0,CAMERA#DESIGN_FEATURES,positive
16:2,16:2:0,PHOTO#QUALITY,positive
16:3,16:3:0,PHOTO#QUALITY,negative
16:5,16:5:0,PHOTO#QUALITY,positive
16:7,16:7:0,FOCUS#OPERATION_PERFORMANCE,positive
16:8,16:8:0,CAMERA#QUALITY,positive
17:3,17:3:0,FOCUS#OPERATION_PERFORMANCE,positive
17:4,17:4:0,DISPLAY#USABILITY,positive
17:5,17:5:0,PHOTO#QUALITY,positive
17:10,17:10:0,PHOTO#QUALITY,positive
17:11,17:11:0,CAMERA#OPERATION_PERFORMANCE,negative
17:12,17:12:0,CAMERA#QUALITY,negative
17:13,17:13:0,PHOTO#QUALITY,negative
18:0,18:0:0,FOCUS#OPERATION_PERFORMANCE,positive
18:4,18:4:0,FOCUS#OPERATION_PERFORMANCE,positive
18:6,18:6:0,PHOTO#QUALITY,negative
18:7,18:7:0,PHOTO#GENERAL,positive
18:8,18:8:0,CAMERA#PRICE,negative
19:1,19:1:0,CAMERA#OPERATION_PERFORMANCE,positive
19:6,19:6:0,PHOTO#GENERAL,positive
20:1,20:1:0,FOCUS#OPERATION_PERFORMANCE,negative
20:5,20:5:0,FOCUS#OPERATION_PERFORMANCE,negative
20:6,20:6:0,PHOTO#QUALITY,negative
20:10,20:10:0,LENS#OPERATION_PERFORMANCE,positive
20:11,20:11:0,LENS#OPERATION_PERFORMANCE,negative
21:1,21:1:0,HARDWARE#OPERATION_PERFORMANCE,negative
21:2,21:2:0,BATTERY#QUALITY,positive
21:4,21:4:0,PHOTO#QUALITY,negative
21:5,21:5:0,PHOTO#QUALITY,negative
21:6,21:6:0,PHOTO#QUALITY,negative
22:0,22:0:0,CAMERA#OPERATION_PERFORMANCE,negative
22:1,22:1:0,BATTERY#QUALITY,negative
22:3,22:3:0,CAMERA#DESIGN_FEATURES,negative
22:4,22:4:0,CAMERA#DESIGN_FEATURES,negative
22:5,22:5:0,CAMERA#PORTABILITY,negative
22:10,22:10:0,CAMERA#PORTABILITY,negative
22:12,22:12:0,CAMERA#PORTABILITY,negative
22:13,22:13:0,LENS#DESIGN_FEATURES,negative
22:14,22:14:0,CAMERA#DESIGN_FEATURES,negative
23:6,23:6:0,CAMERA#OPERATION_PERFORMANCE,positive
23:7,23:7:0,PHOTO#QUALITY,positive
23:9,23:9:0,CAMERA#QUALITY,negative
23:10,23:10:0,CAMERA#OPERATION_PERFORMANCE,negative
24:6,24:6:0,CAMERA#DESIGN_FEATURES,positive
25:3,25:3:0,HARDWARE#QUALITY,positive
25:16,25:16:0,LENS#DESIGN_FEATURES,positive
25:17,25:17:0,CAMERA#PORTABILITY,negative
26:7,26:7:0,CAMERA#QUALITY,positive
26:8,26:8:0,CAMERA#PORTABILITY,positive
26:25,26:25:0,CAMERA#OPERATION_PERFORMANCE,positive
26:26,26:26:0,CAMERA#PORTABILITY,positive
27:6,27:6:0,CAMERA#QUALITY,positive
27:9,27:9:0,CAMERA#QUALITY,negative
27:10,27:10:0,HARDWARE#QUALITY,negative
27:16,27:16:0,CAMERA#DESIGN_FEATURES,negative
27:19,27:19:0,HARDWARE#DESIGN_FEATURES,negative
27:20,27:20:0,KEYBOARD#DESIGN_FEATURES,positive
27:21,27:21:0,CAMERA#DESIGN_FEATURES,positive
27:23,27:23:0,HARDWARE#OPERATION_PERFORMANCE,positive
27:29,27:29:0,DISPLAY#USABILITY,negative
28:15,28:15:0,CAMERA#OPERATION_PERFORMANCE,positive
28:16,28:16:0,CAMERA#PRICE,positive
28:17,28:17:0,HARDWARE#PRICE,positive
28:23,28:23:0,PHOTO#GENERAL,positive
28:24,28:24:0,LENS#DESIGN_FEATURES,positive
28:30,28:30:0,PHOTO#QUALITY,positive
28:34,28:34:0,PHOTO#GENERAL,positive
28:35,28:35:0,PHOTO#GENERAL,positive
28:38,28:38:0,LENS#OPERATION_PERFORMANCE,positive
29:18,29:18:0,LENS#DESIGN_FEATURES,positive
29:21,29:21:0,CAMERA#DESIGN_FEATURES,positive
29:22,29:22:0,DISPLAY#DESIGN_FEATURES,positive
29:35,29:35:0,CAMERA#OPERATION_PERFORMANCE,negative
29:38,29:38:0,DISPLAY#OPERATION_PERFORMANCE,positive
29:39,29:39:0,PHOTO#QUALITY,positive
29:46,29:46:0,PHOTO#QUALITY,negative
29:57,29:57:0,CAMERA#OPERATION_PERFORMANCE,negative
29:58,29:58:0,CAMERA#PORTABILITY,positive
29:59,29:59:0,CAMERA#PORTABILITY,positive
30:3,30:3:0,LENS#GENERAL,positive
30:4,30:4:0,PHOTO#GENERAL,positive
30:5,30:5:0,FOCUS#GENERAL,positive
30:13,30:13:0,PHOTO#QUALITY,positive
30:14,30:14:0,CAMERA#OPERATION_PERFORMANCE,positive
30:17,30:17:0,CAMERA#PRICE,negative
30:18,30:18:0,CAMERA#QUALITY,positive
30:19,30:19:0,CAMERA#DESIGN_FEATURES,positive
30:20,30:20:0,CAMERA#DESIGN_FEATURES,positive
31:2,31:2:0,CAMERA#QUALITY,positive
31:3,31:3:0,CAMERA#QUALITY,positive
31:4,31:4:0,HARDWARE#DESIGN_FEATURES,positive
31:5,31:5:0,DISPLAY#OPERATION_PERFORMANCE,positive
31:6,31:6:0,LENS#OPERATION_PERFORMANCE,positive
31:7,31:7:0,PHOTO#QUALITY,positive
31:8,31:8:0,CAMERA#OPERATION_PERFORMANCE,positive
31:9,31:9:0,KEYBOARD#DESIGN_FEATURES,positive
31:10,31:10:0,SOFTWARE#DESIGN_FEATURES,positive
31:13,31:13:0,CAMERA#OPERATION_PERFORMANCE,positive
31:15,31:15:0,CAMERA#PRICE,positive
31:19,31:19:0,PHOTO#QUALITY,negative
31:21,31:21:0,PHOTO#QUALITY,negative
31:22,31:22:0,FOCUS#OPERATION_PERFORMANCE,negative
31:24,31:24:0,CAMERA#OPERATION_PERFORMANCE,negative
31:28,31:28:0,PHOTO#QUALITY,positive
31:35,31:35:0,PHOTO#QUALITY,negative
31:39,31:39:0,PHOTO#QUALITY,negative
31:40,31:40:0,SOFTWARE#QUALITY,negative
32:4,32:4:0,CAMERA#DESIGN_FEATURES,positive
32:5,32:5:0,FOCUS#QUALITY,negative
32:6,32:6:0,FOCUS#DESIGN_FEATURES,negative
32:12,32:12:0,FOCUS#DESIGN_FEATURES,negative
32:20,32:20:0,SOFTWARE#DESIGN_FEATURES,positive
32:21,32:21:0,HARDWARE#DESIGN_FEATURES,positive
32:22,32:22:0,CAMERA#OPERATION_PERFORMANCE,positive
32:23,32:23:0,LENS#DESIGN_FEATURES,positive
32:29,32:29:0,LENS#DESIGN_FEATURES,positive
32:30,32:30:0,PHOTO#QUALITY,positive
32:32,32:32:0,PHOTO#QUALITY,positive
32:33,32:33:0,LENS#DESIGN_FEATURES,negative
32:34,32:34:0,PHOTO#QUALITY,negative
32:37,32:37:0,PHOTO#QUALITY,positive
32:41,32:41:0,CAMERA#OPERATION_PERFORMANCE,positive
32:42,32:42:0,LENS#OPERATION_PERFORMANCE,positive
32:45,32:45:0,PHOTO#QUALITY,negative
32:47,32:47:0,PHOTO#QUALITY,negative
32:50,32:50:0,PHOTO#QUALITY,negative
32:57,32:57:0,PHOTO#QUALITY,negative
32:59,32:59:0,PHOTO#QUALITY,negative
32:62,32:62:0,LENS#QUALITY,negative
32:67,32:67:0,DISPLAY#DESIGN_FEATURES,negative
32:77,32:77:0,CAMERA#DESIGN_FEATURES,negative
32:81,32:81:0,PHOTO#QUALITY,positive
32:83,32:83:0,PHOTO#QUALITY,negative
32:85,32:85:0,PHOTO#QUALITY,negative
32:88,32:88:0,PHOTO#QUALITY,negative
32:90,32:90:0,FOCUS#OPERATION_PERFORMANCE,negative
32:93,32:93:0,FOCUS#OPERATION_PERFORMANCE,negative
32:96,32:96:0,FOCUS#USABILITY,positive
32:104,32:104:0,PHOTO#QUALITY,negative
32:113,32:113:0,PHOTO#QUALITY,positive
32:114,32:114:0,PHOTO#QUALITY,positive
32:116,32:116:0,CAMERA#OPERATION_PERFORMANCE,positive
32:124,32:124:0,PHOTO#QUALITY,positive
32:125,32:125:0,PHOTO#QUALITY,negative
33:11,33:11:0,LENS#QUALITY,positive
33:12,33:12:0,PHOTO#QUALITY,negative
33:15,33:15:0,CAMERA#PRICE,negative
33:17,33:17:0,CAMERA#OPERATION_PERFORMANCE,positive
33:19,33:19:0,LENS#DESIGN_FEATURES,positive
33:24,33:24:0,CAMERA#DESIGN_FEATURES,positive
33:29,33:29:0,CAMERA#OPERATION_PERFORMANCE,positive
33:35,33:35:0,BATTERY#DESIGN_FEATURES,positive
33:60,33:60:0,LENS#DESIGN_FEATURES,positive
33:61,33:61:0,LENS#DESIGN_FEATURES,negative
33:63,33:63:0,PHOTO#QUALITY,negative
33:66,33:66:0,CAMERA#OPERATION_PERFORMANCE,negative
33:72,33:72:0,FOCUS#DESIGN_FEATURES,negative
33:85,33:85:0,PHOTO#QUALITY,negative
33:89,33:89:0,PHOTO#QUALITY,negative
33:93,33:93:0,PHOTO#QUALITY,negative
34:4,34:4:0,CAMERA#OPERATION_PERFORMANCE,positive
34:5,34:5:0,CAMERA#QUALITY,positive
34:7,34:7:0,SOFTWARE#DESIGN_FEATURES,positive
34:10,34:10:0,PHOTO#QUALITY,positive
34:15,34:15:0,FOCUS#OPERATION_PERFORMANCE,positive
34:19,34:19:0,CAMERA#QUALITY,positive
34:20,34:20:0,CAMERA#OPERATION_PERFORMANCE,positive
34:21,34:21:0,CAMERA#OPERATION_PERFORMANCE,positive
34:25,34:25:0,CAMERA#PRICE,positive
35:2,35:2:0,PHOTO#QUALITY,negative
35:5,35:5:0,CAMERA#USABILITY,positive
35:11,35:11:0,LENS#OPERATION_PERFORMANCE,negative
35:12,35:12:0,PHOTO#QUALITY,negative
35:13,35:13:0,PHOTO#QUALITY,negative
35:14,35:14:0,LENS#OPERATION_PERFORMANCE,positive
35:15,35:15:0,LENS#OPERATION_PERFORMANCE,positive
35:18,35:18:0,PHOTO#QUALITY,negative
36:2,36:2:0,CAMERA#PORTABILITY,positive
36:5,36:5:0,PHOTO#QUALITY,positive
36:10,36:10:0,PHOTO#QUALITY,positive
36:23,36:23:0,PHOTO#QUALITY,positive
36:25,36:25:0,PHOTO#QUALITY,positive
36:27,36:27:0,CAMERA#OPERATION_PERFORMANCE,positive
37:2,37:2:0,FOCUS#OPERATION_PERFORMANCE,positive
37:5,37:5:0,FOCUS#OPERATION_PERFORMANCE,negative
37:6,37:6:0,FOCUS#OPERATION_PERFORMANCE,negative
37:12,37:12:0,FOCUS#OPERATION_PERFORMANCE,positive
37:14,37:14:0,FOCUS#OPERATION_PERFORMANCE,negative
37:16,37:16:0,FOCUS#OPERATION_PERFORMANCE,negative
37:19,37:19:0,CAMERA#OPERATION_PERFORMANCE,negative
38:14,38:14:0,PHOTO#QUALITY,positive
38:27,38:27:0,DISPLAY#OPERATION_PERFORMANCE,negative
38:36,38:36:0,DISPLAY#OPERATION_PERFORMANCE,negative
38:44,38:44:0,FOCUS#OPERATION_PERFORMANCE,negative
38:56,38:56:0,FOCUS#OPERATION_PERFORMANCE,positive
38:57,38:57:0,FOCUS#OPERATION_PERFORMANCE,positive
38:58,38:58:0,CAMERA#OPERATION_PERFORMANCE,positive
38:60,38:60:0,FOCUS#OPERATION_PERFORMANCE,positive
38:61,38:61:0,PHOTO#QUALITY,positive
38:62,38:62:0,CAMERA#OPERATION_PERFORMANCE,positive
38:64,38:64:0,CAMERA#OPERATION_PERFORMANCE,positive
38:65,38:65:0,CAMERA#DESIGN_FEATURES,positive
38:66,38:66:0,CAMERA#OPERATION_PERFORMANCE,positive
38:74,38:74:0,DISPLAY#USABILITY,positive
39:4,39:4:0,PHOTO#GENERAL,positive
39:6,39:6:0,PHOTO#QUALITY,negative
39:7,39:7:0,PHOTO#QUALITY,negative
39:11,39:11:0,CAMERA#GENERAL,negative
39:16,39:16:0,FOCUS#GENERAL,positive
39:26,39:26:0,FOCUS#OPERATION_PERFORMANCE,negative
39:30,39:30:0,CAMERA#OPERATION_PERFORMANCE,positive
39:36,39:36:0,CAMERA#QUALITY,positive
39:37,39:37:0,CAMERA#OPERATION_PERFORMANCE,positive
39:41,39:41:0,SOFTWARE#DESIGN_FEATURES,positive
39:42,39:42:0,PHOTO#QUALITY,positive
39:43,39:43:0,SOFTWARE#DESIGN_FEATURES,positive
39:48,39:48:0,SOFTWARE#DESIGN_FEATURES,positive
40:2,40:2:0,PHOTO#QUALITY,positive
40:6,40:6:0,FOCUS#OPERATION_PERFORMANCE,positive
40:7,40:7:0,SOFTWARE#OPERATION_PERFORMANCE,positive
40:8,40:8:0,SOFTWARE#OPERATION_PERFORMANCE,negative
40:10,40:10:0,CAMERA#GENERAL,positive
41:9,41:9:0,OS#OPERATION_PERFORMANCE,negative
41:10,41:10:0,OS#OPERATION_PERFORMANCE,negative
41:23,41:23:0,CAMERA#OPERATION_PERFORMANCE,positive
41:24,41:24:0,CAMERA#OPERATION_PERFORMANCE,positive
41:30,41:30:0,CAMERA#OPERATION_PERFORMANCE,positive
41:37,41:37:0,FOCUS#OPERATION_PERFORMANCE,positive
41:38,41:38:0,FOCUS#OPERATION_PERFORMANCE,positive
41:54,41:54:0,MEMORY#OPERATION_PERFORMANCE,negative
41:55,41:55:0,CAMERA#PRICE,positive
42:1,42:1:0,PHOTO#QUALITY,negative
43:0,43:0:0,MEMORY#OPERATION_PERFORMANCE,negative
43:2,43:2:0,CAMERA#OPERATION_PERFORMANCE,negative
43:10,43:10:0,PORTS#OPERATION_PERFORMANCE,positive
43:15,43:15:0,BATTERY#USABILITY,negative
43:31,43:31:0,PHOTO#QUALITY,negative
43:32,43:32:0,PHOTO#QUALITY,negative
44:2,44:2:0,FOCUS#OPERATION_PERFORMANCE,positive
44:3,44:3:0,CAMERA#OPERATION_PERFORMANCE,positive
44:4,44:4:0,CAMERA#OPERATION_PERFORMANCE,positive
44:5,44:5:0,PHOTO#QUALITY,positive
44:6,44:6:0,LENS#OPERATION_PERFORMANCE,positive
44:7,44:7:0,LENS#OPERATION_PERFORMANCE,positive
44:8,44:8:0,CAMERA#USABILITY,positive
44:10,44:10:0,BATTERY#QUALITY,negative
44:12,44:12:0,PHOTO#QUALITY,negative
44:13,44:13:0,PHOTO#QUALITY,positive
45:2,45:2:0,HARDWARE#OPERATION_PERFORMANCE,negative
45:10,45:10:0,HARDWARE#USABILITY,negative
46:0,46:0:0,MEMORY#OPERATION_PERFORMANCE,positive
46:6,46:6:0,BATTERY#QUALITY,negative
46:12,46:12:0,PHOTO#QUALITY,negative
47:4,47:4:0,PHOTO#QUALITY,positive
47:27,47:27:0,PHOTO#QUALITY,negative
47:30,47:30:0,PHOTO#QUALITY,negative
47:34,47:34:0,PHOTO#QUALITY,negative
47:35,47:35:0,PHOTO#QUALITY,negative
47:37,47:37:0,LENS#DESIGN_FEATURES,positive
47:40,47:40:0,PHOTO#QUALITY,positive
48:0,48:0:0,CAMERA#OPERATION_PERFORMANCE,positive
48:2,48:2:0,CAMERA#OPERATION_PERFORMANCE,negative
48:3,48:3:0,PHOTO#QUALITY,positive
48:20,48:20:0,LENS#OPERATION_PERFORMANCE,negative
48:22,48:22:0,LENS#GENERAL,positive
49:12,49:12:0,PHOTO#QUALITY,positive
50:4,50:4:0,PHOTO#QUALITY,positive
50:5,50:5:0,LENS#OPERATION_PERFORMANCE,negative
50:8,50:8:0,SOFTWARE#OPERATION_PERFORMANCE,positive
50:10,50:10:0,PHOTO#QUALITY,positive
50:11,50:11:0,LENS#OPERATION_PERFORMANCE,positive
51:1,51:1:0,FOCUS#OPERATION_PERFORMANCE,positive
51:2,51:2:0,DISPLAY#OPERATION_PERFORMANCE,negative
51:3,51:3:0,PHOTO#QUALITY,negative
51:7,51:7:0,CAMERA#QUALITY,negative
51:8,51:8:0,KEYBOARD#OPERATION_PERFORMANCE,negative
51:10,51:10:0,PHOTO#QUALITY,positive
51:12,51:12:0,DISPLAY#QUALITY,negative
52:0,52:0:0,PHOTO#QUALITY,positive
52:2,52:2:0,PHOTO#QUALITY,negative
52:3,52:3:0,PHOTO#QUALITY,negative
52:4,52:4:0,PHOTO#QUALITY,negative
52:5,52:5:0,PHOTO#QUALITY,positive
52:6,52:6:0,PHOTO#QUALITY,positive
52:7,52:7:0,PHOTO#QUALITY,negative
53:10,53:10:0,CAMERA#OPERATION_PERFORMANCE,positive
53:11,53:11:0,SOFTWARE#DESIGN_FEATURES,positive
53:12,53:12:0,DISPLAY#OPERATION_PERFORMANCE,positive
53:13,53:13:0,PHOTO#QUALITY,positive
53:16,53:16:0,DISPLAY#QUALITY,negative
53:18,53:18:0,DISPLAY#OPERATION_PERFORMANCE,positive
53:24,53:24:0,FOCUS#OPERATION_PERFORMANCE,positive
53:35,53:35:0,PHOTO#QUALITY,negative
53:39,53:39:0,CAMERA#OPERATION_PERFORMANCE,positive
53:42,53:42:0,LENS#OPERATION_PERFORMANCE,positive
53:43,53:43:0,PHOTO#QUALITY,positive
53:46,53:46:0,CAMERA#PORTABILITY,negative
53:47,53:47:0,CAMERA#PORTABILITY,negative
53:48,53:48:0,LENS#PORTABILITY,negative
53:54,53:54:0,LENS#DESIGN_FEATURES,positive
53:59,53:59:0,PHOTO#QUALITY,positive
53:60,53:60:0,PHOTO#QUALITY,positive
53:61,53:61:0,PHOTO#QUALITY,positive
53:63,53:63:0,FOCUS#OPERATION_PERFORMANCE,negative
54:34,54:34:0,CAMERA#QUALITY,negative
54:35,54:35:0,CAMERA#OPERATION_PERFORMANCE,negative
54:36,54:36:0,CAMERA#QUALITY,negative
54:37,54:37:0,PHOTO#QUALITY,negative
54:58,54:58:0,CAMERA#QUALITY,positive
54:61,54:61:0,CAMERA#OPERATION_PERFORMANCE,positive
54:62,54:62:0,CAMERA#OPERATION_PERFORMANCE,positive
54:64,54:64:0,HARDWARE#OPERATION_PERFORMANCE,positive
54:67,54:67:0,HARDWARE#QUALITY,positive
54:68,54:68:0,FOCUS#OPERATION_PERFORMANCE,positive
54:70,54:70:0,FOCUS#OPERATION_PERFORMANCE,positive
54:71,54:71:0,FOCUS#OPERATION_PERFORMANCE,positive
54:72,54:72:0,CAMERA#OPERATION_PERFORMANCE,positive
54:73,54:73:0,PHOTO#QUALITY,negative
54:74,54:74:0,PHOTO#QUALITY,negative
54:75,54:75:0,DISPLAY#QUALITY,negative
54:76,54:76:0,HARDWARE#OPERATION_PERFORMANCE,positive
54:77,54:77:0,HARDWARE#OPERATION_PERFORMANCE,positive
54:78,54:78:0,HARDWARE#USABILITY,positive
54:80,54:80:0,HARDWARE#OPERATION_PERFORMANCE,positive
54:84,54:84:0,CAMERA#PRICE,positive
54:85,54:85:0,PHOTO#QUALITY,positive
54:86,54:86:0,PHOTO#QUALITY,positive
54:90,54:90:0,HARDWARE#OPERATION_PERFORMANCE,negative
54:92,54:92:0,MULTIMEDIA_DEVICES#CONNECTIVITY,positive
55:3,55:3:0,CAMERA#OPERATION_PERFORMANCE,positive
55:6,55:6:0,CAMERA#OPERATION_PERFORMANCE,positive
55:15,55:15:0,PHOTO#QUALITY,positive
55:26,55:26:0,HARDWARE#OPERATION_PERFORMANCE,negative
55:28,55:28:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
55:31,55:31:0,PHOTO#QUALITY,positive
55:32,55:32:0,FOCUS#OPERATION_PERFORMANCE,positive
55:39,55:39:0,FOCUS#OPERATION_PERFORMANCE,positive
55:41,55:41:0,CAMERA#OPERATION_PERFORMANCE,positive
56:7,56:7:0,PHOTO#QUALITY,positive
56:8,56:8:0,PHOTO#QUALITY,negative
56:9,56:9:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
56:15,56:15:0,CAMERA#QUALITY,positive
56:20,56:20:0,MULTIMEDIA_DEVICES#USABILITY,positive
56:21,56:21:0,CAMERA#OPERATION_PERFORMANCE,positive
57:3,57:3:0,PHOTO#QUALITY,positive
57:8,57:8:0,PHOTO#QUALITY,positive
57:10,57:10:0,FOCUS#OPERATION_PERFORMANCE,positive
57:11,57:11:0,CAMERA#PORTABILITY,positive
57:12,57:12:0,CAMERA#PORTABILITY,positive
57:18,57:18:0,CAMERA#PORTABILITY,negative
57:21,57:21:0,KEYBOARD#OPERATION_PERFORMANCE,negative
57:22,57:22:0,CAMERA#OPERATION_PERFORMANCE,negative
57:24,57:24:0,CAMERA#DESIGN_FEATURES,negative
58:4,58:4:0,CAMERA#QUALITY,positive
58:5,58:5:0,CAMERA#QUALITY,positive
58:6,58:6:0,CAMERA#QUALITY,positive
58:10,58:10:0,OS#OPERATION_PERFORMANCE,negative
58:11,58:11:0,BATTERY#USABILITY,positive
58:12,58:12:0,OS#OPERATION_PERFORMANCE,positive
58:14,58:14:0,SOFTWARE#USABILITY,positive
58:15,58:15:0,FOCUS#OPERATION_PERFORMANCE,positive
58:18,58:18:0,PHOTO#QUALITY,positive
58:19,58:19:0,PHOTO#QUALITY,positive
58:23,58:23:0,PHOTO#QUALITY,positive
58:24,58:24:0,CAMERA#DESIGN_FEATURES,positive
58:26,58:26:0,LENS#OPERATION_PERFORMANCE,positive
58:27,58:27:0,CAMERA#PRICE,positive
58:28,58:28:0,CAMERA#USABILITY,positive
59:6,59:6:0,OS#OPERATION_PERFORMANCE,negative
59:7,59:7:0,OS#OPERATION_PERFORMANCE,negative
59:14,59:14:0,HARDWARE#OPERATION_PERFORMANCE,negative
60:1,60:1:0,PHOTO#QUALITY,positive
60:2,60:2:0,OS#OPERATION_PERFORMANCE,negative
60:5,60:5:0,CAMERA#OPERATION_PERFORMANCE,positive
60:6,60:6:0,PHOTO#QUALITY,positive
61:3,61:3:0,FOCUS#OPERATION_PERFORMANCE,negative
61:4,61:4:0,PHOTO#QUALITY,negative
61:5,61:5:0,LENS#OPERATION_PERFORMANCE,negative
61:10,61:10:0,CAMERA#DESIGN_FEATURES,negative
61:11,61:11:0,PHOTO#QUALITY,negative
61:14,61:14:0,PHOTO#QUALITY,positive
61:17,61:17:0,PHOTO#QUALITY,negative
61:19,61:19:0,PHOTO#QUALITY,positive
61:22,61:22:0,CAMERA#QUALITY,negative
62:4,62:4:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative
62:18,62:18:0,CAMERA#QUALITY,positive
62:19,62:19:0,CAMERA#QUALITY,positive
62:20,62:20:0,CAMERA#PORTABILITY,positive
63:15,63:15:0,CAMERA#QUALITY,positive
63:17,63:17:0,HARDWARE#OPERATION_PERFORMANCE,positive
63:19,63:19:0,CAMERA#QUALITY,positive
63:22,63:22:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
63:26,63:26:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
63:28,63:28:0,CAMERA#OPERATION_PERFORMANCE,positive
63:31,63:31:0,CAMERA#OPERATION_PERFORMANCE,positive
63:47,63:47:0,OS#GENERAL,positive
64:4,64:4:0,PHOTO#QUALITY,negative
64:5,64:5:0,HARDWARE#OPERATION_PERFORMANCE,positive
64:6,64:6:0,PHOTO#QUALITY,negative
64:7,64:7:0,PHOTO#QUALITY,negative
64:10,64:10:0,PHOTO#QUALITY,negative
64:13,64:13:0,PHOTO#QUALITY,positive
64:15,64:15:0,CAMERA#QUALITY,negative
64:16,64:16:0,PHOTO#QUALITY,positive
64:17,64:17:0,FOCUS#OPERATION_PERFORMANCE,negative
64:18,64:18:0,CAMERA#OPERATION_PERFORMANCE,negative
64:22,64:22:0,OS#OPERATION_PERFORMANCE,negative
64:23,64:23:0,LENS#OPERATION_PERFORMANCE,positive
64:24,64:24:0,FOCUS#OPERATION_PERFORMANCE,negative
64:25,64:25:0,HARDWARE#OPERATION_PERFORMANCE,negative
64:27,64:27:0,OS#GENERAL,negative
64:28,64:28:0,HARDWARE#DESIGN_FEATURES,negative
65:1,65:1:0,PHOTO#QUALITY,positive
