sid,id,target,category,polarity,from,to
es_9reinas_42_EduardoCubero_2012-12-04:0,es_9reinas_42_EduardoCubero_2012-12-04:0:1,comida,FOOD#QUALITY,positive,94,100
es_9reinas_42_EduardoCubero_2012-12-04:1,es_9reinas_42_EduardoCubero_2012-12-04:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
es_9reinas_47_SandraMonica_2012-08-15:0,es_9reinas_47_SandraMonica_2012-08-15:0:0,restaurant,RESTAURANT#GENERAL,positive,8,18
es_9reinas_47_SandraMonica_2012-08-15:0,es_9reinas_47_SandraMonica_2012-08-15:0:1,comida,FOOD#PRICES,negative,57,63
es_9reinas_47_SandraMonica_2012-08-15:1,es_9reinas_47_SandraMonica_2012-08-15:1:0,tira de asado,FOOD#QUALITY,neutral,3,16
es_9reinas_47_SandraMonica_2012-08-15:2,es_9reinas_47_SandraMonica_2012-08-15:2:0,postres,FOOD#QUALITY,positive,13,20
es_9reinas_47_SandraMonica_2012-08-15:2,es_9reinas_47_SandraMonica_2012-08-15:2:1,matambre,FOOD#QUALITY,positive,26,34
es_9reinas_47_SandraMonica_2012-08-15:3,es_9reinas_47_SandraMonica_2012-08-15:3:0,iluminación,AMBIENCE#GENERAL,negative,21,32
es_9reinas_48_DamarisRodriguezPerez_2012-07-30:0,es_9reinas_48_DamarisRodriguezPerez_2012-07-30:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
es_9reinas_48_DamarisRodriguezPerez_2012-07-30:1,es_9reinas_48_DamarisRodriguezPerez_2012-07-30:1:0,sitio,AMBIENCE#GENERAL,positive,3,8
es_9reinas_48_DamarisRodriguezPerez_2012-07-30:1,es_9reinas_48_DamarisRodriguezPerez_2012-07-30:1:1,ambiente,AMBIENCE#GENERAL,positive,26,34
es_9reinas_48_DamarisRodriguezPerez_2012-07-30:2,es_9reinas_48_DamarisRodriguezPerez_2012-07-30:2:0,servicio,SERVICE#GENERAL,positive,3,11
es_9reinas_48_DamarisRodriguezPerez_2012-07-30:2,es_9reinas_48_DamarisRodriguezPerez_2012-07-30:2:1,comida,FOOD#QUALITY,positive,29,35
es_9reinas_49_AntonioBlancoLopez_2012-07-16:0,es_9reinas_49_AntonioBlancoLopez_2012-07-16:0:0,ensaladas,FOOD#QUALITY,positive,15,24
es_9reinas_49_AntonioBlancoLopez_2012-07-16:0,es_9reinas_49_AntonioBlancoLopez_2012-07-16:0:1,carne,FOOD#QUALITY,positive,30,35
es_9reinas_49_AntonioBlancoLopez_2012-07-16:1,es_9reinas_49_AntonioBlancoLopez_2012-07-16:1:0,comida,FOOD#STYLE_OPTIONS,positive,10,16
es_9reinas_49_AntonioBlancoLopez_2012-07-16:2,es_9reinas_49_AntonioBlancoLopez_2012-07-16:2:0,NULL,FOOD#QUALITY,positive,0,0
es_9reinas_50_Joan_2012-06-03:0,es_9reinas_50_Joan_2012-06-03:0:0,carnes,FOOD#QUALITY,positive,18,24
es_9reinas_50_Joan_2012-06-03:0,es_9reinas_50_Joan_2012-06-03:0:1,servicio,SERVICE#GENERAL,positive,71,79
es_9reinas_51_MiguelNunez_2011-12-23:0,es_9reinas_51_MiguelNunez_2011-12-23:0:0,carnes,FOOD#QUALITY,positive,22,28
es_9reinas_52_MarianCamps_2011-12-11:0,es_9reinas_52_MarianCamps_2011-12-11:0:0,comida,FOOD#QUALITY,positive,36,42
es_9reinas_52_MarianCamps_2011-12-11:0,es_9reinas_52_MarianCamps_2011-12-11:0:1,trato,SERVICE#GENERAL,positive,65,70
es_9reinas_52_MarianCamps_2011-12-11:1,es_9reinas_52_MarianCamps_2011-12-11:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
es_9reinas_52_MarianCamps_2011-12-11:2,es_9reinas_52_MarianCamps_2011-12-11:2:0,ellos,SERVICE#GENERAL,positive,32,37
es_9reinas_53_Adriana_2011-12-01:0,es_9reinas_53_Adriana_2011-12-01:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
es_9reinas_53_Adriana_2011-12-01:1,es_9reinas_53_Adriana_2011-12-01:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
es_9reinas_54_MartaColomer_2011-11-24:0,es_9reinas_54_MartaColomer_2011-11-24:0:0,restaurants,FOOD#QUALITY,positive,3,14
es_9reinas_54_MartaColomer_2011-11-24:0,es_9reinas_54_MartaColomer_2011-11-24:0:1,servicio,SERVICE#GENERAL,positive,44,52
es_9reinas_55_JoseMCazorlaMontero_2011-11-03:1,es_9reinas_55_JoseMCazorlaMontero_2011-11-03:1:0,carne,FOOD#QUALITY,negative,80,85
es_9reinas_55_JoseMCazorlaMontero_2011-11-03:2,es_9reinas_55_JoseMCazorlaMontero_2011-11-03:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
es_9reinas_56_Michael_2011-09-28:0,es_9reinas_56_Michael_2011-09-28:0:0,comida,FOOD#QUALITY,positive,17,23
es_9reinas_56_Michael_2011-09-28:0,es_9reinas_56_Michael_2011-09-28:0:1,servicio,SERVICE#GENERAL,positive,38,46
es_9reinas_56_Michael_2011-09-28:1,es_9reinas_56_Michael_2011-09-28:1:0,ambiente,AMBIENCE#GENERAL,positive,3,11
es_9reinas_56_Michael_2011-09-28:2,es_9reinas_56_Michael_2011-09-28:2:0,experiencia,RESTAURANT#GENERAL,positive,4,15
es_9reinas_58_NuriaCasas_2011-09-17:0,es_9reinas_58_NuriaCasas_2011-09-17:0:0,Comida,FOOD#QUALITY,positive,0,6
es_9reinas_58_NuriaCasas_2011-09-17:0,es_9reinas_58_NuriaCasas_2011-09-17:0:1,Servicio,SERVICE#GENERAL,positive,9,17
es_9reinas_5_MiroPietrov_2014-12-31:0,es_9reinas_5_MiroPietrov_2014-12-31:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
es_9reinas_61_JoseLuis_2011-07-09:0,es_9reinas_61_JoseLuis_2011-07-09:0:0,ambiente,AMBIENCE#GENERAL,positive,0,8
es_9reinas_61_JoseLuis_2011-07-09:0,es_9reinas_61_JoseLuis_2011-07-09:0:1,trato,SERVICE#GENERAL,positive,34,39
es_9reinas_61_JoseLuis_2011-07-09:0,es_9reinas_61_JoseLuis_2011-07-09:0:2,carnes,FOOD#QUALITY,positive,63,69
es_9reinas_61_JoseLuis_2011-07-09:1,es_9reinas_61_JoseLuis_2011-07-09:1:0,NULL,RESTAURANT#PRICES,neutral,0,0
es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0,es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0:0,carta,FOOD#STYLE_OPTIONS,positive,10,15
es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0,es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0:1,carnes,FOOD#QUALITY,positive,17,23
es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0,es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0:2,especialidades,FOOD#QUALITY,positive,36,50
es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0,es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0:3,ambiente,AMBIENCE#GENERAL,positive,63,71
es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0,es_9reinas_62_LuciaLinaresSilveria_2011-06-17:0:4,servicio,SERVICE#GENERAL,positive,81,89
es_9reinas_62_LuciaLinaresSilveria_2011-06-17:1,es_9reinas_62_LuciaLinaresSilveria_2011-06-17:1:0,NULL,FOOD#PRICES,positive,0,0
es_9reinas_62_LuciaLinaresSilveria_2011-06-17:1,es_9reinas_62_LuciaLinaresSilveria_2011-06-17:1:1,NULL,FOOD#QUALITY,positive,0,0
es_9reinas_63_JorgeCiollaro_2011-05-26:0,es_9reinas_63_JorgeCiollaro_2011-05-26:0:0,servicio,SERVICE#GENERAL,positive,5,13
es_9reinas_63_JorgeCiollaro_2011-05-26:0,es_9reinas_63_JorgeCiollaro_2011-05-26:0:1,ambiente,AMBIENCE#GENERAL,positive,15,23
es_9reinas_63_JorgeCiollaro_2011-05-26:0,es_9reinas_63_JorgeCiollaro_2011-05-26:0:2,comida,FOOD#QUALITY,positive,36,42
es_9reinas_64_Anonimo_2011-05-14:0,es_9reinas_64_Anonimo_2011-05-14:0:0,comida,FOOD#QUALITY,positive,3,9
es_9reinas_64_Anonimo_2011-05-14:0,es_9reinas_64_Anonimo_2011-05-14:0:1,local,AMBIENCE#GENERAL,neutral,28,33
es_9reinas_64_Anonimo_2011-05-14:1,es_9reinas_64_Anonimo_2011-05-14:1:0,ruido,AMBIENCE#GENERAL,negative,47,52
es_9reinas_64_Anonimo_2011-05-14:2,es_9reinas_64_Anonimo_2011-05-14:2:0,intimidad,AMBIENCE#GENERAL,negative,5,14
es_9reinas_64_Anonimo_2011-05-14:3,es_9reinas_64_Anonimo_2011-05-14:3:0,NULL,RESTAURANT#GENERAL,neutral,0,0
es_9reinas_67_Anonimo_2011-05-02:0,es_9reinas_67_Anonimo_2011-05-02:0:0,Local,AMBIENCE#GENERAL,positive,0,5
es_9reinas_67_Anonimo_2011-05-02:0,es_9reinas_67_Anonimo_2011-05-02:0:1,cocina,FOOD#QUALITY,positive,21,27
es_9reinas_67_Anonimo_2011-05-02:0,es_9reinas_67_Anonimo_2011-05-02:0:2,carta,FOOD#STYLE_OPTIONS,positive,75,80
es_9reinas_67_Anonimo_2011-05-02:0,es_9reinas_67_Anonimo_2011-05-02:0:3,carta,DRINKS#STYLE_OPTIONS,positive,75,80
es_9reinas_67_Anonimo_2011-05-02:0,es_9reinas_67_Anonimo_2011-05-02:0:4,NULL,RESTAURANT#PRICES,positive,0,0
es_9reinas_67_Anonimo_2011-05-02:1,es_9reinas_67_Anonimo_2011-05-02:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
es_9reinas_67_Anonimo_2011-05-02:2,es_9reinas_67_Anonimo_2011-05-02:2:0,jefe de sala,SERVICE#GENERAL,positive,41,53
es_9reinas_67_Anonimo_2011-05-02:2,es_9reinas_67_Anonimo_2011-05-02:2:1,resto del servicio,SERVICE#GENERAL,negative,125,143
es_9reinas_67_Anonimo_2011-05-02:3,es_9reinas_67_Anonimo_2011-05-02:3:0,local,AMBIENCE#GENERAL,positive,60,65
es_9reinas_67_Anonimo_2011-05-02:3,es_9reinas_67_Anonimo_2011-05-02:3:1,materia prima,FOOD#QUALITY,positive,67,80
es_9reinas_67_Anonimo_2011-05-02:3,es_9reinas_67_Anonimo_2011-05-02:3:2,camareros,SERVICE#GENERAL,negative,139,148
es_9reinas_67_Anonimo_2011-05-02:3,es_9reinas_67_Anonimo_2011-05-02:3:3,imagen,RESTAURANT#MISCELLANEOUS,positive,82,88
es_9reinas_67_Anonimo_2011-05-02:3,es_9reinas_67_Anonimo_2011-05-02:3:4,sitio web,RESTAURANT#MISCELLANEOUS,positive,90,99
es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:0,es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:0:0,lugar,AMBIENCE#GENERAL,positive,30,35
es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:0,es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:0:1,comida,FOOD#QUALITY,positive,56,62
es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:1,es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:1:0,carta,FOOD#STYLE_OPTIONS,positive,11,16
es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:2,es_9reinas_68_EstefaniaMartinezCumplido_2011-03-24:2:0,Solomillo del Chef,FOOD#QUALITY,positive,51,69
es_barceloneta_0_Jesus_2015-09-07:0,es_barceloneta_0_Jesus_2015-09-07:0:0,productos,FOOD#QUALITY,positive,14,23
es_barceloneta_0_Jesus_2015-09-07:0,es_barceloneta_0_Jesus_2015-09-07:0:1,productos,FOOD#PRICES,negative,14,23
es_barceloneta_101_Marc_2010-09-16:0,es_barceloneta_101_Marc_2010-09-16:0:0,restaurante,RESTAURANT#GENERAL,positive,38,49
es_barceloneta_101_Marc_2010-09-16:1,es_barceloneta_101_Marc_2010-09-16:1:0,NULL,FOOD#QUALITY,positive,0,0
es_barceloneta_101_Marc_2010-09-16:1,es_barceloneta_101_Marc_2010-09-16:1:1,NULL,SERVICE#GENERAL,positive,0,0
es_barceloneta_101_Marc_2010-09-16:2,es_barceloneta_101_Marc_2010-09-16:2:0,gambas,FOOD#QUALITY,positive,4,10
es_barceloneta_101_Marc_2010-09-16:3,es_barceloneta_101_Marc_2010-09-16:3:0,NULL,AMBIENCE#GENERAL,positive,0,0
es_barceloneta_101_Marc_2010-09-16:4,es_barceloneta_101_Marc_2010-09-16:4:0,NULL,AMBIENCE#GENERAL,positive,0,0
es_barceloneta_101_Marc_2010-09-16:4,es_barceloneta_101_Marc_2010-09-16:4:1,vistas,AMBIENCE#GENERAL,positive,25,31
es_barceloneta_102_Joan_2010-05-15:0,es_barceloneta_102_Joan_2010-05-15:0:0,comida,FOOD#QUALITY,neutral,6,12
es_barceloneta_102_Joan_2010-05-15:0,es_barceloneta_102_Joan_2010-05-15:0:1,mesas,AMBIENCE#GENERAL,negative,47,52
es_barceloneta_102_Joan_2010-05-15:0,es_barceloneta_102_Joan_2010-05-15:0:2,servicio,SERVICE#GENERAL,negative,66,74
es_barceloneta_102_Joan_2010-05-15:0,es_barceloneta_102_Joan_2010-05-15:0:3,precio,RESTAURANT#PRICES,negative,134,140
es_barceloneta_104_Vanesa_2010-03-04:1,es_barceloneta_104_Vanesa_2010-03-04:1:0,comida,FOOD#QUALITY,positive,3,9
es_barceloneta_104_Vanesa_2010-03-04:2,es_barceloneta_104_Vanesa_2010-03-04:2:0,servicio,SERVICE#GENERAL,negative,25,33
es_barceloneta_105_Fer_2009-12-04:0,es_barceloneta_105_Fer_2009-12-04:0:0,camarero,SERVICE#GENERAL,negative,78,86
es_barceloneta_105_Fer_2009-12-04:0,es_barceloneta_105_Fer_2009-12-04:0:1,ostras,FOOD#QUALITY,negative,33,39
es_barceloneta_105_Fer_2009-12-04:0,es_barceloneta_105_Fer_2009-12-04:0:2,NULL,RESTAURANT#GENERAL,negative,0,0
es_barceloneta_107_Pedro_2009-07-29:1,es_barceloneta_107_Pedro_2009-07-29:1:0,personal,SERVICE#GENERAL,negative,36,44
es_barceloneta_107_Pedro_2009-07-29:2,es_barceloneta_107_Pedro_2009-07-29:2:0,camareros,SERVICE#GENERAL,negative,78,87
es_barceloneta_107_Pedro_2009-07-29:3,es_barceloneta_107_Pedro_2009-07-29:3:0,Cubiertos,SERVICE#GENERAL,negative,0,9
es_barceloneta_107_Pedro_2009-07-29:4,es_barceloneta_107_Pedro_2009-07-29:4:0,Platos,SERVICE#GENERAL,negative,0,6
es_barceloneta_107_Pedro_2009-07-29:5,es_barceloneta_107_Pedro_2009-07-29:5:0,servicio,SERVICE#GENERAL,negative,3,11
es_barceloneta_107_Pedro_2009-07-29:6,es_barceloneta_107_Pedro_2009-07-29:6:0,comida,FOOD#QUALITY,positive,3,9
es_barceloneta_107_Pedro_2009-07-29:6,es_barceloneta_107_Pedro_2009-07-29:6:1,comida,FOOD#PRICES,negative,3,9
es_barceloneta_107_Pedro_2009-07-29:7,es_barceloneta_107_Pedro_2009-07-29:7:0,NULL,RESTAURANT#GENERAL,negative,0,0
es_barceloneta_108_Pol_2009-07-24:0,es_barceloneta_108_Pol_2009-07-24:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
es_barceloneta_108_Pol_2009-07-24:0,es_barceloneta_108_Pol_2009-07-24:0:1,terraza,AMBIENCE#GENERAL,positive,96,103
es_barceloneta_108_Pol_2009-07-24:0,es_barceloneta_108_Pol_2009-07-24:0:2,comida,FOOD#QUALITY,positive,75,81
es_barceloneta_108_Pol_2009-07-24:0,es_barceloneta_108_Pol_2009-07-24:0:3,servicio,SERVICE#GENERAL,negative,48,56
es_barceloneta_108_Pol_2009-07-24:1,es_barceloneta_108_Pol_2009-07-24:1:0,paella,FOOD#QUALITY,negative,64,70
es_barceloneta_108_Pol_2009-07-24:2,es_barceloneta_108_Pol_2009-07-24:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
es_barceloneta_109_Miguel_2009-06-11:0,es_barceloneta_109_Miguel_2009-06-11:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
