sid,id,target,category,polarity,from,to
g1582538-d3877732-r250915172:5,g1582538-d3877732-r250915172:5:0,équipe,SERVICE#GENERAL,positive,5,11
g1582538-d3877732-r250915172:6,g1582538-d3877732-r250915172:6:0,terrasse,AMBIENCE#GENERAL,positive,26,34
g1833139-d7211477-r282922737:0,g1833139-d7211477-r282922737:0:0,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
g1833139-d7211477-r282922737:0,g1833139-d7211477-r282922737:0:1,cuisine,FOOD#QUALITY,positive,53,60
g1833139-d7211477-r282922737:0,g1833139-d7211477-r282922737:0:2,endroit,AMBIENCE#GENERAL,positive,76,83
g1833139-d7211477-r282922737:0,g1833139-d7211477-r282922737:0:3,tartare,FOOD#QUALITY,positive,99,106
g1833139-d7211477-r282922737:0,g1833139-d7211477-r282922737:0:4,frites,FOOD#QUALITY,positive,127,133
g1833139-d7211477-r282922737:0,g1833139-d7211477-r282922737:0:5,NULL,FOOD#PRICES,positive,0,0
g1833139-d7211477-r282922737:0,g1833139-d7211477-r282922737:0:6,frites,FOOD#STYLE_OPTIONS,positive,127,133
g1833139-d7211477-r282922737:1,g1833139-d7211477-r282922737:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187073-d1328515-r282975754:0,g187073-d1328515-r282975754:0:0,attentes,SERVICE#GENERAL,negative,10,18
g187073-d1328515-r282975754:0,g187073-d1328515-r282975754:0:1,service,SERVICE#GENERAL,negative,33,40
g187073-d1328515-r282975754:0,g187073-d1328515-r282975754:0:2,patronne,SERVICE#GENERAL,negative,44,52
g187073-d1328515-r282975754:1,g187073-d1328515-r282975754:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187073-d1328515-r282975754:2,g187073-d1328515-r282975754:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187073-d2234111-r233672137:0,g187073-d2234111-r233672137:0:0,terrasse au bord de l'eau,AMBIENCE#GENERAL,positive,33,58
g187073-d2234111-r233672137:0,g187073-d2234111-r233672137:0:1,endroit,LOCATION#GENERAL,positive,62,69
g187073-d2234111-r233672137:1,g187073-d2234111-r233672137:1:0,accueil,SERVICE#GENERAL,negative,43,50
g187073-d2234111-r233672137:2,g187073-d2234111-r233672137:2:0,NULL,SERVICE#GENERAL,negative,0,0
g187073-d2234111-r233672137:3,g187073-d2234111-r233672137:3:0,repas,FOOD#STYLE_OPTIONS,positive,11,16
g187073-d2234111-r233672137:3,g187073-d2234111-r233672137:3:1,repas,FOOD#QUALITY,positive,11,16
g187073-d2234111-r233672137:3,g187073-d2234111-r233672137:3:2,lieu,RESTAURANT#GENERAL,negative,88,92
g187073-d2234111-r233672137:5,g187073-d2234111-r233672137:5:0,NULL,SERVICE#GENERAL,positive,0,0
g187073-d2346663-r285268023:0,g187073-d2346663-r285268023:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187073-d2346663-r285268023:1,g187073-d2346663-r285268023:1:0,service,SERVICE#GENERAL,negative,3,10
g187073-d2346663-r285268023:1,g187073-d2346663-r285268023:1:1,plats,FOOD#QUALITY,negative,26,31
g187073-d2346663-r285268023:1,g187073-d2346663-r285268023:1:2,NULL,RESTAURANT#PRICES,negative,0,0
g187073-d2346663-r285268023:1,g187073-d2346663-r285268023:1:3,plats,FOOD#STYLE_OPTIONS,negative,26,31
g187073-d2705770-r280684337:0,g187073-d2705770-r280684337:0:0,restaurant,RESTAURANT#GENERAL,positive,59,69
g187073-d2705770-r280684337:1,g187073-d2705770-r280684337:1:0,cuisine,FOOD#QUALITY,positive,3,10
g187073-d2705770-r280684337:1,g187073-d2705770-r280684337:1:1,cuisine,FOOD#STYLE_OPTIONS,positive,3,10
g187073-d2705770-r280684337:1,g187073-d2705770-r280684337:1:2,service,SERVICE#GENERAL,positive,54,61
g187073-d2705770-r280684337:2,g187073-d2705770-r280684337:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187073-d2705770-r280684337:3,g187073-d2705770-r280684337:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187073-d6353467-r248081497:0,g187073-d6353467-r248081497:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187073-d6353467-r248081497:1,g187073-d6353467-r248081497:1:0,établissement,AMBIENCE#GENERAL,positive,16,29
g187073-d6353467-r248081497:1,g187073-d6353467-r248081497:1:1,serveurs,SERVICE#GENERAL,positive,37,45
g187073-d6353467-r248081497:2,g187073-d6353467-r248081497:2:0,NULL,SERVICE#GENERAL,positive,0,0
g187073-d6353467-r248081497:3,g187073-d6353467-r248081497:3:0,nourriture,FOOD#QUALITY,positive,3,13
g187073-d6353467-r248081497:3,g187073-d6353467-r248081497:3:1,vin,DRINKS#QUALITY,positive,20,23
g187073-d6353467-r248081497:4,g187073-d6353467-r248081497:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187075-d1324447-r268262547:0,g187075-d1324447-r268262547:0:0,Accueil,SERVICE#GENERAL,negative,0,7
g187075-d1324447-r268262547:1,g187075-d1324447-r268262547:1:0,Attente,SERVICE#GENERAL,negative,0,7
g187075-d1324447-r268262547:2,g187075-d1324447-r268262547:2:0,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
g187075-d1324447-r268262547:3,g187075-d1324447-r268262547:3:0,personnel,SERVICE#GENERAL,negative,17,26
g187075-d1324447-r268262547:5,g187075-d1324447-r268262547:5:0,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
g187075-d1324447-r268262547:7,g187075-d1324447-r268262547:7:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187075-d2494303-r273809197:2,g187075-d2494303-r273809197:2:0,NULL,FOOD#QUALITY,positive,0,0
g187075-d2494303-r273809197:2,g187075-d2494303-r273809197:2:1,NULL,FOOD#PRICES,positive,0,0
g187075-d2494303-r273809197:3,g187075-d2494303-r273809197:3:0,accueil,SERVICE#GENERAL,positive,2,9
g187075-d2494303-r273809197:3,g187075-d2494303-r273809197:3:1,NULL,SERVICE#GENERAL,positive,0,0
g187075-d2494303-r273809197:4,g187075-d2494303-r273809197:4:0,plat du jour.,FOOD#QUALITY,positive,79,92
g187075-d2494303-r273809197:4,g187075-d2494303-r273809197:4:1,cuisine,FOOD#QUALITY,positive,20,27
g187075-d2494303-r273809197:5,g187075-d2494303-r273809197:5:0,cadre,AMBIENCE#GENERAL,positive,3,8
g187075-d2494303-r273809197:5,g187075-d2494303-r273809197:5:1,maison à colombage,AMBIENCE#GENERAL,positive,63,81
g187075-d2494303-r273809197:5,g187075-d2494303-r273809197:5:2,NULL,RESTAURANT#GENERAL,positive,0,0
g187075-d3489527-r254992608:0,g187075-d3489527-r254992608:0:0,décor,AMBIENCE#GENERAL,positive,20,25
g187075-d3489527-r254992608:1,g187075-d3489527-r254992608:1:0,accueil,SERVICE#GENERAL,negative,2,9
g187075-d3489527-r254992608:1,g187075-d3489527-r254992608:1:1,service,SERVICE#GENERAL,negative,39,46
g187075-d3489527-r254992608:2,g187075-d3489527-r254992608:2:0,menus,FOOD#STYLE_OPTIONS,negative,15,20
g187075-d3489527-r254992608:2,g187075-d3489527-r254992608:2:1,hoummous,FOOD#QUALITY,positive,102,110
g187075-d3489527-r254992608:2,g187075-d3489527-r254992608:2:2,taboulé,FOOD#QUALITY,positive,112,119
g187075-d3489527-r254992608:2,g187075-d3489527-r254992608:2:3,purée d'aubergine,FOOD#QUALITY,negative,174,191
g187075-d3489527-r254992608:2,g187075-d3489527-r254992608:2:4,boulettes,FOOD#QUALITY,negative,210,219
g187075-d3489527-r254992608:3,g187075-d3489527-r254992608:3:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
g187075-d3489527-r254992608:3,g187075-d3489527-r254992608:3:1,NULL,RESTAURANT#PRICES,negative,0,0
g187075-d3489527-r254992608:4,g187075-d3489527-r254992608:4:0,carte des vins,DRINKS#STYLE_OPTIONS,positive,32,46
g187075-d3489527-r254992608:4,g187075-d3489527-r254992608:4:1,restaurateur,SERVICE#GENERAL,positive,73,85
g187075-d3489527-r254992608:5,g187075-d3489527-r254992608:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187075-d3489527-r254992608:5,g187075-d3489527-r254992608:5:1,NULL,FOOD#QUALITY,negative,0,0
g187077-d2250282-r285122402:0,g187077-d2250282-r285122402:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187077-d2250282-r285122402:1,g187077-d2250282-r285122402:1:0,restaurant,RESTAURANT#GENERAL,positive,10,20
g187077-d2250282-r285122402:1,g187077-d2250282-r285122402:1:1,service,SERVICE#GENERAL,positive,44,51
g187077-d2250282-r285122402:1,g187077-d2250282-r285122402:1:2,patronne,SERVICE#GENERAL,positive,55,63
g187077-d2250282-r285122402:1,g187077-d2250282-r285122402:1:3,plats,FOOD#QUALITY,positive,82,87
g187077-d2250282-r285122402:1,g187077-d2250282-r285122402:1:4,vin,DRINKS#QUALITY,positive,102,105
g187077-d2250282-r285122402:2,g187077-d2250282-r285122402:2:0,restaurants,RESTAURANT#GENERAL,positive,102,113
g187077-d3912314-r240787952:0,g187077-d3912314-r240787952:0:0,décoration,AMBIENCE#GENERAL,neutral,19,29
g187077-d3912314-r240787952:1,g187077-d3912314-r240787952:1:0,vins,DRINKS#QUALITY,neutral,4,8
g187077-d3912314-r240787952:1,g187077-d3912314-r240787952:1:1,tapas,FOOD#QUALITY,positive,43,48
g187077-d3912314-r240787952:1,g187077-d3912314-r240787952:1:2,tapas,FOOD#STYLE_OPTIONS,negative,43,48
g187077-d3912314-r240787952:1,g187077-d3912314-r240787952:1:3,personnel,SERVICE#GENERAL,positive,105,114
g187077-d3984325-r265548233:1,g187077-d3984325-r265548233:1:0,déco,AMBIENCE#GENERAL,negative,3,7
g187077-d3984325-r265548233:1,g187077-d3984325-r265548233:1:1,accueil,SERVICE#GENERAL,positive,38,45
g187077-d3984325-r265548233:1,g187077-d3984325-r265548233:1:2,NULL,SERVICE#GENERAL,positive,0,0
g187077-d3984325-r265548233:2,g187077-d3984325-r265548233:2:0,plats,FOOD#QUALITY,neutral,4,9
g187077-d3984325-r265548233:2,g187077-d3984325-r265548233:2:1,plats,FOOD#STYLE_OPTIONS,neutral,4,9
g187077-d3984325-r265548233:2,g187077-d3984325-r265548233:2:2,plats,FOOD#PRICES,neutral,4,9
g187077-d3984325-r265548233:2,g187077-d3984325-r265548233:2:3,ambiance musicale,AMBIENCE#GENERAL,neutral,85,102
g187077-d3984325-r265548233:3,g187077-d3984325-r265548233:3:0,lieu,RESTAURANT#GENERAL,positive,27,31
g187079-d3590623-r272464202:0,g187079-d3590623-r272464202:0:0,Viande de boeuf,FOOD#QUALITY,negative,0,15
g187079-d3590623-r272464202:0,g187079-d3590623-r272464202:0:1,frites,FOOD#QUALITY,negative,35,41
g187079-d3590623-r272464202:1,g187079-d3590623-r272464202:1:0,Service,SERVICE#GENERAL,negative,0,7
g187079-d3590623-r272464202:3,g187079-d3590623-r272464202:3:0,NULL,FOOD#QUALITY,negative,0,0
g187079-d3724139-r275447636:0,g187079-d3724139-r275447636:0:0,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
g187079-d3724139-r275447636:1,g187079-d3724139-r275447636:1:0,viande,FOOD#QUALITY,negative,9,15
g187079-d3724139-r275447636:1,g187079-d3724139-r275447636:1:1,frites,FOOD#QUALITY,negative,29,35
g187079-d3724139-r275447636:1,g187079-d3724139-r275447636:1:2,NULL,FOOD#QUALITY,negative,0,0
g187079-d3724139-r275447636:2,g187079-d3724139-r275447636:2:0,NULL,RESTAURANT#PRICES,negative,0,0
g187079-d3724139-r275447636:2,g187079-d3724139-r275447636:2:1,NULL,FOOD#STYLE_OPTIONS,negative,0,0
g187079-d3724139-r275447636:2,g187079-d3724139-r275447636:2:2,NULL,RESTAURANT#GENERAL,negative,0,0
g187079-d817721-r260340034:0,g187079-d817721-r260340034:0:0,carte,FOOD#STYLE_OPTIONS,positive,3,8
g187079-d817721-r260340034:0,g187079-d817721-r260340034:0:1,produits,FOOD#QUALITY,positive,44,52
g187079-d817721-r260340034:0,g187079-d817721-r260340034:0:2,NULL,RESTAURANT#PRICES,negative,0,0
g187079-d817721-r260340034:0,g187079-d817721-r260340034:0:3,NULL,RESTAURANT#GENERAL,negative,0,0
g187079-d817721-r260340034:1,g187079-d817721-r260340034:1:0,accueil,SERVICE#GENERAL,negative,11,18
g187079-d817721-r260340034:1,g187079-d817721-r260340034:1:1,service,SERVICE#GENERAL,negative,50,57
g187079-d817721-r260340034:2,g187079-d817721-r260340034:2:0,plats,FOOD#QUALITY,positive,4,9
g187079-d817721-r260340034:2,g187079-d817721-r260340034:2:1,vins,DRINKS#PRICES,negative,73,77
g187079-d817721-r260340034:2,g187079-d817721-r260340034:2:2,NULL,RESTAURANT#PRICES,negative,0,0
g187079-d817721-r260340034:2,g187079-d817721-r260340034:2:3,ambiance,AMBIENCE#GENERAL,positive,243,251
g187079-d817721-r260340034:2,g187079-d817721-r260340034:2:4,musique,AMBIENCE#GENERAL,negative,305,312
g187079-d817721-r260340034:2,g187079-d817721-r260340034:2:5,plats,FOOD#STYLE_OPTIONS,positive,4,9
g187079-d817721-r280565787:0,g187079-d817721-r280565787:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187079-d817721-r280565787:1,g187079-d817721-r280565787:1:0,cave à fromage,FOOD#STYLE_OPTIONS,positive,53,67
g187079-d817721-r280565787:1,g187079-d817721-r280565787:1:1,NULL,FOOD#PRICES,positive,0,0
g187079-d817721-r280565787:2,g187079-d817721-r280565787:2:0,salade aux noix,FOOD#QUALITY,positive,25,40
g187079-d817721-r280565787:2,g187079-d817721-r280565787:2:1,service,SERVICE#GENERAL,positive,97,104
g187079-d817721-r280565787:2,g187079-d817721-r280565787:2:2,NULL,RESTAURANT#GENERAL,positive,0,0
g187079-d817721-r280565787:2,g187079-d817721-r280565787:2:3,NULL,FOOD#STYLE_OPTIONS,positive,0,0
g187079-d817721-r280565787:3,g187079-d817721-r280565787:3:0,plats,FOOD#STYLE_OPTIONS,neutral,26,31
g187079-d817721-r280565787:4,g187079-d817721-r280565787:4:0,cave à vin,DRINKS#QUALITY,positive,11,21
g187079-d817721-r280565787:5,g187079-d817721-r280565787:5:0,resto,RESTAURANT#GENERAL,positive,14,19
g187087-d1054346-r272330658:0,g187087-d1054346-r272330658:0:0,restaurant,RESTAURANT#GENERAL,positive,3,13
g187087-d1054346-r272330658:0,g187087-d1054346-r272330658:0:1,réception,SERVICE#GENERAL,positive,56,65
g187087-d1054346-r272330658:1,g187087-d1054346-r272330658:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187087-d1068283-r209933922:0,g187087-d1068283-r209933922:0:0,plats,FOOD#QUALITY,positive,92,97
g187087-d1068283-r209933922:0,g187087-d1068283-r209933922:0:1,NULL,RESTAURANT#GENERAL,positive,0,0
g187087-d3727373-r237692994:1,g187087-d3727373-r237692994:1:0,NULL,SERVICE#GENERAL,negative,0,0
g187087-d3727373-r237692994:2,g187087-d3727373-r237692994:2:0,NULL,SERVICE#GENERAL,negative,0,0
g187087-d3727373-r237692994:3,g187087-d3727373-r237692994:3:0,NULL,SERVICE#GENERAL,negative,0,0
g187087-d3727373-r237692994:4,g187087-d3727373-r237692994:4:0,Pain,FOOD#QUALITY,negative,0,4
g187087-d3727373-r237692994:4,g187087-d3727373-r237692994:4:1,serveuse,SERVICE#GENERAL,negative,57,65
g187087-d3727373-r237692994:5,g187087-d3727373-r237692994:5:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187091-d1325827-r240732814:1,g187091-d1325827-r240732814:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187091-d1325827-r240732814:2,g187091-d1325827-r240732814:2:0,Salle,AMBIENCE#GENERAL,negative,0,5
g187091-d1325827-r240732814:3,g187091-d1325827-r240732814:3:0,Serveuse,SERVICE#GENERAL,negative,0,8
g187091-d1325827-r240732814:4,g187091-d1325827-r240732814:4:0,Repas,FOOD#QUALITY,negative,0,5
g187091-d1325827-r240732814:4,g187091-d1325827-r240732814:4:1,Repas,FOOD#STYLE_OPTIONS,negative,0,5
g187091-d1325827-r240732814:4,g187091-d1325827-r240732814:4:2,serveuse,SERVICE#GENERAL,negative,81,89
g187091-d1325827-r240732814:5,g187091-d1325827-r240732814:5:0,Repas,FOOD#STYLE_OPTIONS,negative,0,5
g187091-d1325827-r240732814:6,g187091-d1325827-r240732814:6:0,NULL,FOOD#QUALITY,negative,0,0
g187091-d1327273-r194284231:0,g187091-d1327273-r194284231:0:0,Service,SERVICE#GENERAL,negative,0,7
g187091-d1327273-r194284231:0,g187091-d1327273-r194284231:0:1,patronne,SERVICE#GENERAL,negative,27,35
g187091-d1327273-r194284231:0,g187091-d1327273-r194284231:0:2,NULL,SERVICE#GENERAL,negative,0,0
g187091-d1327273-r194284231:0,g187091-d1327273-r194284231:0:3,NULL,AMBIENCE#GENERAL,negative,0,0
g187091-d1327273-r194284231:1,g187091-d1327273-r194284231:1:0,service,SERVICE#GENERAL,negative,85,92
g187091-d1327273-r194284231:1,g187091-d1327273-r194284231:1:1,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
g187091-d1327273-r194284231:2,g187091-d1327273-r194284231:2:0,plats,FOOD#QUALITY,positive,13,18
g187091-d1327273-r194284231:2,g187091-d1327273-r194284231:2:1,déco,AMBIENCE#GENERAL,positive,35,39
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:0,Menu,FOOD#PRICES,positive,0,4
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:1,Menu,FOOD#QUALITY,positive,0,4
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:2,produits,FOOD#QUALITY,positive,47,55
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:3,assiettes,FOOD#STYLE_OPTIONS,positive,94,103
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:4,service,SERVICE#GENERAL,positive,108,115
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:5,restaurant,RESTAURANT#GENERAL,negative,179,189
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:6,NULL,RESTAURANT#MISCELLANEOUS,negative,0,0
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:7,accueil,SERVICE#GENERAL,negative,263,270
g187091-d2221132-r263477843:2,g187091-d2221132-r263477843:2:8,vins,DRINKS#STYLE_OPTIONS,negative,284,288
g187091-d3464501-r235318144:0,g187091-d3464501-r235318144:0:0,restau,RESTAURANT#GENERAL,positive,6,12
g187091-d3464501-r235318144:1,g187091-d3464501-r235318144:1:0,Produits,FOOD#QUALITY,positive,0,8
g187091-d3464501-r235318144:1,g187091-d3464501-r235318144:1:1,plats,FOOD#QUALITY,positive,16,21
g187091-d3464501-r235318144:1,g187091-d3464501-r235318144:1:2,menu,FOOD#STYLE_OPTIONS,neutral,58,62
g187091-d3464501-r235318144:1,g187091-d3464501-r235318144:1:3,plats,FOOD#QUALITY,positive,75,80
g187091-d3464501-r235318144:2,g187091-d3464501-r235318144:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187091-d5025303-r276491720:0,g187091-d5025303-r276491720:0:0,adresse,RESTAURANT#MISCELLANEOUS,positive,13,20
g187091-d5025303-r276491720:0,g187091-d5025303-r276491720:0:1,entrecôte,FOOD#QUALITY,positive,65,74
g187091-d5025303-r276491720:0,g187091-d5025303-r276491720:0:2,sauce,FOOD#QUALITY,positive,105,110
g187091-d5025303-r276491720:0,g187091-d5025303-r276491720:0:3,vin,DRINKS#QUALITY,positive,148,151
g187091-d5025303-r276491720:1,g187091-d5025303-r276491720:1:0,adresse,RESTAURANT#GENERAL,positive,40,47
g187095-d1872852-r270870454:0,g187095-d1872852-r270870454:0:0,NULL,RESTAURANT#GENERAL,positive,0,0
g187095-d1872852-r270870454:1,g187095-d1872852-r270870454:1:0,NULL,SERVICE#GENERAL,positive,0,0
g187095-d1872852-r270870454:1,g187095-d1872852-r270870454:1:1,service,SERVICE#GENERAL,positive,11,18
g187095-d1872852-r270870454:2,g187095-d1872852-r270870454:2:0,cassoulet breton,FOOD#QUALITY,positive,59,75
g187095-d1872852-r270870454:2,g187095-d1872852-r270870454:2:1,plats,FOOD#QUALITY,positive,9,14
g187095-d1872852-r270870454:4,g187095-d1872852-r270870454:4:0,Restaurant,RESTAURANT#MISCELLANEOUS,negative,0,10
g187095-d1954560-r227348486:0,g187095-d1954560-r227348486:0:0,Accueil,SERVICE#GENERAL,negative,0,7
g187095-d1954560-r227348486:0,g187095-d1954560-r227348486:0:1,NULL,SERVICE#GENERAL,negative,0,0
g187095-d1954560-r227348486:1,g187095-d1954560-r227348486:1:0,NULL,SERVICE#GENERAL,negative,0,0
g187095-d1954560-r227348486:2,g187095-d1954560-r227348486:2:0,NULL,SERVICE#GENERAL,negative,0,0
g187095-d1954560-r227348486:3,g187095-d1954560-r227348486:3:0,service,SERVICE#GENERAL,negative,23,30
g187095-d1954560-r227348486:4,g187095-d1954560-r227348486:4:0,viande,FOOD#QUALITY,negative,4,10
g187095-d1954560-r227348486:5,g187095-d1954560-r227348486:5:0,NULL,SERVICE#GENERAL,negative,0,0
g187095-d1954560-r227348486:7,g187095-d1954560-r227348486:7:0,accueil,SERVICE#GENERAL,negative,31,38
g187095-d1954560-r227348486:7,g187095-d1954560-r227348486:7:1,Départ,SERVICE#GENERAL,negative,0,6
g187095-d1954560-r227348486:8,g187095-d1954560-r227348486:8:0,taverne,RESTAURANT#GENERAL,negative,43,50
g187095-d1954560-r227348486:9,g187095-d1954560-r227348486:9:0,plats,FOOD#QUALITY,negative,42,47
g187095-d1954560-r227348486:9,g187095-d1954560-r227348486:9:1,NULL,RESTAURANT#PRICES,negative,0,0
g187095-d1954560-r227348486:10,g187095-d1954560-r227348486:10:0,NULL,RESTAURANT#PRICES,negative,0,0
g187095-d1954560-r227348486:10,g187095-d1954560-r227348486:10:1,qualité/prix,FOOD#QUALITY,neutral,11,23
g187095-d1954560-r227348486:11,g187095-d1954560-r227348486:11:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187095-d2489564-r275289811:0,g187095-d2489564-r275289811:0:0,pizza,FOOD#QUALITY,negative,30,35
g187095-d2489564-r275289811:1,g187095-d2489564-r275289811:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
g187095-d3747513-r268495052:0,g187095-d3747513-r268495052:0:0,restaurant,RESTAURANT#GENERAL,positive,9,19
g187095-d3747513-r268495052:1,g187095-d3747513-r268495052:1:0,Service,SERVICE#GENERAL,positive,0,7
g187095-d3747513-r268495052:1,g187095-d3747513-r268495052:1:1,assiette,FOOD#STYLE_OPTIONS,positive,43,51
g187095-d3747513-r268495052:1,g187095-d3747513-r268495052:1:2,personnel,SERVICE#GENERAL,positive,65,74
g187095-d3747513-r268495052:1,g187095-d3747513-r268495052:1:3,NULL,FOOD#STYLE_OPTIONS,positive,0,0
g187095-d3747513-r268495052:2,g187095-d3747513-r268495052:2:0,resto,RESTAURANT#GENERAL,positive,3,8
g187103-d1327074-r281100867:0,g187103-d1327074-r281100867:0:0,endroit,AMBIENCE#GENERAL,positive,0,7
g187103-d1327074-r281100867:1,g187103-d1327074-r281100867:1:0,NULL,RESTAURANT#MISCELLANEOUS,neutral,0,0
g187103-d1327074-r281100867:2,g187103-d1327074-r281100867:2:0,NULL,RESTAURANT#PRICES,positive,0,0
g187103-d1327074-r281100867:2,g187103-d1327074-r281100867:2:1,NULL,AMBIENCE#GENERAL,positive,0,0
g187103-d1327074-r281100867:2,g187103-d1327074-r281100867:2:2,NULL,RESTAURANT#GENERAL,positive,0,0
g187103-d1327074-r281100867:4,g187103-d1327074-r281100867:4:0,paella,FOOD#QUALITY,positive,11,17
