sid,id,target,category,polarity,from,to
Review-g1009379-d1094833_1:1,Review-g1009379-d1094833_1:1:2,ober,SERVICE#GENERAL,negative,85,89
Review-g1009379-d1094833_2:5,Review-g1009379-d1094833_2:5:0,'t groot café,RESTAURANT#GENERAL,negative,77,90
Review-g1009379-d1094833_2:6,Review-g1009379-d1094833_2:6:0,ober,SERVICE#GENERAL,negative,3,7
Review-g1009379-d1094833_2:7,Review-g1009379-d1094833_2:7:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1009379-d1094833_2:8,Review-g1009379-d1094833_2:8:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1009379-d1094833_2:9,Review-g1009379-d1094833_2:9:0,eten,FOOD#QUALITY,negative,4,8
Review-g1009379-d1094833_2:9,Review-g1009379-d1094833_2:9:1,bediening,SERVICE#GENERAL,neutral,46,55
Review-g1009379-d1094833_2:10,Review-g1009379-d1094833_2:10:0,ober,SERVICE#GENERAL,negative,12,16
Review-g1009379-d1094833_3:2,Review-g1009379-d1094833_3:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g1009379-d1094833_3:3,Review-g1009379-d1094833_3:3:0,ober,SERVICE#GENERAL,negative,3,7
Review-g1009379-d1094833_3:4,Review-g1009379-d1094833_3:4:0,ober,SERVICE#GENERAL,negative,137,141
Review-g1009379-d1094833_3:5,Review-g1009379-d1094833_3:5:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1009379-d1094833_3:7,Review-g1009379-d1094833_3:7:0,zaak,RESTAURANT#GENERAL,negative,9,13
Review-g1009379-d1094833_3:8,Review-g1009379-d1094833_3:8:0,personeel,SERVICE#GENERAL,negative,18,27
Review-g1009379-d1094833_4:1,Review-g1009379-d1094833_4:1:0,brasserie,RESTAURANT#GENERAL,neutral,36,45
Review-g1009379-d1094833_4:2,Review-g1009379-d1094833_4:2:0,NULL,RESTAURANT#GENERAL,neutral,0,0
Review-g1009379-d1094833_4:4,Review-g1009379-d1094833_4:4:0,NULL,RESTAURANT#GENERAL,neutral,0,0
Review-g1081485-d4399506_1:1,Review-g1081485-d4399506_1:1:0,tapagerechtjes,FOOD#QUALITY,neutral,46,60
Review-g1081485-d4399506_1:1,Review-g1081485-d4399506_1:1:1,gastvrouw,SERVICE#GENERAL,positive,3,12
Review-g1081485-d4399506_1:2,Review-g1081485-d4399506_1:2:0,russiisch ei,FOOD#QUALITY,neutral,136,148
Review-g1081485-d4399506_1:2,Review-g1081485-d4399506_1:2:1,champignons,FOOD#QUALITY,neutral,150,161
Review-g1081485-d4399506_1:2,Review-g1081485-d4399506_1:2:2,chorizo,FOOD#QUALITY,neutral,117,124
Review-g1081485-d4399506_1:2,Review-g1081485-d4399506_1:2:3,manchego,FOOD#QUALITY,neutral,126,134
Review-g1081485-d4399506_1:2,Review-g1081485-d4399506_1:2:4,iberico,FOOD#QUALITY,neutral,108,115
Review-g1081485-d4399506_1:2,Review-g1081485-d4399506_1:2:5,tomaatjes,FOOD#QUALITY,neutral,163,172
Review-g1081485-d4399506_1:2,Review-g1081485-d4399506_1:2:6,gehaktballetjes in tomatensaus,FOOD#QUALITY,neutral,178,208
Review-g1081485-d4399506_1:3,Review-g1081485-d4399506_1:3:0,wijn,DRINKS#QUALITY,positive,3,7
Review-g1081485-d4399506_1:3,Review-g1081485-d4399506_1:3:1,wijn,DRINKS#PRICES,positive,3,7
Review-g1081485-d4399506_1:4,Review-g1081485-d4399506_1:4:0,tapàs,FOOD#QUALITY,neutral,82,87
Review-g1081485-d4399506_1:4,Review-g1081485-d4399506_1:4:1,adresje,RESTAURANT#GENERAL,positive,20,27
Review-g1081485-d4399506_1:5,Review-g1081485-d4399506_1:5:0,bediening,SERVICE#GENERAL,neutral,0,9
Review-g1081485-d4399506_2:1,Review-g1081485-d4399506_2:1:0,sfeer,AMBIENCE#GENERAL,neutral,9,14
Review-g1081485-d4399506_2:2,Review-g1081485-d4399506_2:2:0,NULL,FOOD#QUALITY,positive,0,0
Review-g1081485-d4399506_2:2,Review-g1081485-d4399506_2:2:1,NULL,AMBIENCE#GENERAL,positive,0,0
Review-g1081485-d4399506_2:3,Review-g1081485-d4399506_2:3:0,concept,RESTAURANT#GENERAL,positive,9,16
Review-g1081485-d4399506_2:4,Review-g1081485-d4399506_2:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g1081485-d4399506_3:1,Review-g1081485-d4399506_3:1:0,ambiente,AMBIENCE#GENERAL,positive,34,42
Review-g1081485-d4399506_3:1,Review-g1081485-d4399506_3:1:1,wijnen,DRINKS#QUALITY,positive,10,16
Review-g1081485-d4399506_3:2,Review-g1081485-d4399506_3:2:0,recepten,FOOD#QUALITY,neutral,12,20
Review-g1081485-d4399506_3:2,Review-g1081485-d4399506_3:2:1,NULL,FOOD#QUALITY,positive,0,0
Review-g1081485-d4399506_3:3,Review-g1081485-d4399506_3:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g1081485-d4399506_4:1,Review-g1081485-d4399506_4:1:0,tapas,FOOD#QUALITY,positive,37,42
Review-g1081485-d4399506_4:1,Review-g1081485-d4399506_4:1:1,wijnen,DRINKS#QUALITY,positive,27,33
Review-g1081485-d4399506_4:1,Review-g1081485-d4399506_4:1:2,concept,RESTAURANT#GENERAL,positive,5,12
Review-g1081485-d4399506_4:2,Review-g1081485-d4399506_4:2:0,bediening,SERVICE#GENERAL,negative,83,92
Review-g1081485-d4399506_4:2,Review-g1081485-d4399506_4:2:1,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g1081485-d803873_1:2,Review-g1081485-d803873_1:2:0,klein constantia,RESTAURANT#GENERAL,positive,45,61
Review-g1081485-d803873_1:3,Review-g1081485-d803873_1:3:0,schotels,FOOD#QUALITY,positive,148,156
Review-g1081485-d803873_3:1,Review-g1081485-d803873_3:1:0,restaurant,RESTAURANT#GENERAL,positive,20,30
Review-g1081485-d803873_3:2,Review-g1081485-d803873_3:2:0,NULL,FOOD#QUALITY,positive,0,0
Review-g1081485-d803873_3:2,Review-g1081485-d803873_3:2:1,NULL,AMBIENCE#GENERAL,positive,0,0
Review-g1081485-d803873_3:3,Review-g1081485-d803873_3:3:0,NULL,FOOD#QUALITY,positive,0,0
Review-g1081485-d803873_4:1,Review-g1081485-d803873_4:1:0,kc,RESTAURANT#GENERAL,negative,22,24
Review-g1081485-d803873_4:3,Review-g1081485-d803873_4:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g1081485-d803873_4:4,Review-g1081485-d803873_4:4:0,bord,FOOD#STYLE_OPTIONS,negative,91,95
Review-g1081485-d803873_4:4,Review-g1081485-d803873_4:4:1,suggesties,FOOD#STYLE_OPTIONS,negative,33,43
Review-g1081485-d803873_4:4,Review-g1081485-d803873_4:4:2,menukaart,FOOD#STYLE_OPTIONS,negative,3,12
Review-g1081485-d803873_4:5,Review-g1081485-d803873_4:5:0,sla,FOOD#STYLE_OPTIONS,negative,12,15
Review-g1081485-d803873_4:6,Review-g1081485-d803873_4:6:0,amuses,FOOD#STYLE_OPTIONS,negative,0,6
Review-g1081485-d803873_4:7,Review-g1081485-d803873_4:7:0,kaart,FOOD#STYLE_OPTIONS,negative,29,34
Review-g1081485-d803873_4:8,Review-g1081485-d803873_4:8:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1081485-d803873_4:9,Review-g1081485-d803873_4:9:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1081485-d803873_4:10,Review-g1081485-d803873_4:10:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1081485-d803873_4:11,Review-g1081485-d803873_4:11:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g1081485-d803873_4:12,Review-g1081485-d803873_4:12:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g1081485-d803873_4:13,Review-g1081485-d803873_4:13:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g1081485-d803873_4:14,Review-g1081485-d803873_4:14:0,producten,FOOD#QUALITY,neutral,44,53
Review-g1081485-d803873_4:14,Review-g1081485-d803873_4:14:1,zuid-afrikaanse wijnen,DRINKS#STYLE_OPTIONS,positive,85,107
Review-g1120021-d4097420_1:3,Review-g1120021-d4097420_1:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g1120021-d4097420_1:4,Review-g1120021-d4097420_1:4:0,NULL,RESTAURANT#PRICES,neutral,0,0
Review-g1120021-d4097420_1:5,Review-g1120021-d4097420_1:5:0,bediening,SERVICE#GENERAL,positive,28,37
Review-g1120021-d4097420_1:6,Review-g1120021-d4097420_1:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g1120021-d4097420_3:2,Review-g1120021-d4097420_3:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g1120021-d4097420_3:3,Review-g1120021-d4097420_3:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g1120021-d4097420_4:1,Review-g1120021-d4097420_4:1:0,broodje met vol-au-vent,FOOD#QUALITY,positive,7,30
Review-g1120021-d4097420_4:2,Review-g1120021-d4097420_4:2:0,NULL,FOOD#PRICES,negative,0,0
Review-g1120021-d4097420_4:3,Review-g1120021-d4097420_4:3:0,bediening,SERVICE#GENERAL,negative,0,9
Review-g1120021-d4097420_4:4,Review-g1120021-d4097420_4:4:0,sfeer,AMBIENCE#GENERAL,negative,0,5
Review-g1549789-d1745655_1:1,Review-g1549789-d1745655_1:1:0,the village,RESTAURANT#GENERAL,positive,0,11
Review-g1549789-d1745655_1:2,Review-g1549789-d1745655_1:2:0,eten,FOOD#QUALITY,positive,47,51
Review-g1549789-d1745655_1:2,Review-g1549789-d1745655_1:2:1,bediening,SERVICE#GENERAL,positive,30,39
Review-g1549789-d1745655_1:2,Review-g1549789-d1745655_1:2:2,sfeer,AMBIENCE#GENERAL,positive,10,15
Review-g1549789-d1745655_1:3,Review-g1549789-d1745655_1:3:0,NULL,AMBIENCE#GENERAL,positive,0,0
Review-g1549789-d1745655_1:4,Review-g1549789-d1745655_1:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g1549789-d1745655_2:2,Review-g1549789-d1745655_2:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g1549789-d1745655_2:3,Review-g1549789-d1745655_2:3:0,kaart,FOOD#STYLE_OPTIONS,positive,88,93
Review-g1549789-d1745655_2:3,Review-g1549789-d1745655_2:3:1,bediening,SERVICE#GENERAL,positive,49,58
Review-g1549789-d1745655_2:3,Review-g1549789-d1745655_2:3:2,zaak,AMBIENCE#GENERAL,positive,24,28
Review-g1549789-d1745655_2:4,Review-g1549789-d1745655_2:4:0,tapas schotel,FOOD#QUALITY,positive,44,57
Review-g1549789-d1745655_2:4,Review-g1549789-d1745655_2:4:1,village gras met bijhorende saus,FOOD#QUALITY,positive,72,104
Review-g1549789-d1745655_2:4,Review-g1549789-d1745655_2:4:2,pelt stoofvlees,FOOD#QUALITY,positive,139,154
Review-g1549789-d1745655_2:4,Review-g1549789-d1745655_2:4:3,mosselen,FOOD#QUALITY,positive,110,118
Review-g1549789-d1745655_2:5,Review-g1549789-d1745655_2:5:0,NULL,AMBIENCE#GENERAL,positive,0,0
Review-g1549789-d1745655_2:5,Review-g1549789-d1745655_2:5:1,cocktail,DRINKS#QUALITY,positive,92,100
Review-g1549789-d1745655_2:6,Review-g1549789-d1745655_2:6:0,tanja,RESTAURANT#GENERAL,positive,0,5
Review-g1549789-d1745655_3:1,Review-g1549789-d1745655_3:1:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1549789-d1745655_3:2,Review-g1549789-d1745655_3:2:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g1549789-d1745655_3:4,Review-g1549789-d1745655_3:4:0,garcon van dienst,SERVICE#GENERAL,positive,108,125
Review-g1549789-d1745655_3:5,Review-g1549789-d1745655_3:5:0,eten,FOOD#QUALITY,negative,67,71
Review-g1549789-d1745655_3:5,Review-g1549789-d1745655_3:5:1,zaak,AMBIENCE#GENERAL,neutral,3,7
Review-g1549789-d1745655_3:6,Review-g1549789-d1745655_3:6:0,dressing,FOOD#QUALITY,negative,46,54
Review-g1549789-d1745655_3:6,Review-g1549789-d1745655_3:6:1,sla,FOOD#QUALITY,negative,0,3
Review-g1549789-d1745655_3:7,Review-g1549789-d1745655_3:7:0,huisbereide garnaal kroketten,FOOD#QUALITY,negative,3,32
Review-g1549789-d1745655_3:8,Review-g1549789-d1745655_3:8:0,zaak,RESTAURANT#GENERAL,negative,57,61
Review-g1549789-d1745655_3:8,Review-g1549789-d1745655_3:8:1,vrouwelijk personeelslid,SERVICE#GENERAL,negative,10,34
Review-g1549789-d1745655_3:9,Review-g1549789-d1745655_3:9:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g188636-d1227444_1:1,Review-g188636-d1227444_1:1:0,interieur,AMBIENCE#GENERAL,positive,26,35
Review-g188636-d1227444_1:1,Review-g188636-d1227444_1:1:1,concept,RESTAURANT#GENERAL,positive,10,17
Review-g188636-d1227444_1:3,Review-g188636-d1227444_1:3:0,bordjes,FOOD#QUALITY,positive,42,49
Review-g188636-d1227444_1:3,Review-g188636-d1227444_1:3:1,kaart,FOOD#STYLE_OPTIONS,neutral,14,19
Review-g188636-d1227444_1:4,Review-g188636-d1227444_1:4:0,wijnkeuze,DRINKS#STYLE_OPTIONS,positive,3,12
Review-g188636-d1227444_1:4,Review-g188636-d1227444_1:4:1,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d1227444_1:4,Review-g188636-d1227444_1:4:2,NULL,RESTAURANT#PRICES,positive,0,0
Review-g188636-d1227444_3:1,Review-g188636-d1227444_3:1:0,steak tartare,FOOD#QUALITY,positive,46,59
Review-g188636-d1227444_3:1,Review-g188636-d1227444_3:1:1,ontvangst,SERVICE#GENERAL,neutral,26,35
Review-g188636-d1227444_3:1,Review-g188636-d1227444_3:1:2,sfeer,AMBIENCE#GENERAL,positive,6,11
Review-g188636-d1227444_3:1,Review-g188636-d1227444_3:1:3,wijn,DRINKS#STYLE_OPTIONS,positive,135,139
Review-g188636-d1227444_3:1,Review-g188636-d1227444_3:1:4,gebakken,FOOD#QUALITY,positive,91,99
Review-g188636-d1227444_3:2,Review-g188636-d1227444_3:2:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d1227444_4:1,Review-g188636-d1227444_4:1:0,restaurant,RESTAURANT#GENERAL,positive,9,19
Review-g188636-d1227444_4:2,Review-g188636-d1227444_4:2:0,bediening,SERVICE#GENERAL,positive,94,103
Review-g188636-d1227444_4:2,Review-g188636-d1227444_4:2:1,couverts,RESTAURANT#MISCELLANEOUS,neutral,36,44
Review-g188636-d1227444_4:2,Review-g188636-d1227444_4:2:2,sfeer,AMBIENCE#GENERAL,positive,22,27
Review-g188636-d1227444_4:3,Review-g188636-d1227444_4:3:0,eten,FOOD#QUALITY,positive,4,8
Review-g188636-d1227444_4:3,Review-g188636-d1227444_4:3:1,steak tartaar,FOOD#QUALITY,positive,21,34
Review-g188636-d1227444_4:3,Review-g188636-d1227444_4:3:2,wijnkeuze,DRINKS#STYLE_OPTIONS,positive,90,99
Review-g188636-d1227444_4:4,Review-g188636-d1227444_4:4:0,zaak,RESTAURANT#PRICES,neutral,14,18
Review-g188636-d1227444_4:4,Review-g188636-d1227444_4:4:1,zaak,RESTAURANT#GENERAL,positive,14,18
Review-g188636-d1227444_4:5,Review-g188636-d1227444_4:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d1790921_1:3,Review-g188636-d1790921_1:3:0,koffies en warme choco,SERVICE#GENERAL,negative,3,25
Review-g188636-d1790921_1:3,Review-g188636-d1790921_1:3:1,koffies en warme choco,DRINKS#PRICES,negative,3,25
Review-g188636-d1790921_1:4,Review-g188636-d1790921_1:4:0,koffie,DRINKS#QUALITY,negative,6,12
Review-g188636-d1790921_1:6,Review-g188636-d1790921_1:6:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g188636-d1790921_1:7,Review-g188636-d1790921_1:7:0,NULL,RESTAURANT#GENERAL,negative,0,0
Review-g188636-d1790921_1:8,Review-g188636-d1790921_1:8:0,taart,FOOD#STYLE_OPTIONS,neutral,7,12
Review-g188636-d1790921_1:8,Review-g188636-d1790921_1:8:1,taart,FOOD#QUALITY,neutral,7,12
Review-g188636-d1790921_2:1,Review-g188636-d1790921_2:1:0,sausje,FOOD#QUALITY,neutral,82,88
Review-g188636-d1790921_2:1,Review-g188636-d1790921_2:1:1,pastrami,FOOD#QUALITY,positive,29,37
Review-g188636-d1790921_2:1,Review-g188636-d1790921_2:1:2,brood,FOOD#STYLE_OPTIONS,neutral,108,113
Review-g188636-d1790921_2:2,Review-g188636-d1790921_2:2:0,sfeer,AMBIENCE#GENERAL,positive,54,59
Review-g188636-d1790921_2:2,Review-g188636-d1790921_2:2:1,koffie,DRINKS#QUALITY,positive,7,13
Review-g188636-d1790921_2:3,Review-g188636-d1790921_2:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d1790921_3:1,Review-g188636-d1790921_3:1:0,NULL,FOOD#QUALITY,positive,0,0
Review-g188636-d1790921_3:2,Review-g188636-d1790921_3:2:0,cafe,AMBIENCE#GENERAL,positive,66,70
Review-g188636-d1790921_3:3,Review-g188636-d1790921_3:3:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
Review-g188636-d1790921_3:3,Review-g188636-d1790921_3:3:1,koffie,DRINKS#QUALITY,positive,56,62
Review-g188636-d1790921_3:4,Review-g188636-d1790921_3:4:0,eten,FOOD#QUALITY,positive,21,25
Review-g188636-d1790921_3:4,Review-g188636-d1790921_3:4:1,sfeer,AMBIENCE#GENERAL,positive,53,58
Review-g188636-d1790921_3:5,Review-g188636-d1790921_3:5:0,bediening,SERVICE#GENERAL,positive,3,12
Review-g188636-d1790921_3:6,Review-g188636-d1790921_3:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d3907081_1:1,Review-g188636-d3907081_1:1:0,keuken van à l'infintise,FOOD#QUALITY,positive,3,27
Review-g188636-d3907081_1:2,Review-g188636-d3907081_1:2:0,culinaire creaties,FOOD#PRICES,positive,54,72
Review-g188636-d3907081_1:3,Review-g188636-d3907081_1:3:0,marc,SERVICE#GENERAL,positive,0,4
Review-g188636-d3907081_1:3,Review-g188636-d3907081_1:3:1,eten,FOOD#QUALITY,positive,81,85
Review-g188636-d3907081_1:3,Review-g188636-d3907081_1:3:2,eten,FOOD#STYLE_OPTIONS,positive,81,85
Review-g188636-d3907081_4:2,Review-g188636-d3907081_4:2:0,concept,RESTAURANT#GENERAL,positive,4,11
Review-g188636-d3907081_4:3,Review-g188636-d3907081_4:3:0,eten,FOOD#QUALITY,positive,4,8
Review-g188636-d3907081_4:4,Review-g188636-d3907081_4:4:0,service,SERVICE#GENERAL,positive,13,20
Review-g188636-d3907081_4:5,Review-g188636-d3907081_4:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d3907081_4:6,Review-g188636-d3907081_4:6:0,wachttijden,SERVICE#GENERAL,negative,15,26
Review-g188636-d3907081_4:8,Review-g188636-d3907081_4:8:0,chef,FOOD#QUALITY,positive,21,25
Review-g188636-d4080718_1:1,Review-g188636-d4080718_1:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d4080718_1:1,Review-g188636-d4080718_1:1:1,NULL,RESTAURANT#PRICES,positive,0,0
Review-g188636-d4080718_1:1,Review-g188636-d4080718_1:1:2,keuze,FOOD#STYLE_OPTIONS,neutral,23,28
Review-g188636-d4080718_1:1,Review-g188636-d4080718_1:1:3,NULL,AMBIENCE#GENERAL,positive,0,0
Review-g188636-d4080718_2:2,Review-g188636-d4080718_2:2:0,ontvangst,SERVICE#GENERAL,positive,3,12
Review-g188636-d4080718_2:3,Review-g188636-d4080718_2:3:0,hoofdschotel,FOOD#QUALITY,positive,36,48
Review-g188636-d4080718_2:3,Review-g188636-d4080718_2:3:1,voorgerecht,FOOD#QUALITY,positive,4,15
Review-g188636-d4080718_2:4,Review-g188636-d4080718_2:4:0,gerechtjes,FOOD#QUALITY,positive,27,37
Review-g188636-d4080718_2:5,Review-g188636-d4080718_2:5:0,groenten,FOOD#STYLE_OPTIONS,positive,10,18
Review-g188636-d4080718_2:6,Review-g188636-d4080718_2:6:0,NULL,FOOD#STYLE_OPTIONS,positive,0,0
Review-g188636-d4080718_2:6,Review-g188636-d4080718_2:6:1,kip,FOOD#STYLE_OPTIONS,negative,56,59
Review-g188636-d4080718_2:6,Review-g188636-d4080718_2:6:2,scampi's,FOOD#STYLE_OPTIONS,negative,63,71
Review-g188636-d4080718_2:7,Review-g188636-d4080718_2:7:0,nagerechtje,FOOD#QUALITY,negative,4,15
Review-g188636-d4080718_2:7,Review-g188636-d4080718_2:7:1,chocoladesaus,FOOD#QUALITY,negative,43,56
Review-g188636-d4080718_2:9,Review-g188636-d4080718_2:9:0,bediening,SERVICE#GENERAL,positive,0,9
Review-g188636-d4080718_2:11,Review-g188636-d4080718_2:11:0,kaart,FOOD#STYLE_OPTIONS,positive,3,8
Review-g188636-d4080718_2:11,Review-g188636-d4080718_2:11:1,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d4080718_2:12,Review-g188636-d4080718_2:12:0,nieuwe eigenaar,SERVICE#GENERAL,positive,17,32
Review-g188636-d4170392_1:1,Review-g188636-d4170392_1:1:0,sushi,FOOD#QUALITY,positive,56,61
Review-g188636-d4170392_1:1,Review-g188636-d4170392_1:1:1,restaurantje,AMBIENCE#GENERAL,positive,22,34
Review-g188636-d4170392_1:2,Review-g188636-d4170392_1:2:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g188636-d4170392_1:3,Review-g188636-d4170392_1:3:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g188636-d4170392_1:4,Review-g188636-d4170392_1:4:0,NULL,SERVICE#GENERAL,negative,0,0
Review-g188636-d4170392_1:5,Review-g188636-d4170392_1:5:0,bar,AMBIENCE#GENERAL,negative,31,34
Review-g188636-d4170392_1:6,Review-g188636-d4170392_1:6:0,dame,SERVICE#GENERAL,positive,3,7
Review-g188636-d4170392_2:2,Review-g188636-d4170392_2:2:0,mensen,SERVICE#GENERAL,negative,41,47
Review-g188636-d4170392_2:3,Review-g188636-d4170392_2:3:0,mensen,SERVICE#GENERAL,positive,16,22
Review-g188636-d4170392_2:4,Review-g188636-d4170392_2:4:0,tafels,AMBIENCE#GENERAL,negative,3,9
Review-g188636-d4170392_2:6,Review-g188636-d4170392_2:6:0,eten,FOOD#QUALITY,positive,4,8
Review-g188636-d4170392_2:7,Review-g188636-d4170392_2:7:0,smaken,FOOD#QUALITY,positive,34,40
Review-g188636-d4170392_2:7,Review-g188636-d4170392_2:7:1,keuze,FOOD#STYLE_OPTIONS,positive,21,26
Review-g188636-d4170392_2:8,Review-g188636-d4170392_2:8:0,concept,RESTAURANT#GENERAL,negative,4,11
Review-g188636-d4170392_3:1,Review-g188636-d4170392_3:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
Review-g188636-d4170392_3:1,Review-g188636-d4170392_3:1:1,eten,FOOD#QUALITY,positive,0,4
Review-g188636-d4170392_3:2,Review-g188636-d4170392_3:2:0,eten,FOOD#STYLE_OPTIONS,positive,20,24
Review-g188636-d4170392_4:1,Review-g188636-d4170392_4:1:0,shusi's,FOOD#QUALITY,neutral,0,7
Review-g188636-d4170392_4:2,Review-g188636-d4170392_4:2:0,spareribs,FOOD#QUALITY,negative,57,66
Review-g188636-d4170392_4:2,Review-g188636-d4170392_4:2:1,spiezen,FOOD#QUALITY,negative,46,53
