sid,id,category,polarity
Sony_Xperia_E1_3:1,Sony_Xperia_E1_3:1:1,PHONE#GENERAL,positive
Sony_Xperia_E1_3:2,Sony_Xperia_E1_3:2:0,PHONE#USABILITY,positive
Samsung_Galaxy_S6_Edge_5:2,Samsung_Galaxy_S6_Edge_5:2:0,PHONE#DESIGN_FEATURES,neutral
Samsung_Galaxy_S6_Edge_5:3,Samsung_Galaxy_S6_Edge_5:3:0,PHONE#DESIGN_FEATURES,negative
Samsung_Galaxy_S6_Edge_5:5,Samsung_Galaxy_S6_Edge_5:5:0,PHONE#DESIGN_FEATURES,positive
Samsung_Galaxy_S6_Edge_5:5,Samsung_Galaxy_S6_Edge_5:5:1,PHONE#USABILITY,positive
Samsung_Galaxy_S6_Edge_5:7,Samsung_Galaxy_S6_Edge_5:7:0,DISPLAY#DESIGN_FEATURES,positive
Samsung_Galaxy_S6_Edge_5:7,Samsung_Galaxy_S6_Edge_5:7:1,DISPLAY#OPERATION_PERFORMANCE,positive
Samsung_Galaxy_S6_Edge_5:12,Samsung_Galaxy_S6_Edge_5:12:0,SOFTWARE#QUALITY,positive
Samsung_Galaxy_S6_Edge_5:13,Samsung_Galaxy_S6_Edge_5:13:0,BATTERY#GENERAL,negative
Samsung_Galaxy_S6_Edge_5:14,Samsung_Galaxy_S6_Edge_5:14:0,BATTERY#DESIGN_FEATURES,neutral
Samsung_Galaxy_S6_Edge_5:15,Samsung_Galaxy_S6_Edge_5:15:0,BATTERY#OPERATION_PERFORMANCE,negative
Samsung_Galaxy_S6_Edge_5:19,Samsung_Galaxy_S6_Edge_5:19:0,HARDWARE#GENERAL,negative
Samsung_Galaxy_S6_Edge_5:22,Samsung_Galaxy_S6_Edge_5:22:0,PHONE#QUALITY,neutral
Samsung_Galaxy_S6_Edge_5:23,Samsung_Galaxy_S6_Edge_5:23:0,BATTERY#OPERATION_PERFORMANCE,negative
Sony_Xperia_E1_5:3,Sony_Xperia_E1_5:3:0,COMPANY#GENERAL,positive
Sony_Xperia_E1_5:4,Sony_Xperia_E1_5:4:0,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_E1_5:4,Sony_Xperia_E1_5:4:1,PHONE#PRICE,neutral
Sony_Xperia_E1_5:5,Sony_Xperia_E1_5:5:0,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_E1_5:6,Sony_Xperia_E1_5:6:0,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_E1_5:6,Sony_Xperia_E1_5:6:1,MULTIMEDIA_DEVICES#DESIGN_FEATURES,positive
Sony_Xperia_E1_5:7,Sony_Xperia_E1_5:7:0,PHONE#QUALITY,positive
Sony_Xperia_E1_5:8,Sony_Xperia_E1_5:8:0,KEYBOARD#DESIGN_FEATURES,positive
Sony_Xperia_E1_5:10,Sony_Xperia_E1_5:10:0,KEYBOARD#DESIGN_FEATURES,negative
Sony_Xperia_E1_5:12,Sony_Xperia_E1_5:12:0,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_E1_5:13,Sony_Xperia_E1_5:13:0,PHONE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:13,Sony_Xperia_E1_5:13:1,OS#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:14,Sony_Xperia_E1_5:14:0,SOFTWARE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:14,Sony_Xperia_E1_5:14:1,PHONE#CONNECTIVITY,positive
Sony_Xperia_E1_5:15,Sony_Xperia_E1_5:15:0,SOFTWARE#OPERATION_PERFORMANCE,neutral
Sony_Xperia_E1_5:15,Sony_Xperia_E1_5:15:1,SOFTWARE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:16,Sony_Xperia_E1_5:16:0,SOFTWARE#QUALITY,neutral
Sony_Xperia_E1_5:16,Sony_Xperia_E1_5:16:1,SOFTWARE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:16,Sony_Xperia_E1_5:16:2,PHONE#PRICE,neutral
Sony_Xperia_E1_5:17,Sony_Xperia_E1_5:17:0,DISPLAY#GENERAL,neutral
Sony_Xperia_E1_5:17,Sony_Xperia_E1_5:17:1,PHONE#PRICE,neutral
Sony_Xperia_E1_5:18,Sony_Xperia_E1_5:18:0,DISPLAY#QUALITY,positive
Sony_Xperia_E1_5:19,Sony_Xperia_E1_5:19:0,DISPLAY#QUALITY,positive
Sony_Xperia_E1_5:20,Sony_Xperia_E1_5:20:0,SOFTWARE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:21,Sony_Xperia_E1_5:21:0,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_E1_5:21,Sony_Xperia_E1_5:21:1,PHONE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:21,Sony_Xperia_E1_5:21:2,PHONE#QUALITY,positive
Sony_Xperia_E1_5:21,Sony_Xperia_E1_5:21:3,PHONE#GENERAL,positive
Sony_Xperia_E1_5:21,Sony_Xperia_E1_5:21:4,PHONE#PRICE,neutral
Sony_Xperia_E1_5:22,Sony_Xperia_E1_5:22:0,PHONE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:22,Sony_Xperia_E1_5:22:1,MEMORY#DESIGN_FEATURES,neutral
Sony_Xperia_E1_5:23,Sony_Xperia_E1_5:23:0,PHONE#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:24,Sony_Xperia_E1_5:24:0,HARD_DISC#DESIGN_FEATURES,negative
Sony_Xperia_E1_5:30,Sony_Xperia_E1_5:30:0,MULTIMEDIA_DEVICES#GENERAL,negative
Sony_Xperia_E1_5:31,Sony_Xperia_E1_5:31:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
Sony_Xperia_E1_5:31,Sony_Xperia_E1_5:31:1,MULTIMEDIA_DEVICES#QUALITY,neutral
Sony_Xperia_E1_5:32,Sony_Xperia_E1_5:32:0,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_E1_5:32,Sony_Xperia_E1_5:32:1,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
Sony_Xperia_E1_5:33,Sony_Xperia_E1_5:33:0,SOFTWARE#GENERAL,neutral
Sony_Xperia_E1_5:34,Sony_Xperia_E1_5:34:0,PHONE#DESIGN_FEATURES,positive
Sony_Xperia_E1_5:34,Sony_Xperia_E1_5:34:1,SOFTWARE#DESIGN_FEATURES,positive
Sony_Xperia_E1_5:35,Sony_Xperia_E1_5:35:0,PHONE#DESIGN_FEATURES,positive
Sony_Xperia_E1_5:36,Sony_Xperia_E1_5:36:0,PHONE#GENERAL,positive
Sony_Xperia_E1_5:36,Sony_Xperia_E1_5:36:1,MULTIMEDIA_DEVICES#GENERAL,neutral
Sony_Xperia_E1_5:36,Sony_Xperia_E1_5:36:2,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_E1_5:36,Sony_Xperia_E1_5:36:3,PHONE#OPERATION_PERFORMANCE,positive
Samsung_Galaxy_S6_Edge_3:1,Samsung_Galaxy_S6_Edge_3:1:0,DISPLAY#DESIGN_FEATURES,positive
Samsung_Galaxy_S6_Edge_3:1,Samsung_Galaxy_S6_Edge_3:1:1,PHONE#DESIGN_FEATURES,positive
Samsung_Galaxy_S6_Edge_3:1,Samsung_Galaxy_S6_Edge_3:1:2,PHONE#GENERAL,positive
Samsung_Galaxy_S6_Edge_3:2,Samsung_Galaxy_S6_Edge_3:2:0,PHONE#OPERATION_PERFORMANCE,positive
Samsung_Galaxy_S6_Edge_3:3,Samsung_Galaxy_S6_Edge_3:3:0,BATTERY#GENERAL,negative
Samsung_Galaxy_S6_Edge_3:4,Samsung_Galaxy_S6_Edge_3:4:0,BATTERY#GENERAL,negative
Samsung_Galaxy_S6_Edge_3:4,Samsung_Galaxy_S6_Edge_3:4:1,PHONE#GENERAL,positive
LG_G4_2:1,LG_G4_2:1:0,PHONE#DESIGN_FEATURES,positive
LG_G4_2:2,LG_G4_2:2:0,KEYBOARD#DESIGN_FEATURES,positive
LG_G4_2:3,LG_G4_2:3:0,DISPLAY#DESIGN_FEATURES,positive
LG_G4_2:3,LG_G4_2:3:1,DISPLAY#QUALITY,positive
LG_G4_2:4,LG_G4_2:4:0,SOFTWARE#DESIGN_FEATURES,positive
LG_G4_2:5,LG_G4_2:5:0,DISPLAY#GENERAL,neutral
LG_G4_2:6,LG_G4_2:6:0,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,positive
LG_G4_2:7,LG_G4_2:7:0,SOFTWARE#USABILITY,neutral
LG_G4_2:11,LG_G4_2:11:0,SOFTWARE#GENERAL,positive
LG_G4_2:14,LG_G4_2:14:0,SOFTWARE#GENERAL,positive
LG_G4_2:15,LG_G4_2:15:0,PHONE#DESIGN_FEATURES,positive
Samsung_Galaxy_S6_Edge_1:1,Samsung_Galaxy_S6_Edge_1:1:0,PHONE#GENERAL,positive
Samsung_Galaxy_S6_Edge_1:2,Samsung_Galaxy_S6_Edge_1:2:0,COMPANY#GENERAL,positive
Nokia_Lumia_930_4:1,Nokia_Lumia_930_4:1:0,PHONE#OPERATION_PERFORMANCE,positive
Nokia_Lumia_930_4:2,Nokia_Lumia_930_4:2:0,DISPLAY#DESIGN_FEATURES,positive
Nokia_Lumia_930_4:3,Nokia_Lumia_930_4:3:0,PHONE#GENERAL,positive
Microsoft_Lumia_640_2:2,Microsoft_Lumia_640_2:2:0,SOFTWARE#OPERATION_PERFORMANCE,negative
Microsoft_Lumia_640_2:2,Microsoft_Lumia_640_2:2:1,MULTIMEDIA_DEVICES#GENERAL,neutral
Microsoft_Lumia_640_2:2,Microsoft_Lumia_640_2:2:2,PHONE#OPERATION_PERFORMANCE,positive
Microsoft_Lumia_640_3:1,Microsoft_Lumia_640_3:1:0,PHONE#PRICE,positive
Microsoft_Lumia_640_3:1,Microsoft_Lumia_640_3:1:1,PHONE#QUALITY,positive
Microsoft_Lumia_640_3:2,Microsoft_Lumia_640_3:2:0,SHIPPING#PRICE,positive
Microsoft_Lumia_640_3:3,Microsoft_Lumia_640_3:3:0,PHONE#GENERAL,positive
Microsoft_Lumia_640_3:4,Microsoft_Lumia_640_3:4:0,DISPLAY#OPERATION_PERFORMANCE,positive
Microsoft_Lumia_640_3:5,Microsoft_Lumia_640_3:5:0,MULTIMEDIA_DEVICES#GENERAL,neutral
Microsoft_Lumia_640_3:6,Microsoft_Lumia_640_3:6:0,SOFTWARE#DESIGN_FEATURES,negative
Microsoft_Lumia_640_3:7,Microsoft_Lumia_640_3:7:0,BATTERY#OPERATION_PERFORMANCE,positive
Microsoft_Lumia_640_3:9,Microsoft_Lumia_640_3:9:0,SOFTWARE#DESIGN_FEATURES,negative
Microsoft_Lumia_640_3:12,Microsoft_Lumia_640_3:12:0,PHONE#OPERATION_PERFORMANCE,positive
Microsoft_Lumia_640_3:13,Microsoft_Lumia_640_3:13:0,SOFTWARE#USABILITY,negative
Microsoft_Lumia_640_3:14,Microsoft_Lumia_640_3:14:0,SOFTWARE#USABILITY,negative
Microsoft_Lumia_640_1:1,Microsoft_Lumia_640_1:1:0,PHONE#GENERAL,positive
Microsoft_Lumia_640_1:3,Microsoft_Lumia_640_1:3:0,OS#GENERAL,neutral
Microsoft_Lumia_640_4:3,Microsoft_Lumia_640_4:3:0,PHONE#PRICE,positive
Microsoft_Lumia_640_4:4,Microsoft_Lumia_640_4:4:0,OS#GENERAL,neutral
Microsoft_Lumia_640_4:5,Microsoft_Lumia_640_4:5:0,PHONE#OPERATION_PERFORMANCE,positive
Microsoft_Lumia_640_4:6,Microsoft_Lumia_640_4:6:0,PHONE#DESIGN_FEATURES,neutral
Microsoft_Lumia_640_4:7,Microsoft_Lumia_640_4:7:0,PHONE#OPERATION_PERFORMANCE,positive
Microsoft_Lumia_640_4:8,Microsoft_Lumia_640_4:8:0,MULTIMEDIA_DEVICES#QUALITY,positive
Microsoft_Lumia_640_4:9,Microsoft_Lumia_640_4:9:0,OS#USABILITY,positive
Microsoft_Lumia_640_4:9,Microsoft_Lumia_640_4:9:1,OS#PRICE,positive
Microsoft_Lumia_640_4:12,Microsoft_Lumia_640_4:12:0,PHONE#GENERAL,positive
Microsoft_Lumia_640_5:7,Microsoft_Lumia_640_5:7:0,PHONE#PRICE,neutral
Microsoft_Lumia_640_5:8,Microsoft_Lumia_640_5:8:0,PHONE#DESIGN_FEATURES,positive
Microsoft_Lumia_640_5:9,Microsoft_Lumia_640_5:9:0,PHONE#DESIGN_FEATURES,positive
Microsoft_Lumia_640_5:9,Microsoft_Lumia_640_5:9:1,PHONE#USABILITY,positive
Microsoft_Lumia_640_5:11,Microsoft_Lumia_640_5:11:0,PHONE#OPERATION_PERFORMANCE,negative
Microsoft_Lumia_640_5:13,Microsoft_Lumia_640_5:13:0,MULTIMEDIA_DEVICES#GENERAL,positive
Microsoft_Lumia_640_5:14,Microsoft_Lumia_640_5:14:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
Microsoft_Lumia_640_5:15,Microsoft_Lumia_640_5:15:0,MULTIMEDIA_DEVICES#GENERAL,neutral
Microsoft_Lumia_640_5:17,Microsoft_Lumia_640_5:17:0,HARDWARE#DESIGN_FEATURES,positive
Microsoft_Lumia_640_5:19,Microsoft_Lumia_640_5:19:0,PHONE#MISCELLANEOUS,positive
Microsoft_Lumia_640_5:22,Microsoft_Lumia_640_5:22:0,HARD_DISC#DESIGN_FEATURES,negative
Microsoft_Lumia_640_5:22,Microsoft_Lumia_640_5:22:1,HARDWARE#GENERAL,positive
Microsoft_Lumia_640_5:24,Microsoft_Lumia_640_5:24:0,PHONE#GENERAL,positive
Microsoft_Lumia_640_5:27,Microsoft_Lumia_640_5:27:0,PHONE#GENERAL,positive
Sony_Xperia_Z1_Compact_3:1,Sony_Xperia_Z1_Compact_3:1:0,PHONE#GENERAL,positive
Sony_Xperia_Z1_Compact_3:4,Sony_Xperia_Z1_Compact_3:4:0,PHONE#DESIGN_FEATURES,positive
Sony_Xperia_Z1_Compact_3:4,Sony_Xperia_Z1_Compact_3:4:1,PHONE#GENERAL,positive
Sony_Xperia_Z1_Compact_3:8,Sony_Xperia_Z1_Compact_3:8:0,OS#GENERAL,negative
Huawei_Ascend_G6_4G_3:2,Huawei_Ascend_G6_4G_3:2:0,PHONE#GENERAL,positive
Huawei_Ascend_G6_4G_3:3,Huawei_Ascend_G6_4G_3:3:0,BATTERY#OPERATION_PERFORMANCE,neutral
Huawei_Ascend_G6_4G_3:4,Huawei_Ascend_G6_4G_3:4:0,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_Z1_Compact_4:1,Sony_Xperia_Z1_Compact_4:1:0,PHONE#GENERAL,positive
Sony_Xperia_Z1_Compact_4:4,Sony_Xperia_Z1_Compact_4:4:0,DISPLAY#DESIGN_FEATURES,negative
Sony_Xperia_Z1_Compact_4:6,Sony_Xperia_Z1_Compact_4:6:0,PHONE#DESIGN_FEATURES,positive
Sony_Xperia_Z1_Compact_4:6,Sony_Xperia_Z1_Compact_4:6:1,MULTIMEDIA_DEVICES#QUALITY,positive
Sony_Xperia_Z1_Compact_4:6,Sony_Xperia_Z1_Compact_4:6:2,DISPLAY#DESIGN_FEATURES,positive
Sony_Xperia_Z1_Compact_4:6,Sony_Xperia_Z1_Compact_4:6:3,PHONE#GENERAL,positive
Sony_Xperia_Z1_Compact_4:6,Sony_Xperia_Z1_Compact_4:6:4,PHONE#CONNECTIVITY,positive
Sony_Xperia_Z1_Compact_4:6,Sony_Xperia_Z1_Compact_4:6:5,BATTERY#GENERAL,positive
Sony_Xperia_Z1_Compact_4:7,Sony_Xperia_Z1_Compact_4:7:0,BATTERY#OPERATION_PERFORMANCE,positive
Sony_Xperia_Z1_Compact_4:9,Sony_Xperia_Z1_Compact_4:9:0,OS#DESIGN_FEATURES,positive
Sony_Xperia_Z1_Compact_4:9,Sony_Xperia_Z1_Compact_4:9:1,OS#OPERATION_PERFORMANCE,positive
Sony_Xperia_Z1_Compact_4:10,Sony_Xperia_Z1_Compact_4:10:0,PHONE#DESIGN_FEATURES,positive
Apple_iPhone_5c_8GB_1:1,Apple_iPhone_5c_8GB_1:1:0,PHONE#GENERAL,positive
Apple_iPhone_5c_8GB_1:2,Apple_iPhone_5c_8GB_1:2:0,PHONE#GENERAL,positive
Apple_iPhone_5c_8GB_1:3,Apple_iPhone_5c_8GB_1:3:0,PHONE#OPERATION_PERFORMANCE,positive
Apple_iPhone_5c_8GB_1:3,Apple_iPhone_5c_8GB_1:3:1,HARD_DISC#DESIGN_FEATURES,negative
Apple_iPhone_5c_8GB_1:3,Apple_iPhone_5c_8GB_1:3:2,PHONE#GENERAL,positive
