rid,id,text
1011,1011:3,"ancak hesap biraz abartılı geliyor, balık yemeden kişi başı 100 liradan fazla ödedik, itiraz etmek gerekir."
1012,1012:0,Kalabalik zamanlarda servis fazlasiyla aksiyor.
1012,1012:1,"Bosken soylemis oldugum makarna ne kadar hizli geldiyse, mekanin dolmasiyla arkadasimin soylemis oldugu siparis unutuldu, defalarca hatirlatma yapmamiz gerekti."
1012,1012:2,Ayrica masalarin fazla ic ice olmasi zaman zaman rahatsiz olmaniza neden olabiliyor
1013,1013:0,"Kış aylarında içerideki sıcak ve loş ışıklı ortamında güzel yemekler yiyebilir, yazın da dışarıda o harika çilekli magnoliasından tadabilirsiniz."
1013,1013:1,İçinizi serinletecek enfes bir tat.
1014,1014:0,Garsonlar suratsiz.
1014,1014:1,Bu kadar methedilmeyi hakketmiyor.
1014,1014:2,Kasarli köftenin içinde kasar olmayan ve köfte ustasi geçinen bir yer!
1014,1014:3,Açiklama:
1014,1014:4,kasarla köfte yoguruluyormus.
1014,1014:5,Isletme sahibi kaba.
1014,1014:6,Bizim kasarli köfte tanimimiz böyle diyor sadece!
1014,1014:7,Müsteri memnuniyeti sifir!
1015,1015:0,"Yılların Sampi'si, canım pide istediğimde eve sipariş için tercih ettiğim yerlerdendir."
1015,1015:1,O zaman keşke başlangıçlarda menüde yer almasa!
1015,1015:2,Beşiktaş'ta tam otobüs duraklarının arkasında olmasından dolayı ulaşımı çok kolay ve fiyatları elbette çok makul.
1015,1015:3,İlk defa bir şubesine gidip oturup yemek yedim.
1015,1015:4,"Ben çıtır pide sevenlerdenim, dolayısıyla siparişi verirken özellikle rica ettim ve gerçekten de çitir çitir pide geldi."
1015,1015:5,Ancak maalesef birlikte gittiğim arkadaşlarım hiç sevmezmiş çıtır pideyi ve tabii ki onların ki de çıtır geldi.
1015,1015:6,Evet suçluyum!
1015,1015:7,Tek ayak üstünde köşeme çekiliyorum!
1015,1015:8,Neyse tadı paket servisten elbette çok daha iyidi neticede beklemeden yeme imkanınız var.
1015,1015:9,"Malzemesi bol, porsiyonu tam kıvamındaydı."
1015,1015:10,"Başlangıç olarak Lahmacun sipariş etmek istemiştik, ancak garson Lahmacunun Pide'den daha uzun sürdüğünü belirtti, çünkü hamuru taze açılıyormuş."
1016,1016:0,Beşiktaş'ın göbeğinde.
1016,1016:1,"Çok da pide delisi olmayan, başka bir şubesine bugüne kadar da hiç gitmemiş biri."
1016,1016:2,Ve deneyim maalesef çok da olumlu olmadı.
1016,1016:3,"Pide lezzeti lafım yok, ama sipariş verirken bir arkadaşımızın kenarlarını çıtır çıtır istemesini yanlış anlamış olacak ki, tüm siparişleri çıtır çıtır getirdi."
1016,1016:4,"Sevmediğimden yiyemedim kenarlarını, ama ortası pek lezizdi."
1016,1016:5,"Başlangıç için menüde başlangıçlarda yer alan lahmacunun, ana yiyecek pideden daha geç gelecek olması ise ayrı bi durumdu tabii."
1016,1016:6,"Yemek yemek için çok fazla vaktiniz yoksa, bütçeyi çok sarsmayalım, çok keyifli yemek yemesek de olur yeter ki karnımız doysun diye düşünenler için Çarşı'nın göbeğinde Sampi gayet ideal."
1017,1017:0,Servis:
1017,1017:1,4 Fiyat:
1017,1017:2,5 Mekan:
1017,1017:3,8 Lezzet:
1017,1017:4,"4 sicak iceceklerde servis agir, kahvalti icin tercih edilwbilir olsa da lezzete gore fiyat yuksek kaliyor."
1018,1018:0,Mutlaka bir hafta önceden rezarvasyon yaptırın iyi bir rum meyhanesi yemekleri başarılı olduğu gibi şahane bir manzarası var bu mekanın en büyük olayı sürekli ikram yapmalarıdır pahalı olmasına rağmen hak ediyor.
1018,1018:1,Mutlaka ızgara mantar ve istakoz kavurma deneyin gittiğim ve hiçbir zaman pişman olmadığım ender yerlerden biridir
1019,1019:0,Baliklarin yanina Rum ve ermeni mutfagindan mezelerde pek bir yakisiyor.
1019,1019:1,"kuskonmaz somon sarma,kagitta balik pastirma kesinlikle denenmeli."
1020,1020:0,Burada caylar harika!
1020,1020:1,Bourbon Vanilla 34 numarali cay.
1020,1020:2,Vanilla ve portakal aromasina doyamayacaginiz harika bir lezzet olmus.
1020,1020:3,Ortam muhabbet edebilmek icin gayet guzel fakat manzara beklentiniz var ise baska yeri tercih etmelisiniz.
1020,1020:4,Tam tamina 60 farkli cesit cay bulabileceginiz bu mekani ziyaret etmelisiniz!
1021,1021:0,"Hoş bi mekan, severek giderim ve ayrılırken de memnuniyetle ayrılırım her zaman."
1021,1021:1,"Özellikle akşamları gidilmesini tavsiye ederim, köprünün ve hisarın ışıkları yandığında ayrı bi zevki var."
1021,1021:2,Hemde canlı müzikle :
1022,1022:0,Daha iyisi var.
1022,1022:1,Buranin doneri dedikleri kadar efsane degil.
1022,1022:2,"Eti yagli , kokuyor, ince dilinmis ve en kotusu aradan 3 saat gecmesine ragmen migdem bulaniyor."
1022,1022:3,Ortami da begenmedim kalabalik 3. Sinif bir yer.
1022,1022:4,Bir daha gitmem
1023,1023:0,"Eti lezzetli, mekan gösterişli."
1023,1023:1,Ama sunum resmen sıfır.
1023,1023:2,30 tl aldığınız hamburger için düz beyaz tabağa koymaktan öteye gidebilirsiniz bence?
1023,1023:3,Havuç dilimi ise aşırı yağlı ve şerbetli.
1023,1023:4,Pek yaratıcı özel bir yanı yok.
1024,1024:0,Pazar günü 14.30'a kadar kahvaltı dışı servis yapmayan Big Chefs!
1024,1024:1,"Kahvaltı sonrası kahve içmeye gittik, kapıdan döndük ve saat 13.30'du, şaka sandım bir an..."
1024,1024:2,"Olmadı Big Chefs, zincirsin sen..."
1025,1025:0,Leventte ki buyuk alisveris merkezlerinden cok sıkılmış olarak buraya gidelim dedik.
1025,1025:1,Ben kofte durum arkadasim tavuk WRAP( menu de meksika mutfagi olarak adlandirilmis bolumde ismi böyle geciyordu biz garson beye tavuk durum diyince garson bey buyuk bi titizlikle onun wrap oldugunu soyledi) istedi.
1025,1025:2,Menude yazilmis olmasina ragmen tavuk WRAPimiz patates ile gelmedi nedenini sordugumuz da patatesi kaldirdiklarini menulerini henuz degistirmediklerini soylediler.
1025,1025:3,Gelen tavuk Wrapten 5 dakika sonra biz kofte durum istememize ragmen tavuk sis dürümu geldi durumu soyledik ve degistirdiler.
1025,1025:4,"Tavuklar kupkuruydu, kofte durum ise siradandi."
1025,1025:5,Ikisininde yanindaki yesillikler sus icin konulmus olup yemeye kalktigimizda aci bi tatla karsilastik.
1025,1025:6,"Zeytinyagli tabagi soyledik icinde fasulye, barbunya, biber dolmasi, sarma ve saksuka vardi."
1025,1025:7,Tadlari yerindeydi fakat az koymak icin bayagi bi zorlamislar kendilerini.
1025,1025:8,"Fiyatlar normal, servis cok yavaş, tuvaletler ise pis."
1026,1026:0,"güzel olan tek sey manzaraydi, evet çocuk oyun alani var bakimsiz servis elemanlari suratsiz, hele omlet yapan bir bayan var ki benim oturdugum masa dibindeydi gelen herkese bir surat bir tavir ben böyle birsey görmedim ."
1026,1026:1,"açik büfe kahvaltisi evet çesit çoktu ancak sunum beni tatmin etmedi, temizlik hijyen hissi uyandirmadi."
1027,1027:0,Hos mekan - Mekan yaklasik 3-4 aydir var Tuzla'da.
1027,1027:1,Gidilebilecek iyi yerlerden birisi.
1027,1027:2,Ilk açildigi ay gittigimizde çok memnun kalmistik ama daha sonraki gidislerimizde servisin çok fazla aksadigina ve garsonlarin yogunluk nedeni ile herkes ile ilgilenememesini gözlemledik.
1027,1027:3,Çok az sayida garson çalisiyor ve bazen mekan dolu olunca yetemiyorlar.
1027,1027:4,Diger Mado subeleri kadar genis bir menü seçenekleri yok.
1027,1027:5,Klasik dondurma spesiyalleri ve tatlililari var.
1028,1028:0,"Internetten arastirip gittigim bir yerdi, ancak maalesef beklentilerimi çok karsilamadi."
1028,1028:1,Garsonlar istediginiz seyi en az iki kere istemeden maalesef getirmiyorlar.
1028,1028:2,Internetteki resimlerinden göründügü kadar güzel degildi.
1029,1029:0,Su böregi ile kahvalti yaptim bugün.
1029,1029:1,Su böregi oldukça lezzetli idi.
1029,1029:2,Çay kötü müydü?
1029,1029:3,"Hayir, çok taze ve lezzetliydi."
1029,1029:4,Beklentimin üstündeydi.
1030,1030:0,Her yönüyle ideal - Bizim okula çok yakin oldugu için çok sik gittigimiz bir yerdir ve muhtesemdir zaten manzarasi.
1030,1030:1,Dügünler falan da yapilir.
1030,1030:2,Ama konaklamasi yok diye biliyorum.
1030,1030:3,Yazin daha zevkli oluyor manzaraya karsi oturmasi.
1030,1030:4,Marmara ögrencilerine de indirimli fiyat uygulamasi var.
1030,1030:5,O yüzden de bizim için avantajli oluyor.
1030,1030:6,"Gözleme yapan teyzeler de var bu yil, kumpir servisine de basladilar."
1030,1030:7,Kuaförü de çok ucuz ve iyi ayrica.
1030,1030:8,Daha ne olsun =)
1031,1031:0,Güzel manzara ancak fiyat performans olarak mutfak yeterli değil.
1031,1031:1,Bu kadar ünlü olmasını reklama bağlıyorum çünkü çok daha iyi deniz ürünlerini daha uygun fiyatlarla yiyebileceğiniz bir sürü yer var İstanbul'da.
1031,1031:2,Paranız çoksa deneyin ama şart da değil:
1032,1032:0,Döner güzel ok ama giderek daha kalabalik hale hatta sisen restoranda omuz omuza kolunuzu kipirdatamadan feci bir gürültü içinde yemek yemek zorunda kaliyorsunuz.
1033,1033:0,"Sicak bir ortam - Yeri iyi olmasa da, zevkli dösenmis, yemekleri sunum ve tat açisindan tatmin edici, renkli bir mekan."
1033,1033:1,Sira bekleme olayi ise çok kötü...
1034,1034:0,Aci sevmeyenlere uygun bir mekan degil.
1034,1034:1,"Manzara muhtesem,ortam güzel ama bir karisik köfte tabagi acili köfteyle geliyorsa,fajita da aciysa bana uygun degil."
1035,1035:0,Sadece meze yiyin.
1035,1035:1,Her hafta gelmeye çalışıyoruz.
1035,1035:2,"Bütün balıkları değişik soslarla pişirip getiriyorlar, siz dur diyene kadar da mezeler gelmeye devam ediyor."
1035,1035:3,Rekorum 9 meze!
1035,1035:4,Balığın fast food gibi yenildiği yer.
1035,1035:5,Yavaş yavaş balık keyfi yapmak isterseniz önermem.
1035,1035:6,Servisi çok hızlı.
1035,1035:7,Mısır ekmeği de sıcacık bayılıyorum.
1036,1036:0,"60 çeşit çay, ruh dinlendirici müzikler, keyifli ortam, hayal kırıklığı yaratan Mizuno Pudding ve farklı da olsa alt tarafı çay içmiştim, bu hesap da ne şimdi dedirten bir hesap :"
1036,1036:1,) Evet aynen böyle olmuştu Dem'de...
1036,1036:2,"Hem çok keyif almıştım, hem de yok yok bir çay için bu kadar paraya değmez demiştim ve öve öve bitirilmeyen Mizuno Pudding'i beğenmemiştim."
1037,1037:0,Pizzalarının methini çok duyup bir türlü gidemediğimiz yerlerden biriydi burası...
1037,1037:1,Neden şimdiye kadar gelmemişim dedim.
1037,1037:2,Servisten de oldukça memnun kaldık.
1037,1037:3,Biz erken saatte gittik ama akşamları romantik bir yemek için oldukça ideal bir mekan...
1038,1038:0,Hangi gün hangi saat gidilse kalabalıktan kurtulmak mümkün değil.
1038,1038:1,Çoluğu çocuğu toplayan ev hanımları grupları mekana olan ilgiyi azaltıyor.
1038,1038:2,Garsonlar iyi.
1038,1038:3,Ürünlerin lezzeti diğer Sütiş'lerle aynı.
1039,1039:0,"Ansiklopedi kalinliginda menuyu getirip siparisinizi vermek istediginizde o yok, bu uok,su kalmadi seklinde ifadelerle birturlu istediginiz tatliyi yiyemediginiz mekan isletmecisine konuyu ilettiginizde yapacak birseyleri olmadigini buyuk rahatlikla dile getiren , garsonlarinin sattiklari urunden haberdar olmayip isteklerinizi yerine gec veya yanlis getirmeleride cabasi."
1039,1039:1,Kesinlikle tavsiye etmiyorum.
1040,1040:0,Diğer şubesinin efsaneleşen hikayelerinin ardından defalarca hep belirli sebeplerle geldiğimiz Eleos bence cidden abartılıyor.
1040,1040:1,Yeşilköy şubesini bilemem ama burası standart üzerinde yine de o fiyatlar bence çok saçma.
1040,1040:2,Ayrıca fix menü zorlaması gibi en sinir bozucu uygulamayı burada normalleştirmiş durumdalar.
1040,1040:3,Mezeler de vasatın üzerinde.
1040,1040:4,Balkon/teras bölümü de cidden çok küçük.
1040,1040:5,Yine de Asmalımescit bölgesindeki meyhanelere göre daha fazla tercih edilir bir mekan.
1041,1041:0,Her zaman gittigim ve servisi her zaman igrenc olan bu mekan artiik iyice rezalet sinirlarini zorlamis.
1041,1041:1,Mekanin isletmecisi beyin tavri tarzi konusmasi uslubu ve terbiyesi yerlerde.
1041,1041:2,Mekanin populerligi yuzunden rahatlar sanirim ama bu rahatlikla populerligi kisa surede kaybederler.
1041,1041:3,Istanbulda tek manzara goren yer olmamakla beraber yemekleride son derece lezzetsiz.
1041,1041:4,Zaten bu saatten sonra sultan sofrasida kursa o isletmeciyle bu mekana bir daha adimimi atmam.
1042,1042:0,"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat."
1042,1042:1,"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin"
1043,1043:0,Istanbulda baklavanın adresi.
1043,1043:1,"Karaköyden, Eminönünden geçerken uğramalısınız."
1043,1043:2,Sadece baklava değil karışık tabak yaptırın.
1043,1043:3,Çikolatalı baklavayıda özellikle bayanlara tavsiye ederim
1044,1044:0,"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor."
1045,1045:0,Burayi seviyorum gerçekten.
1045,1045:1,ortaya karisik söylerseniz herseyin tadina bakabilirsiniz.
1045,1045:2,Hersey lezzetli statüsüne çok yakin.
1045,1045:3,Keyifli vakit geçirirsiniz emin olun.
1046,1046:0,"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5..."
1046,1046:1,"Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta."
1047,1047:0,Balıklarından daha çok kendine has mezeleriyle ön plana çıkmış Alkolsüz bir Balıkçı .
1047,1047:1,mezeleri gerçekten standartların üzerinde mekan neredeyse her gün akşam saatlerinde yoğun oluyor .
1047,1047:2,bunun haricinde çalışanların ilgiside gayet iyi
1048,1048:0,Tam bir hayal kırıklığı.
1048,1048:1,Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi.
1048,1048:2,Hamburgerleri vasat.
1048,1048:3,Çok çok kötü
1049,1049:0,Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla.
1049,1049:1,Porsiyonları çok küçük fiyatlar çok Pahalı.
1049,1049:2,Garsonlar ilgisiz çayları kötü.
1049,1049:3,Arada bir belki tatlı yemeye gidilebilir.
1049,1049:4,O da manzarası için.
1050,1050:0,Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan.
1050,1050:1,Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.
1050,1050:2,"Servis kaliteli, çalışanları ise inanılmaz ilgili."
1050,1050:3,Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da.
1050,1050:4,Mekandaki müzik seçimleri de harika.
1050,1050:5,Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.
1051,1051:0,Mekan güzel ferah.
1051,1051:1,Servis çok hızlı.
1051,1051:2,Çok fazla çeşit var.
1051,1051:3,Bazı çeşitler kebapla çok alakasız olabiliyor.
1051,1051:4,Fiyatları makul.
1051,1051:5,Yemekler lezzetli
1052,1052:0,"Manzara güzel,yemekler güzel ama servis berbat."
1052,1052:1,Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.
1052,1052:2,Sonra değiştirip damacana suyu ile yaptılar.
1052,1052:3,Kısacası berbat.
1053,1053:0,Sahura arkadaslarla gittik.
1053,1053:1,Açik büfe sahurdu.
1053,1053:2,"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli."
1053,1053:3,servisi gayet iyi.
1053,1053:4,"Tesis, Fethi Pasa korulugunun içinde yer aliyor."
1054,1054:0,Etler kalitesi ortalama.
1054,1054:1,Lezzet ortalama.
1054,1054:2,Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.
1054,1054:3,Mekan güzel.
1054,1054:4,Bu et bu parayı asla hak etmiyor.
1054,1054:5,Nasıl ve neden bilmiyorum Florya Şazeli'de etin daha lezzetli olduğu söyleniyor.
1054,1054:6,Oraya da gidip tadacağım.
1055,1055:0,Kuru fasulye için gidilir.
1055,1055:1,Güzel yapıyorlar.
1055,1055:2,"Pilav, ayran eşliğinde iyi bir menü."
1055,1055:3,"Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş."
1055,1055:4,değiştirirler
1056,1056:0,Mart ayinin son gunu bugun berbatti burasi.
1056,1056:1,"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi."
1056,1056:2,Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!
1057,1057:0,Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.
1057,1057:1,"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel."
1057,1057:2,Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.
1058,1058:0,Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.
1058,1058:1,Ardindan en çok begendigim ise döner oldu.
1058,1058:2,Gayet lezzetliydi.
1058,1058:3,Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.
1058,1058:4,Diger yediklerimizide begendim hepsi güzellerdi.
1058,1058:5,Kendi üretimleri manda yogurtlarinida denemenizde fayda var.
1058,1058:6,Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.
1058,1058:7,"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir."
1058,1058:8,Son resimde menü içerigini görebilirsiniz.
1058,1058:9,Öncelikle ortamini çok begendim.
1058,1058:10,"Güzel, sik ve ferah bir ortami var."
1058,1058:11,Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.
1058,1058:12,Bence asla kesilmemesi lazim.
1058,1058:13,O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.
1058,1058:14,Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti.
1058,1058:15,Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.
1058,1058:16,Harikaydi...
1059,1059:0,"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim."
1059,1059:1,Yani güzel degildi.
1059,1059:2,Damak tadima hitap edemedi açikçasi.
1059,1059:3,Biberler kizartilmadan atilmis içine.
1059,1059:4,Bol yumurtali ve birkaç parça domates atilmis içine.
1059,1059:5,Adeta menemen degil biberli omlet olmus gibi.
1059,1059:6,Açik ayrani fena degildi.
1059,1059:7,Begendim diyebilirim.
1060,1060:0,Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.
1060,1060:1,hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.
1061,1061:0,dün gidip yeniden kahvalti etme firsati buldugum yer.
1061,1061:1,iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik.
1061,1061:2,ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.
1061,1061:3,bir kahvalti tabagi ile gelen çay ücretsizdi.
1061,1061:4,yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.
1061,1061:5,kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.
1062,1062:0,Sani Istanbul'un dört bir kösesine yayilmis durumda.
1062,1062:1,Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum.
1062,1062:2,Etine eyvallah fakat fiyat konusunda çok uçuklar.
1062,1062:3,Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.
1063,1063:0,Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.
1063,1063:1,"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor."
1063,1063:2,Servis çok özenli ve güzel.
1063,1063:3,Müşterisi genç bir kitle.
1063,1063:4,Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.
1064,1064:0,Manzara'ya tabikide yıldızlı 5 !
1064,1064:1,Dekorasyon da bir o kadar güzel.
1064,1064:2,Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma.
1064,1064:3,Tek kötü yanı bu olabilir burasının benim açımdan.
1064,1064:4,Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.
1064,1064:5,Aşk-ı Memnu'yu tatmayan kalmasın!
1064,1064:6,Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.
1065,1065:0,yazın dısarıda yer bulması epey zor.
1065,1065:1,fakat kızartma combosu bir harika.
1065,1065:2,sürekli kalabalik nedeniyle servis oldukca yavas.
1065,1065:3,bazen bir hesabın gelmesi bile yarım saat sürebiliyor.
1066,1066:0,Sadece ün yapmak işte hepsi bundan ibaret.
1066,1066:1,Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde
1067,1067:0,"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı."
1067,1067:1,"Masaları silen bir personel vardı bakarmısınız dedik,baktı ama bakmasamıydı."
1067,1067:2,Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.
1068,1068:0,Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.
1068,1068:1,Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.
1069,1069:0,içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.
1069,1069:1,civarda sıcaktan bunalıp serinlemek istiyorsanız boğazın kenarındaki masalardan birine oturup canlı müzik eşliğinde soğuk birşeyler içebilirsiniz.
1069,1069:2,Türk kahvesi de fena değil.
1070,1070:0,"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali."
1070,1070:1,Arap turistlerin ugrak mekani.
1070,1070:2,Lezzet eh iste.
