rid,id,text
Review-g1009379-d1094833_3,Review-g1009379-d1094833_3:4,"Toen we zegden: ja, als het te moeilijk is om ons te bedienen, we konden onze zin niet afmaken maar werden toegeschreeuwd door de oor de ober die zich dan omdraaide en weg ging."
Review-g1009379-d1094833_3,Review-g1009379-d1094833_3:5,De andere klanten zegden luidop dat het schandalig en ongelooflijk was dat men een groep van 9 mensen zo duidelijk buiten joeg!
Review-g1009379-d1094833_3,Review-g1009379-d1094833_3:6,Ieder ander restaurant met enige waardigheid zou 9 klanten om 19.20u op zaterdagavond met open armen ontvangen!
Review-g1009379-d1094833_3,Review-g1009379-d1094833_3:7,"Als deze zaak het hoofd niet boven water kan houden, ligt het niet aan de crisis!"
Review-g1009379-d1094833_3,Review-g1009379-d1094833_3:8,"Eigenaar, leer uw personeel manieren."
Review-g1009379-d1094833_4,Review-g1009379-d1094833_4:1,We komen hier vaker eten: degelijke brasserie zonder meer.
Review-g1009379-d1094833_4,Review-g1009379-d1094833_4:2,Alles is ok maar je krijgt nooit een echt 'wow-gevoel'.
Review-g1009379-d1094833_4,Review-g1009379-d1094833_4:3,Zaak draait duidelijk op vast (ouder) cliënteel en is hier tevreden mee.
Review-g1009379-d1094833_4,Review-g1009379-d1094833_4:4,Kort gezegd: je zal nooit teleurgesteld zijn maar je zal eveneens nooit in de 'wolken' zijn.
Review-g1081485-d4399506_1,Review-g1081485-d4399506_1:1,"De gastvrouw kreeg van ons de vrije keuze aan tapagerechtjes, zij leverde snel aan en alhoewel alles lekker was en van goede kwaliteit, miste ik verfijning."
Review-g1081485-d4399506_1,Review-g1081485-d4399506_1:2,"Wij vertelden bij het begin te houden van de combinatie tapa en vis en hier werd helemaal niet op ingegaan: iberico, chorizo, manchego, Russiisch ei, champignons, tomaatjes...., gehaktballetjes in tomatensaus, allemaal lekker, echter niet authentiek..."
Review-g1081485-d4399506_1,Review-g1081485-d4399506_1:3,"De wijn was lekker, duurste fles nog aan modeste prijs van 30 eur....."
Review-g1081485-d4399506_1,Review-g1081485-d4399506_1:4,Dit is dus een leuk adresje voor gezellige babbel en eenvoudige maar toch lekkere tapàs
Review-g1081485-d4399506_1,Review-g1081485-d4399506_1:5,Bediening vriendelijk maar gehaast....
Review-g1081485-d4399506_2,Review-g1081485-d4399506_2:1,Zuiderse sfeer...
Review-g1081485-d4399506_2,Review-g1081485-d4399506_2:2,Gezellig en lekker.
Review-g1081485-d4399506_2,Review-g1081485-d4399506_2:3,Geweldig concept voor een geweldige avond in Spaanse decor!!
Review-g1081485-d4399506_2,Review-g1081485-d4399506_2:4,Komen zeker terug
Review-g1081485-d4399506_3,Review-g1081485-d4399506_3:1,Prachtige wijnen en heel gezellig ambiente.
Review-g1081485-d4399506_3,Review-g1081485-d4399506_3:2,Authentieke recepten (als spanje kenners kunnen we dat bevestigen) en alles huisgemaakt (dat proef je!).
Review-g1081485-d4399506_3,Review-g1081485-d4399506_3:3,Een aanrader voor een avond uit!
Review-g1081485-d4399506_4,Review-g1081485-d4399506_4:1,"Leuk concept, zeer lekkere wijnen en tapas, deze wisselen regelmatig soms zeer goed andere gewoon goed."
Review-g1081485-d4399506_4,Review-g1081485-d4399506_4:2,"komen steeds terug om een gezellige avond door te brengen met hapje en drankje, de bediening zou soms sneller kunnen, maar bekijk dit als een leuke en ontspannen middag of avond zonder stress"
Review-g1081485-d803873_1,Review-g1081485-d803873_1:1,Antwerpen metropool is een fantastische stad voor gastronomen.
Review-g1081485-d803873_1,Review-g1081485-d803873_1:2,Ook in de periferie zijn er juweeltjes zoals Klein Constantia.
Review-g1081485-d803873_1,Review-g1081485-d803873_1:3,"Hoewel eerder gericht op een modaal publiek dat graag een biefstuk eet, presenteert dit restaurant met de regelmaat van de klok smaakparadijzen van schotels voor gastronomen."
Review-g1081485-d803873_1,Review-g1081485-d803873_1:4,"En voor amateurs van Zuid Afrikaanse wijnen met een fruitige smaak, probeer zeker Provenance Rooi."
Review-g1081485-d803873_3,Review-g1081485-d803873_3:1,Gewoonweg het beste restaurant in de buurt!
Review-g1081485-d803873_3,Review-g1081485-d803873_3:2,Passie voor eten en bijpassende drank in een gezellig kader.
Review-g1081485-d803873_3,Review-g1081485-d803873_3:3,Anders dan anders maar oh zo lekker!!!!
Review-g1081485-d803873_4,Review-g1081485-d803873_4:1,Vroegere bezoeken aan KC waren altijd een culinair hoogtepunt.
Review-g1081485-d803873_4,Review-g1081485-d803873_4:2,Jammer genoeg kan dat van het laatste bezoek niet meer gezegd worden.
Review-g1081485-d803873_4,Review-g1081485-d803873_4:3,De swung is er blijkbaar uit.
Review-g1081485-d803873_4,Review-g1081485-d803873_4:4,"De menukaart is veel te beperkt, suggesties zijn verdwenen, net als de creativiteit op het bord."
Review-g1081485-d803873_4,Review-g1081485-d803873_4:5,Een simpele sla als bijgerecht is niet meteen mijn motivatie om op restaurant te gaan.
Review-g1081485-d803873_4,Review-g1081485-d803873_4:6,Amuses die vroeger een leuke entree waren zijn nu beperkt tot een pompoensoepje.
Review-g1081485-d803873_4,Review-g1081485-d803873_4:7,"Maar zelfs met deze beperkte kaart (4 hoofdgerechten, 4 voorgerechten en 2 desserts) waren er toch 2 gerechten niet beschikbaar!"
Review-g1081485-d803873_4,Review-g1081485-d803873_4:8,"Maar zeer vervelend, dit werd bij de presentatie van de menukaart vooraf niet gemeld."
Review-g1081485-d803873_4,Review-g1081485-d803873_4:9,Zelfs werd dit bij het hoofdgerecht pas gemeld op het moment dat het moest geserveerd worden!
Review-g1081485-d803873_4,Review-g1081485-d803873_4:10,Hier is de kaart kies maar iets anders.
Review-g1081485-d803873_4,Review-g1081485-d803873_4:11,"Neen, dit zijn 3 stappen achteruit tegenover vroegere bezoeken."
Review-g1081485-d803873_4,Review-g1081485-d803873_4:12,"Als het de keuze is van de eigenaar om te gaan voor een brasserie is dat zijn keuze, maar zoals nu op 2 paarden wedden, dat lukt gewoonweg niet."
Review-g1081485-d803873_4,Review-g1081485-d803873_4:13,Zeer jammer.
Review-g1081485-d803873_4,Review-g1081485-d803873_4:14,Positief blijft wel dat de kwaliteit van de producten ok is en de ruime keuze uit de Zuid-Afrikaanse wijnen.
Review-g1120021-d4097420_1,Review-g1120021-d4097420_1:1,voor de tweede maal gaan eten.
Review-g1120021-d4097420_1,Review-g1120021-d4097420_1:2,"Vorige keer de Royal all in menu, deze keer de all in menu."
Review-g1120021-d4097420_1,Review-g1120021-d4097420_1:3,"Tip top in orde met een glaasje cava met wachtbordje, voorgerecht, hoofdgerecht en dessert of irish koffie."
Review-g1120021-d4097420_1,Review-g1120021-d4097420_1:4,Water en 2 glazen wijn inclusief voor 32€.
Review-g1120021-d4097420_1,Review-g1120021-d4097420_1:5,Zeer vriendelijke en vlotte bediening.
Review-g1120021-d4097420_1,Review-g1120021-d4097420_1:6,Een aanrader!
Review-g1120021-d4097420_3,Review-g1120021-d4097420_3:1,In de vorige vestiging was de keuken en de bediening op restaurantniveau.
Review-g1120021-d4097420_3,Review-g1120021-d4097420_3:2,Nu is het nog geen brasseriebeoordeling waard.
Review-g1120021-d4097420_3,Review-g1120021-d4097420_3:3,Met gezin (6 personen) gaan eten en viel echt tegen.
Review-g1120021-d4097420_4,Review-g1120021-d4097420_4:1,"Lekker broodje met vol-au-vent Aan 8,5€!"
Review-g1120021-d4097420_4,Review-g1120021-d4097420_4:2,Duur.
Review-g1120021-d4097420_4,Review-g1120021-d4097420_4:3,Bediening was niet vriendelijk.
Review-g1120021-d4097420_4,Review-g1120021-d4097420_4:4,Sfeer was ok maar niet zo aangenaam
Review-g1549789-d1745655_1,Review-g1549789-d1745655_1:1,"The Village, een echte aanrader!"
Review-g1549789-d1745655_1,Review-g1549789-d1745655_1:2,"Gezellige sfeer, vriendelijke bediening en het eten is TOP!"
Review-g1549789-d1745655_1,Review-g1549789-d1745655_1:3,"Romantiek of gezelligheid, even genieten,...alaise!!"
Review-g1549789-d1745655_1,Review-g1549789-d1745655_1:4,Keep up the good work!
Review-g1549789-d1745655_2,Review-g1549789-d1745655_2:1,"Vroeger bij de zuiderparel ging ik regelmatig eten, nu is het concept veranderd naar eetcafé wat ook wilt zeggen dat de kaart volledig is aangepast."
Review-g1549789-d1745655_2,Review-g1549789-d1745655_2:2,"Maar moet eerlijk zeggen, het was en blijft hier top om te eten."
Review-g1549789-d1745655_2,Review-g1549789-d1745655_2:3,"Mooie aankleding van de zaak, super vriendelijke bediening en voor ieder wat wils op de kaart."
Review-g1549789-d1745655_2,Review-g1549789-d1745655_2:4,"Wat ik zelf leuk vind om te doen hier is de Tapas schotel, maar ook hun village gras met bijhorende saus, hun mosselen en de legendarische Pelt stoofvlees is super lekker."
Review-g1549789-d1745655_2,Review-g1549789-d1745655_2:5,"Ook de gezelligheid om van in de sofa te zitten of aan de toog te hangen en van een lekkere Cocktail te genieten, het is hier allemaal."
Review-g1549789-d1745655_2,Review-g1549789-d1745655_2:6,"Tanja, je bent goed bezig!!!!!"
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:1,We wilden met vier personen reserveren voor een hapje te eten bij voorheen de zuiderparel (telefoon deed het meerdere malen niet)!!!!
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:2,Of ze namen gewoon niet op.
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:3,We zijn over gegaan tot actie en toch maar gewaagd vertrokken op hoop dat er nog plaats was!!
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:4,En ja er was zeker plaats (3 uur met vier personen in de zaak gezeten) we werden wel zeer goed ontvangen de garcon van dienst was dan ook het enige aansprakelijke in de zaak!
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:5,De zaak is mooi maar koel omdat er geen volk te vertoeven was: het eten gewoon SCHANDALIG!!!!
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:6,Sla van de aldi de kwaliteit was slecht en de dressing was al precies maand over datum!
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:7,De huisbereide garnaal kroketten kwamen van de makro!!!!
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:8,Stond een vrouwelijk personeelslid gewoon te roken in de zaak dit is allemaal jammer en voor ons Wker niet voor herhaling vatbaar.
Review-g1549789-d1745655_3,Review-g1549789-d1745655_3:9,maar wel een aanrader mocht je op je privacy gesteld zijn!!!!
Review-g188636-d1227444_1,Review-g188636-d1227444_1:1,zowel het concept als het Interieur is orgineel.
Review-g188636-d1227444_1,Review-g188636-d1227444_1:2,Bart de eigenaar doet de zaal en 1 kok maakt de gerechten.
Review-g188636-d1227444_1,Review-g188636-d1227444_1:3,Daarom kleine kaart met enkel super verse bordjes.
Review-g188636-d1227444_1,Review-g188636-d1227444_1:4,De wijnkeuze is fantastisch en prijs kwaliteit is zeer correct.
Review-g188636-d1227444_3,Review-g188636-d1227444_3:1,"Leuke sfeer, gemoedelijke ontvangst, de beste steak tartare die we ooit hebben gegeten (de gebakken moet je ook zeker eens proberen!), wijn aangepast aan je eigen smaak,..."
Review-g188636-d1227444_3,Review-g188636-d1227444_3:2,Kortom een absolute AANRADER!!
Review-g188636-d1227444_4,Review-g188636-d1227444_4:1,Geweldig restaurant buiten het echte centrum van Antwerpen.
Review-g188636-d1227444_4,Review-g188636-d1227444_4:2,"Sublieme, ongedwongen sfeer, weinig couverts (reserveren is noodzakelijk) en een fantastische bediening."
Review-g188636-d1227444_4,Review-g188636-d1227444_4:3,Het eten is top (die steak tartaar!) en het is heerlijk om je te laten verrassen door hun wijnkeuze.
Review-g188636-d1227444_4,Review-g188636-d1227444_4:4,"Geen goedkope zaak, maar prijs/kwaliteit zeer correct."
Review-g188636-d1227444_4,Review-g188636-d1227444_4:5,Een absolute aanrader!
Review-g188636-d1790921_1,Review-g188636-d1790921_1:1,In de namiddag gestopt voor koffie.
Review-g188636-d1790921_1,Review-g188636-d1790921_1:2,En ja op het Antwerpse Zuid staat hip niet altijd gelijk aan kwaliteit.
Review-g188636-d1790921_1,Review-g188636-d1790921_1:3,De koffies en warme choco waren naar mijn mening veel te duur geprijsd en werden te koud opgediend.
Review-g188636-d1790921_1,Review-g188636-d1790921_1:4,Lauwe koffie is gewoon niet accepteerbaar.
Review-g188636-d1790921_1,Review-g188636-d1790921_1:5,"Vooral om dat de zaak zo goed als leeg was, is dit niet aanvaardbaar."
Review-g188636-d1790921_1,Review-g188636-d1790921_1:6,Geeft ook geen goede indruk dat je toog vol afwas staat van de afgelopen uren terwijl er ca 8 mensen in de zaak aanwezig zijn.
Review-g188636-d1790921_1,Review-g188636-d1790921_1:7,Mij zien ze hier niet meer.
Review-g188636-d1790921_1,Review-g188636-d1790921_1:8,Portie taart was voldoende groot en daar viel op zich weinig op aan te merken.
Review-g188636-d1790921_2,Review-g188636-d1790921_2:1,"Enig adresje waar je lekkere pastrami kan eten, wordt geserveerd met een speciaal sausje en op dikke sneden brood."
Review-g188636-d1790921_2,Review-g188636-d1790921_2:2,Ook de koffie is er lekker en er heerst een gezellige sfeer.
Review-g188636-d1790921_2,Review-g188636-d1790921_2:3,Leuk om te lunchen.
Review-g188636-d1790921_3,Review-g188636-d1790921_3:1,Heerlijk gegeten bij caffe internazionale.
Review-g188636-d1790921_3,Review-g188636-d1790921_3:2,Na bij het hotel uitgecheckt te hebben zijn we naar het gezellige cafe getogen.
Review-g188636-d1790921_3,Review-g188636-d1790921_3:3,Hier hebben we uitgebreid ontbeten en van een goede kop koffie genoten.
Review-g188636-d1790921_3,Review-g188636-d1790921_3:4,De kwaliteit van het eten was heerlijk en net als de sfeer alsof je bij vrienden thuis o bezoek was.
Review-g188636-d1790921_3,Review-g188636-d1790921_3:5,De bediening was vriendelijk en correct.
Review-g188636-d1790921_3,Review-g188636-d1790921_3:6,"Een absolute aanrader voor lekker ontbijt, bruch en/of koffie!"
Review-g188636-d3907081_1,Review-g188636-d3907081_1:1,De keuken van à L'infintise is een unieke ervaring in geheel Antwerpen.
Review-g188636-d3907081_1,Review-g188636-d3907081_1:2,Voor een schappelijke prijs serveert de chef ons zijn culinaire creaties waar zijn persoonlijke stijl tot zijn recht komt.
Review-g188636-d3907081_1,Review-g188636-d3907081_1:3,Marc is een kunstenaar die weet om te gaan met de smaken en uiterlijk van lekker eten.
Review-g188636-d3907081_4,Review-g188636-d3907081_4:1,Je valt er van de ene verbazing in de andere.
Review-g188636-d3907081_4,Review-g188636-d3907081_4:2,Het concept is zeer origineel.
Review-g188636-d3907081_4,Review-g188636-d3907081_4:3,"Het eten is fantastisch, zeer creatief, lekker, ik heb er geen woorden voor."
Review-g188636-d3907081_4,Review-g188636-d3907081_4:4,Vriendelijke service.
Review-g188636-d3907081_4,Review-g188636-d3907081_4:5,Ik kom hier graag terug.
Review-g188636-d3907081_4,Review-g188636-d3907081_4:6,Spijtig dat de wachttijden zo lang zijn.
Review-g188636-d3907081_4,Review-g188636-d3907081_4:7,We hebben alvast gereserveerd voor december.
Review-g188636-d3907081_4,Review-g188636-d3907081_4:8,Voor mij verdient de chef 4 sterren.
Review-g188636-d4080718_1,Review-g188636-d4080718_1:1,"Leuk ingericht, genoeg keuze, goed prijs/kwaliteitverhouding."
Review-g188636-d4080718_1,Review-g188636-d4080718_1:2,Wij zijn er rond 21u nog binnen gevallen dus er was weinig volk aanwezig.
Review-g188636-d4080718_2,Review-g188636-d4080718_2:1,"Wij kwamen hier gisteren met 2 met een Grouponbon, menu met fles wijn en halve liter water."
Review-g188636-d4080718_2,Review-g188636-d4080718_2:2,De ontvangst was zéér vriendelijk en hartelijk.
Review-g188636-d4080718_2,Review-g188636-d4080718_2:3,"Het voorgerecht was héél lekker, de hoofdschotel ook."
Review-g188636-d4080718_2,Review-g188636-d4080718_2:4,Verschillende superlekkere gerechtjes met rijst apart.
Review-g188636-d4080718_2,Review-g188636-d4080718_2:5,Heel veel groenten.
Review-g188636-d4080718_2,Review-g188636-d4080718_2:6,Zeker voldoende voor 2 pers. enig minmuntje: wat weinig kip en scampi's.
Review-g188636-d4080718_2,Review-g188636-d4080718_2:7,Het nagerechtje was wat taai en geen verse chocoladesaus.
Review-g188636-d4080718_2,Review-g188636-d4080718_2:8,Maar je moet wel prijs/kwaliteit voor ogen houden he...
Review-g188636-d4080718_2,Review-g188636-d4080718_2:9,Bediening SUPER vriendelijk.
Review-g188636-d4080718_2,Review-g188636-d4080718_2:10,"Ik was een beetje bang na het lezen van andere reacties, ik kan ze alleen ongelijk geven."
Review-g188636-d4080718_2,Review-g188636-d4080718_2:11,"De kaart is zéér uitgebreid, wij komen zeker en vast terug!"
Review-g188636-d4080718_2,Review-g188636-d4080718_2:12,"Er zou juist een nieuwe eigenaar zijn, vandaar misschien het positieve dat hij betracht."
Review-g188636-d4080718_2,Review-g188636-d4080718_2:13,Wij wensen hem héél veel succes!
Review-g188636-d4170392_1,Review-g188636-d4170392_1:1,Het is een klein leuk restaurantje en ze serveren prima sushi maar daar is het ook mee gezegd.
Review-g188636-d4170392_1,Review-g188636-d4170392_1:2,Vaak hoort er een speciaal sausje bij maar dat krijg je hier niet.
Review-g188636-d4170392_1,Review-g188636-d4170392_1:3,Je krijgt 2 uur de tijd om je 5 rondes te bestellen maar binnen die 2 uur haal je maar net 3 rondes omdat het zo verschrikkelijk lang duurt.
Review-g188636-d4170392_1,Review-g188636-d4170392_1:4,Circa 30 minuten vanaf bestelling.
Review-g188636-d4170392_1,Review-g188636-d4170392_1:5,Daarnaast vliegen er rondom de bar allemaal vieze vliegjes dus daar zou ik niet in de buurt gaan zitten.
Review-g188636-d4170392_1,Review-g188636-d4170392_1:6,De dame was wel vriendelijk en we mochten zelfs tijdens de drukte van tafel wisselen.
Review-g188636-d4170392_2,Review-g188636-d4170392_2:1,"Wanneer het restaurant niet vol zit, dan is het geen probleem om hier op een rustig tempo jouw buik bomvol te eten."
Review-g188636-d4170392_2,Review-g188636-d4170392_2:2,Maar als het wat drukker wordt hebben de mensen in zowel de keuken als de bediening handen te kort.
Review-g188636-d4170392_2,Review-g188636-d4170392_2:3,Wel proberen de mensen jou met de glimlach te helpen waar ze kunnen.
Review-g188636-d4170392_2,Review-g188636-d4170392_2:4,"De tafels lijken niet altijd even proper, en hier en daar is er wel iets aan vervanging toe (zoals een krakende luidspreker)."
Review-g188636-d4170392_2,Review-g188636-d4170392_2:5,Maar het klinkt erger dan het is.
Review-g188636-d4170392_2,Review-g188636-d4170392_2:6,Het eten is echt lekker.
Review-g188636-d4170392_2,Review-g188636-d4170392_2:7,"Zoveel verschillende keuze, en de smaken zitten goed."
Review-g188636-d4170392_2,Review-g188636-d4170392_2:8,"Het concept op zich lijkt misschien eerst een beetje vreemd, en velen denken dat ze niet genoeg zullen hebben."
Review-g188636-d4170392_2,Review-g188636-d4170392_2:9,"Maar wees gerust, je buik zit vol als je de zaak verlaat."
Review-g188636-d4170392_2,Review-g188636-d4170392_2:10,"Als je leest dat sommigen ""niet durven bestellen omdat ze misschien 1 euro moeten opleggen als ze het niet op krijgen"", of ""enkel water"" hebben gedronken, dan mogen die ""enkel-met-korting""-mensen van mij voor een groot stuk wegblijven, zodat de rest vlugger bediend wordt."
Review-g188636-d4170392_3,Review-g188636-d4170392_3:1,"Eten is perfect, we zijn er dol op en hebben ervan genoten en we komen ooit nog terug zonder twijfel!"
Review-g188636-d4170392_3,Review-g188636-d4170392_3:2,"We mochten zoooveel eten, perfect!!!!"
Review-g188636-d4170392_4,Review-g188636-d4170392_4:1,Shusi's zijn goed al moet men zelf kunnen beslissen of er wasabi en/of peper op zit.
Review-g188636-d4170392_4,Review-g188636-d4170392_4:2,Warme gerechten komen uit magnetron vooral de spiezen en spareribs waren onsmakelijk.
Review-g188636-d4170392_4,Review-g188636-d4170392_4:3,Als je een frequent shusi eeter bent sla deze zaak dan over.
Review-g188636-d4170392_4,Review-g188636-d4170392_4:4,Jammer van de gemaakte kosten zonder desert weggegaan na 3 rondes.
Review-g188636-d4562380_1,Review-g188636-d4562380_1:1,"Aangetrokken door het leuke terras aan de straatzijde en de heerlijke kazen in de vitrine, besloten een lunch te doen in deze zaak."
Review-g188636-d4562380_1,Review-g188636-d4562380_1:2,"Geen menukaart, maar gewoon kiezen tussen de lekkernijen in de koeltoog, ik nam een tortellini met pancetta aangeprezen door de uitbater, superlekker!"
Review-g188636-d4562380_1,Review-g188636-d4562380_1:3,Dit in combinatie met fijne muziek op de achtergrond en een heerlijk glas wit voor voor een zeer correcte prijs.
Review-g188636-d4562380_1,Review-g188636-d4562380_1:4,Zeker te proberen!
Review-g188636-d4562380_2,Review-g188636-d4562380_2:1,De smaaknatie is echt eens iets anders!
Review-g188636-d4562380_2,Review-g188636-d4562380_2:2,Leuk adres voor n lunch maar ook voor iets lekkers te halen om thuis te eten of n lekker glas wijn te drinken met n assortimentje kaas erbij!
Review-g188636-d4562380_2,Review-g188636-d4562380_2:3,De eigenaar doet alles alleen dus hij heeft zijn handen vol!
Review-g188636-d4562380_2,Review-g188636-d4562380_2:4,Daarom zin de prijzen ook zeer democratisch!
Review-g188636-d4562380_2,Review-g188636-d4562380_2:5,Alles wordt op nog artisanale wijze bereid!
