rid,id,text
1068,1068:3,3:- التليفزيون اللي بالغرفة 3 أو 4 قنوات بس اللي شغالين
1068,1068:4,4:- أسعار المشروبات الساخنة مثل الشاي و النسكافية غالي جداً
1068,1068:5,5:- أعتقد إن أسعاره غالية قليلا
1068,1068:6,6:- لا يوجد انترنت
1210,1210:0,اقامه ممتعه
1210,1210:1,الخدمه جيده . الاكل متوسط مع توافر اصناف خاصة و مفاجآت
1210,1210:2,شاطئ البحر خرافي مع بحيرة صناعية واسماك حولك ورمال ناعمة.
1210,1210:3,بار لافيستا جميل في قلب البحر . ملاعب اطفال رائعة وركوب الجمل. الموظفين غالبا ودودين و مبتسمين .
1210,1210:4,الغرف متوسطة ولكن مريحة . الحديقة متوسط و التشجير ضعيف  القيمه مقابل ما تحصل عليه هي صفقه رابحه و ممتعه
1705,1705:0,وكان الجميع جميلة ومتعاونة في وخاصة لوك
1705,1705:1,"الغرف رائعة, الكثير من مساحة كبيرة بحجم ملكي, للتحرك اختر من مقاعد مريحة للجلوس."
1705,1705:2,"لقد تم تصوير فيلم قصير هنا, كانت الغرفة في الطابق الأرضي خلف مكتب الاستقبال تفتح على الفناء الذي كان لطيفا أن الأبواب مفتوحة للخروج, الجلوس في الشمس."
1705,1705:3,موقع رائع من المطاعم والمقاهي. ساعود هنا مرة أخرى أوصي به لأي شخص.
941,941:0,فندق ممتاز
941,941:1,قضيت الفترة من 24-28/4 هناك وكانت الزيارة الثالثة المكان جميل جدا
941,941:2,والموظفين ودودون  وخدمة رائعة من البل مان للرسبشن للامن لكافة الموظفين والمطبخ ومطعم مرجانة وخدمات رائعة للسياح واحترام لهم شكرا للشيف ياسر ولمديرى المطاعم احمد وابراهيم وكل الموظفين وان شاء اللة اللاجازة القادمة هناك ايضا
1749,1749:0,نظافة وحداثة اثاث الغرفة
1749,1749:1,انترنت قوي ومجاني مشي للمحطة 3 دقائق مشي للسوق الصيني 7 دقائق من كاونتر 10 حافلات – حافلة المطار الى محطة السنترال ثم تاكسي الفندق متعاونين تاكسي المحطة الفندق
1749,1749:2,قربه من ماركت واماكن سياحية عديدة –موظفي الفندق متعاونين –عدم وجود ثلاحة –عدم وجود قنوات تلفزيون عربية
1017,1017:0,لقد كرهناه ولن نعود أبداً الاستوديوهات بمقاس السرير فقط،
1017,1017:1,، والحمام غير موجود. إنه حوض استحمام محاط بالجدران. يمكنك الخروج من السرير مباشرة إلى الحمام. المرحاض الذي يمكنك أن تجده في منطقة الحمامات يمكن إغلاقه بباب زجاجي لا ينغلق بالكامل.
1017,1017:2,لم يكن المكيف يعمل (27 درجة مئوية في الخارج) كان المصعد يعمل فقط في اليوم الأول وليس في الأيام الأربعة التالية.
910,910:0,فندق رائع بكل المقاييس بل هو افضل فنادق المدينة المنورة على الاطلاق
910,910:1,اولا من لحظة دخولك الفندق كل رخام و شكله رائع ..
910,910:2,ثانيا الاستقبال من الموظفين رائع و الاجراءات تنتهى بسرعة ..
910,910:3,الغرفة مميزة و رائعة ..
910,910:4,الخدمة جيدة جدا و سريعة ..
910,910:5,الموقع للفندق مميز و الشىء الرائع انه بجوار باب 25 المخصص للحريم و المؤدى للروضة للحريم...
778,778:0,كانت فتره الاقامه ممتعه ..
778,778:1,الفندق قريب جدا من الحرم على بعد خطوات ليس اكتر ...
778,778:2,الموظفين اكتر من رائعين و يلبون الطلبات فى الوقت المخصص لها ....
778,778:3,اتمنى المزيد من التقدم للعاملين فى هدا الفندق الرائع و مزيد من التقدم ان شاء الله. و حتما سوف اعود ان شاء الله.
2210,2210:0,رخيص و نظيف
2210,2210:1,إنه فندق رخيص في سيوة، بعض الغرف بها تلفاز (سيكون من حسن الحظ إذا كان يعمل) لكن من يحتاج ذلك، بعض الغرف بها مكيف هواء، لا تتوقع خدمة غرف.
2210,2210:2,لذا إذا كنت تبحث عن مكان رخيص بالقرب من مركز البلدة و نظيف أيضاً، هذا هو مكانك. إذا كنت تحب بعض الرفاهية أثناء إقامتك فبكل تأكيد ستخيب آمالك جداً هناك.
197,197:0,فندق رائع ولكن الخدمة ضعيفة فندق جميل وخلاب ويقع في وسط المدينة وبناءه جميل وقديم لكن الخدمة ليست بالمستوى المطلوب
197,197:1,حيث لاحظت ان هنالك نقص بالموظفين فقد قضينا ننتظر دورنا في الاستقبال نصف ساعة وكان هنالك موظف استقبال واحد فقط
197,197:2,وفي المطعم لا يتم الاعتناء بنظافة الأطباق وجدت بعض البقع على طبقي
828,828:0,"وددت أن أنقل صورة عن إقامتي في فندق انتر كونتيننتال الأردن , كانت إقامة رائعة ولله الحمد يتميز الفندق بكثر الحركة وكثر السائحين وهذا يعطي انطباعا جيدا عن الفندق,"
828,828:1,وكثرة الزائرين تعني لي بأن جميع المأكولات تكون نظيفة وجيدة وهذا ما وجدته في مطعم برج الحمام وخدمة الروم سيرفس
276,276:0,زيارة القاهرة لم أفكر كثيرا في هذا الفندق. وفضلا عن كونه مريحة إلى حد ما بالنسبة لقربه من المطار وأنه غير مكلف، إلا أنه كان رتيب جدا وصاخبة جدا بالليل،
276,276:1,الموسيقى صاخبة جدا من الحادية عشرة مساءًا حتى بعد الساعة الثالثة صباحًا.
276,276:2,كان الإفطار معقولا ولم أجرب أية وجبات أخرى. وكان الموظفون جدًا جيدين.
887,887:0,الفندق يقع في آخر ابراج البيت يعني قريب من الحرم والخدمات
887,887:1,وعلى الرغم من حداثته حيث انه لم يفتتح الا في رمضان 2012 فقد كان الاثاث غير نظيف نوعا ما ( المفارش - السجاد ) ودورة المياه صغيره جدا
887,887:2,يعيبه قلة المصاعد
1202,1202:0,مكان رائع وجميل وخدمة ممتازة ومعاملة رائعة
1202,1202:1,ذهبت انا ومجموعة من أصدقائي الي فندق كورال بيتش كل منا معه أسرته واشهد بأننا قد قضينا وقت ممتع وسعيد والكل تفاني في خدمتنا ولا توجد تفرقة بين مصري وأجنبي وهذا ما أشعرني بالسعادة البالغة
1202,1202:2,ومن هنا بشكر جميع العاملين بالفندق علي حسن المعاملة المحترفة المحترمة مقدمة لكم عماد صدقي راشد صدقي عاطف مكرم جمال عويضة
872,872:0,سكنت ثلاث ليالي في شهر ديسمبر قبل ثلاثة أعوام و كان الفندق بمطعم واحد فقط للإفطار السعر مرتفع جداً للغرفة المزدوجة و بوفيه الإفطار أيضاً
872,872:1,الغرفة رائعه الإضاءة و الديكور و العزل و صغيرة نسبياً
872,872:2,الفندق قريب جداً من المسجد النبوي حوالي خمس دقائق مشي في الساحة الأمامية لايوجد أماكن واسعه للجلوس والحديث
2170,2170:0,لن أفي هذا الفندق حقه حتى لو قلت إنه مريع!
2170,2170:1,هذا الفندق هو بيت دعارة. إنه مكان للبغايا والقوادين، ولا يليق أبداً بالعائلات والأزواج.
2170,2170:2,الطابق الأرضي ملئ بالبغايا طيلة أيام الأسبوع وعلى مدار الساعة، والحمامات قذرة، والضوضاء ليلاً مزعجة جداً، وأنا أعدكم بأنكم لن تغفو ولو لثوانى.
2170,2170:3,ستسمع زمامير السيارات، والناس يصرخون والموسيقى صاخبة بشكل رهيب. كنت في غاية الاشمئزاز، وببساطة رفضت أن أذهب إلى الإفطار هناك. لا تختر أبداً هذا الفندق، إلا إذا كنت تبحث عن أرخص العاهرات في دبي، الإمارات.
167,167:0,مبالََغ في مدحه  تصميم وتجديد الفندق يؤكد أنه من إنتاج ثمانينات القرن الماضي. يصعب الوصول إلى الخدمة ولكن إذا استطعت الحصول على دقيقة من المدير المشغول في الاستقبال ستحصل على استجابة. الانطباع العام هو أن العديد من الزوار المنبهرين بفندق كيه آند كيه في TripAdvisor أقاموا في فندق آخر.
601,601:0,حتى أفضل لقد كتبت عن العاج من قبل. كان لدي مؤخرا سبب لزيارتهم مرة أخرى وقد دهشت. يبدو أن المكان قد غيّر الأيدي العاملة، وهم ماضون في عملية إصلاح المكان. حتى أنه هناك افتتاح مطعم صغير قريبا. وقد عُرض علي عرض من الدرجة الأولى على شقة بغرفتي نوم. هذا المكان ذو معدل سعر مقابل أداء أفضل مما كان عليه قبل
566,566:0,فندق رائع فندق جميل كل الغرف فيه عبارة عن استديو جميل وداخله مطبخ وجلسة صغيرة مع سماعة سبيكر للايبود وجاكوزي رااااااائع ..
566,566:1,"والسعر مناسب لهذه الرفاهية ..الخدمة سريعة والاستقبال جميل جدا..يوجد به عدد 2 بارات .. وهو على شارع البانقلا بشكل شبه مباشر خطوتين فقط وانت في الشارع ويعتبر موقعه افضل موقع ,,"
34,34:0,جودة الخدمة عالية الخدمة الفطر ممتاز. ...وخدمات الموظفين. .حلو في قمت. الاحترام. وغرف. موقع. استراتيجي. .ممتاز. .ونظيف. ...بصراحة حلو. .ممتاز. من جميع النواحي. ...يستهل.4نجمه أو 5 نجمة...نحب. نشوف. المرة ثانيه. يكون.ع.نفس المستوى العالي
1250,1250:0,نزل مبيت وإفطار حميم وملائم- أنصح به  فريق عمل حميم وودود يتحدث الإنجليزية
1250,1250:1,فقط إفطار بسيط (تشكيلة من الخبز)، واي فاي مجاني
1250,1250:2,بعض الغرف تحتوي على حمام خاص.
1250,1250:3,نقداً فقط (ما من بطاقات ائتمان) ولكن هناك الكثير من ماكينات الصراف الآلي في الجوار (اسأل والتر عن أقرب واحدة).
1521,1521:0,"فندق لطيف مكثنا ثلاث ليال في الآونة الأخيرة.إن الغرف, الديكور, الاستعدادات ممتازة. إن المطعم الياباني جيد و يقدم تخفيضا رائعا بقيمة %30 على الطعام و المشروبات قبل 7:00 مساء."
1521,1521:1,إن خيار البوفيه في مطعم الفندق المطعم الرئيسي يعد أقل إثارة للاهتمام. أظن أن الطعام المعد للعملاء الدوليين يؤدي إلى نوع من فقدإن البصر. إنه يحتوي على الكثير من المواد الغذائية ولكن ليس مثيرا للغاية.
130,130:0,تقييمى للفندق ممتاز مع مرتبة الشرف لما فيه من خدمات ممتازة ورائعة لجميع زوار الفندق وتوافر الالعاب الاكوابارك وتعاون جميع العمال مع الزوار من جميع الجنسيات خاصة العمال المصريين
130,130:1,وكذالك نظافة الغرف دائما وجوده الطعام الطازج واسعار خاصة للجميع
2242,2242:0,لتحسين الخدمة بالفندق يجب مراعاة بعض ا#65271;شياء لكي يتم تحسين الخدمة أولا نظافة الغرف يجب أن تكون يومية و ليس عند الطلب
2242,2242:1,الطلب ثانيا يوجد صراصير كثيرة بالغرفة ثالثا خدمة الغرف سيئة جدا فقد قمنا بطلب قهوة مرتين و كل مرة أسوأ من الثانية
2242,2242:2,الثانية رابعا لا يوجد اسرة إضافية في الغرف وعند طلب مخدة إضافية نحتاج الي يومين لكي يتم إرسالها
2070,2070:0,سئ جدا جدا لا انصح احد لقضاء اجازة ممتعة به ... المينى بار المياه ساخنة و عدد 2 مشروب غازى فقط لكل غرفة طول المدة .. النظافة غير متقنة بالمرة حيث يوجد حشرات ف الغرفة والاثاث قديم جدا ومتهالك . لا يستحق سوا 3 نجوم :(
859,859:0,كانت الاقامة في الفندق ممتازه ومريحة لى ولعائلتي
859,859:1,اود ان اشكر كل القائمين في الفندق على المجهود الرائع الذي يقومون به في سبيل راحة نزلائهم بداية من حامل الحقائب الى الاستقبال الى خدمة الغرف .
859,859:2,كل العاملين مبتسميين ويقدمون كل ما يستطعيون في سبيل راحة العميل لكم جزيل الشكر والعرفان
1195,1195:0,إقامة رائعة
1195,1195:1,"إن كنت سأوصي يوماً بشقق فندقية إلى شخص ما، فإنها شقق مرجان أسفار , فهي نظيفة ودافئة ومجهزة بشكل جيد، وموقعها جيد وبأسعار معقولة."
1195,1195:2,الطعام في القائمة جيد، وجربنا أيضاً فرع دبي خلف مول حمر عين ، وهو جيد حقاً.
1195,1195:3,الشيء الوحيد الذي لا يمكنني فهمه هو عدم وجود اتصال بالإنترنت وإن كانت المكيفات مطفئة يمكن سماع الضجيج من الغرف الأخرى عبر الجدران
108,108:0,فندق رائع فندق رائع ومكانه جيد وهادئ وطاقم الفندق ودود ومحترم جدا خصوصا سمية وفاطمة في الاستقبال وعائشة في نظافة الغرف الفندق جميل من كل ناحية وينفع لمن يبحث عن الهدؤ والراحة لبضعة ايام جميع الخدمات متوفرة ولكن النت ضعيف في بعض ارجاء الفندق
1571,1571:0,فندق جميل ودود على شاطيء البحر الفندق صغير، وهاديء على البحر، وبه الشاطيء الخاص به، وبه إطلالة جميلة، والمسبح صغير ولكنه كاف،
1571,1571:1,والغرف مرتبة ونظيفة، والطعام جيد جدًا، وتقريبًا كل ليلة يوجد بالفندق برنامج ما مما يجعل هذا الفندق مميزًا،
1571,1571:2,وأيضًا أمر الطاقم الذي يعمل به، فهم رائعون، وطيبون ومتعاونون، ومهذبون، وودودون، وبالطبع يمكن أن أعود مجددًا، وبالطبع أوصي بهذا الفندق للآخرين.
1680,1680:0,مكان جيد بمرافق رديئة
1680,1680:1,لقد أقمنا في فندق سانت جورج لمدة أربعة ليالي. الموقع جيد، العاملون لطفاء، وجبتي الإفطار و الغداء جيدان جداً (شكر خاص لليزا) و لكن المرافق لا تعمل ليلاً
1215,1215:0,فندق إسباني رائع  لطيف للغاية ونظيف للغاية
1215,1215:1,وسائل راحة أساسية - إفطار جيد - اشتري القهوة بشكل منفصل عن القهوة المشمولة في الإفطار - أفضل بكثير -
1215,1215:2,تكييف مثالي للهواء إذا أبقيت الباب مغلقا - يجعل الجو باردا ورائعا في الليل! شروق شمس مثالي كل يوم!
1215,1215:3,المسبح لا بأس به ولكن مياه البحر أبرد! مثالى للتهدئة بعد السفر في يوم حار في المدينة أو الأماكن السياحية!
1918,1918:0,رحلتي الى جورجيا فندق جميل والمكان جميل اجواء رائعة سهوله في التعامل ولكن قليل يعرفون اللغة الانكليزية
1918,1918:1,على كل حال فندق جميل وخدمه رائعة ولكن الانترنيت ضعيف
1918,1918:2,المكان الفندق عيبه الوحيد بعيد عن المركز الساعة العاشرة لاتوجد مطاعم ولا توجد محلات قريبه والمكان كئيب في اليل
481,481:0,"ليس سيئا للإقامة لليلة خاصة مع الواي فاي قريب جدا من محطة القطار و ليس سيئا, الغرفة التي حصلت عليها كانت نظيفة مع واي فاي داخل الغرفة.. موقع امن و ليس بالصاخب باعتباره يقع في السوق لكنه تقريبا في الزقاق... أسعار جيدة للإقامة لليلة واحدة و مكان جيد لأخذ رحلة بالحافلة لأبو سنبل على 3 صباحا من..."
1794,1794:0,منتجع (كورال فرسان) - أفضل مكان للإقامة عندما تكون في جزيرة الفرسان أفترض أنه المكان الأفضل للإقامة الذي به كلا الخيارين متاحين، سواءً غرفة أو شاليه
1794,1794:1,الشاليهات بديكورات عربية/بدوية في حين أن الغرف هي أيضاً مصونةٌ جيداً ومُريحةٌ أيضاً.
1794,1794:2,منظر البحر، ومنطقة الاستحمام، والبستنة المصونة، كل هذا يضيف قيمةً إلى هذه المُنشأة، وأنا متأكدٌ بأنه لا يوجد مكانٌ آخر مثل هذا المكان في الجزيرة!!!
524,524:0,فندق مريح نفسيا أقمت في هذا الفندق القريب جدا من المطار وهو فندق نظيف وأنيق والخدمة جيدة والمسبح رائع والمساحات الخارجية واسعة وممتاز لمن لديه ترانزيت
524,524:1,وسعره مرتفع نوعا ما وفطورهم عربي وعادي جدا وغير منوع كثيرا وأعجبني في الفندق خدمة التنقل بسهولة من وإلى المطار وأنصح لمن لديه رحلة الترانزيت بالاختيار
1976,1976:0,مريع إدارة مريعة. إنهم يتحدثون بوقاحة.
1976,1976:1,رائحة شنيعة في الغرف! الغرف كانت مليئة بالضوضاء لدرجة أنني لم أستطع النوم طوال الليل.
1976,1976:2,أقمت هناك لمدة ثلاثة أيام، وكانت هذه هي أسوء خبرة لي! إنني متأكد أنني لن أختار هذا الفندق مجدداً! إنه كان مريعاً!
26,26:0,فندق ممتاز وقريب للأماكن السياحية فندق كان كثير رائع وقريب لكل المناطق السياحية المهمة وأي مكان بإمكانك تزور بأقل من #1637; دقائق
26,26:1,وشكر خاص لمدير الفندق السيد أيوب على الاحترام والخدمة الرائعة وما كنت أتوقع انو هذا السعر أحصل في مكان رائع
1444,1444:0,موقع ممتاز يطل على البحر قريب من المدينة و اماكن التسوق فندق رائع و جميل من حيث البنيان و الطابع هندسي و معماري ساحر و جذاب
1444,1444:1,و خدمات ذات جودة عالية غرف مجهزة اطباق و مطاعم متفتحة على كل ثقافات العالم  وسائل ترفيه مسلية و ممتعة اسعاره معقولة جدا لا تضيعو الفرصة فانه اسم على مسمى صديقوني انا لا اجامل و لست مكلف بالاشهار له و لكنها الحقيقة
50,50:0,راحة واحترافية احترافية وتعامل راقي وخصوصا من موظف الاستقبال شرف الدين..... وموظف استلام السيارات صالح شكرا لكم جميعا
50,50:1,تصميم جميل ولكن ملاحظه بسيطة لا يوجد في الغرفة طاوله صغيره للأكل كما لا يوجد سرير صغير لأطفال ولكن رغم ذلك سأعود مره أخرى
1056,1056:0,رسالة شكر السادة إدارة فندق الفيرمونت ،
1056,1056:1,نشكركم على الخدمات التي نحصل عليها منكم على مدار الساعة
1056,1056:2,ونخص بالذكر موظفي التاور لسرعة الخدمات والأمانة التامة حيث اننا نترك متعلقاتنا الشخصية ونقودنا لنعود ونجدها كما هي وفي مكانها وعن حسن استقبال موظفي الريس بشن في التاور ولطف معاملتهم  أشكركم باسمي وباسم وزارة الخارجية والتعاون الدولي د. وفاء الطويني
591,591:0,ترتيب جيد لتوقف عابر استخدمت هذا الفندق كإقامة عابرة في دبي أثناء سفري على الخطوط الجوية الإمارتية. الترتيبات بشكل عام جيدة. النقل يتم بسلاسة. الترتيبات في الفندق جيدة. تقدم لك مخصصاتك من الوجبات وفقاً لجدول رحلتك. الفندق نظيف والطعام جيد وتشكيلته واسعة. مكان جيد للاسترخاء عند السفر في رحلة طويلة.
540,540:0,أفضل فندق في باريس مقابل 55 يورو  يقع بالقرب من محطة مترو بلاس ديتالي والعديد من محطات الحافلات. على بعد خطوات قليلة من العديد من المطاعم الفيتنامية/الصينية/لاوس/التايلندية. يقع قبالة مركز التسوق الرئيسي حيث يمكن أن تجد كل شيء تقريبا. غرف فندق Ibis بسيطة ولكن لائقة. ربما يكون أفضل قيمة في باريس.
1273,1273:0,منتجع جميل نظام المنتجع هادئ ويفضل زيارته في وقت الأجواء الحارة او المعتدلة . لاحتوائه على حوضين سباحه في الهواء الطلق ، ويحتوي على شاطئ خاص جميل ونظيف تحركه الأمواج
1273,1273:1,المنتجع عبارة عن شاليهات منفصلة تتخللها الاشجار والأنهار الاصطناعية وهذا يعتبر شي صحي ، طبعاً لا يصلح للعوائل المحافظه . نظام السهر في المنتجع سيئ جيث انه لايوجد امتيازات لنزلاء المنتجع .
1818,1818:0,متوسط جدا - ولكن به ديسكو جيد! حجم الفندق متوسط الغرف مريحة وبعضها به شرفة.
1818,1818:1,مرافق الغرفة جيدة والخدمة ودودة ومتعاونة.
1818,1818:2,ولكن المشكلة الأكبر هو الطعام المتوسط جدا في أي من المطاعم. كتلة نموذجية، وجبات الفندق ليس بها اي بناش.
1818,1818:3,الميزات الكبيرة: الفندق كان جيد جدا، الحانة في الطابق الأرضي وديسكو اضافي في الطابق السادس عشر. الغرف نظيفة. النزلاء في هذا الفندق هم غالبا روس او من بلاد اسيا.
100,100:0,غرف جميله واسعة الغرف جميلة والفرش رائع وموظف الاستقبال كان لبقا جدا في التعامل حيث ساعدني في حل مشكلة السيارة بإقفالها والمفتاح بداخلها وقام مشكورا بالاتصال مع كهربائي سيارات لفتح السيارة وحل المشكلة وتعاون كبير من باقي الموظفين والمسئولين
510,510:0,المملكة العربية السعودية من بعد التحية والتقدير إلى جميع العاملين السلام عليكم ورحمه الله وبركاته اشكر جميع العاملين في الفندق علي كرم الضيافة وشكر خاص الي موظفين الاستقبال الأستاذ احمد والانسه مريم نزيل غرفه 302 في 05/11/2012 محمد بن اشرف حمزه مقليه تحياتي لكم مدير فندق الجزير المدينه المنوره
1485,1485:0,الموقع المثالي. كنت أشعر أنه أقرب إلى فندق صغير للشباب. لقد استمتعنا بإقامتنا مع العائلة، لقد كان من السهل جداً أن نجد أماكن لتناول الطعام ولأن المنطقة بها قنصليات فهي مناسبة جداً للسياح الدوليين.
1485,1485:1,كنا نشعر بالأمان في المكان، خصوصاً إذا كنت تسافر مع العائلة. إنه يقع في شارع هاديء جداً. لقد أحبننا هذا أكثر بعد قيامنا برحلة في المدينة و في الجيزة.
300,300:0,يستحق السكن الفندق جميل والإفطار فوق تراس بالسطح وفطورهم حلو ومتنوع وقريب من الأماكن السياحية مسجد السلطان احمد وايا صوفيا 3دقائق مشي بالكثير وجراند بازار 5دقايق مشي الفندق حلو وسعر مناسب بس انصح اللي يبي يسكنه ان يأخذ ليموزين من المطار يوصله لباب الفندق لان موقع مو واضح لسواقين التكاسي..
321,321:0,فندق مميز وخدمة رائعة فندق ممتاز من جميع النواحي ...
321,321:1,ففيه حسن الاستقبال والضيافة المميزة والنظافة الرائعة والخدمات المقدمة التي قل ما تجدها في الفنادق الآخرى
321,321:2,وتقديم الطعام اللذيذ وقضاء اوقات ممتعة في المسبح النظيف والاماكن الرياضية المتوفرة .. فهذا الفندق من ضمن خياراتي الاولى في المستقبل
663,663:0,راض جدًا كانت هذه التجربة مثيرة جدًا. أقمنا في الفندق لمدة أسبوعين وشعرنا بالرضا عن كل شيء. كان المطعم / الكافتيريا رائعين ويقدمان خدمة لوجبة الإفطار والغداء والعشاء. كان هناك الكثير من الإيطاليين في الفندق، وكذلك بعض الروس. وبشكل عام، كانت الرحلة جيدة لكل منا. كان مركز المؤتمرات رائعًا جدًا. كنا حوالي 80 فردًا، وكان كل شيء على ما يرام.
1358,1358:0,تجربه غير سعيده فوضى عارمه عند التسجيل وعند المغادرة يظهر عدم احترافيه وإداره ضعيفه
1358,1358:1,ورغم الحجز المسبق لم نستطيع الدخول الى الغرفة إلا عن الساعه السادسة مساء الانتظار 3 ساعات لتحميل العفش عن المغادرة، الانتظار 4 ساعات لجلب السيارة من المواقف،
1358,1358:2,رغم أن الحجز باطلاله على الحرم إلا أن الغرفة غير مطله إلا جزء بسيط وهذا تظليل العميل ،
1358,1358:3,مساحة الجناح الرئاسي صغيره جدا جدا
680,680:0,فندق راقي وفخم الفندق رائع ومرتب وهادئ يصلح للعائله له مواقف خاصة للفندق ولكن سعره مرتفع قليلا موقعه هادئ والغرف نظيفة ومرتبة وخدمة الغرف والنظافه كانوا رائعين الاستقبال يعيبهم الشده والتزمت خاصة العرب منهم كأنهم يكرهون عملهم ( بالعربي نفسية ) يتمنون ان تلغي حجزك هذا احساسي وقد أكون خاطئا لكن المرة القادمه سوف لن اخاطبهم وسأبحث عن أي غير عربي
2027,2027:0,احذر هذا الفندق
2027,2027:1,كنت في سفرة عمل وهذا الفندق اسوء من السيء
2027,2027:2,#1633;- الغرف بلا تكييف
2027,2027:3,#1634;- الحمام ضيق جدا وقديم
2027,2027:4,#1635;- الغرف ضيقه جدا
2027,2027:5,#1636;- الفرونت دسك يتاخرون جدا بالرد وينسون اي اتصال
2027,2027:6,#1637;- المطعم غاية في السوء واثاثه رثه جدا والطعام سيء للغايه
2027,2027:7,#1638;- الاسعار فيها خداع جدا
1082,1082:0,مهجور  الأسرة غير مريحة للغاية وهي ليست بأسرة على الإطلاق في واقع الأمر – أشبه بالأريكة الكبيرة المتهالكة
1082,1082:1,الموظفون ودودون
1082,1082:2,الغرفة/المداخل شديدة ألكآبة ولكنها واسعة - حمام واحد لكل غرفتين
1082,1082:3,لا يوجد مصعد في مبنى سكني في الطابق العلوي
1082,1082:4,الموقع جيد ، على بعد نحو 15-20 دقيقة سيرًا على الأقدام حتى وسط المدينة - نظيف إلى حد ما ولكن الجو العام سيء
1786,1786:0,إنها جوهرة مطلقة! إيسكالا النوبية الصديقة للبيئة بالتأكيد! فإنها أعظم سر بكل مصر- إن هذا المكان هو مطعم وفندق صغير رائع
1786,1786:1,تمتع فريقنا الصغير بواحدة من أرقى الوجبات التي تناولانها في جميع أنحاء مصر هذا المساء بعد عرض الصوت والضوء.
