rid,id,text
Motorola_Nexus_6_3,Motorola_Nexus_6_3:2,"De omvang is groot en prettig en voor de twijfelaars over de omvang, het went snel."
Motorola_Nexus_6_3,Motorola_Nexus_6_3:3,"De snelheid van de telefoon is prima maar bovenal, het is een Nexus ervaring."
Motorola_Nexus_6_3,Motorola_Nexus_6_3:4,Een cleane telefoon zonder de hele rits aan applicaties waar je niets aan hebt maar toch op je telefoon mee krijgt.
Motorola_Nexus_6_3,Motorola_Nexus_6_3:5,Iets wat alle merken standaard doen (Samsung voorop).
Motorola_Nexus_6_3,Motorola_Nexus_6_3:6,Gewoon een hele prettige telefoon dus!
Motorola_Nexus_6_2,Motorola_Nexus_6_2:1,De Motrola Nexus 6 is duidelijk een top gsm en geef een optimale ervaring.
Motorola_Nexus_6_2,Motorola_Nexus_6_2:2,Doormiddel van zijn snelle processor kan je razend snel werken met je telefoon.
Motorola_Nexus_6_2,Motorola_Nexus_6_2:3,"En omdat de telefoon zo groot is hij ideaal om E-books (Assassin's Creed is een aanrader), pdf's en artikels op te lezen."
Motorola_Nexus_6_2,Motorola_Nexus_6_2:4,Ook is het scherm zeer helder en bevat hij mooie kleuren.
Motorola_Nexus_6_2,Motorola_Nexus_6_2:5,De GSM heeft veel gebruiks-mogelijkheden en werkt prima met de nieuwe android.
Motorola_Nexus_6_2,Motorola_Nexus_6_2:6,Ik raad wel aan een hoesje te kopen voor de gsm omdat het scherm kwetsbaar is.
Motorola_Nexus_6_2,Motorola_Nexus_6_2:7,Voor de optimale ervaring te behouden raad ik zeker aan een taskkiller te installeren en een app die je gegevens opruimt. (bv clean master)
Motorola_Nexus_6_1,Motorola_Nexus_6_1:1,Mooie mobiel dacht dat hij te groot zou zijn maar ben na een paar dagen al gewend.
Motorola_Nexus_6_1,Motorola_Nexus_6_1:2,Pas nog steeds in mijn broekzak!
Motorola_Nexus_6_1,Motorola_Nexus_6_1:3,en pak nu veel minder snel mijn laptop.
Samsung_Galaxy_S5_5,Samsung_Galaxy_S5_5:1,"De Samsung S5 sinds 2 weken in bezit, wat een vooruitgang op de S3 zeg."
Samsung_Galaxy_S5_5,Samsung_Galaxy_S5_5:2,Veel scherpere foto's een snellere processor en ga zo maar door.
Samsung_Galaxy_S5_5,Samsung_Galaxy_S5_5:3,"Ik ben dik tevreden, ik heb internet veel onderweg en dat gaat snel en feilloos, mailen en appen, sms versturen, het ging nog nooit zo super als met de S5."
Samsung_Galaxy_S5_5,Samsung_Galaxy_S5_5:4,Ik ga zeker nog veel plezier aan dit super toestel van Samsung beleven!!
LG_L40_D160_3,LG_L40_D160_3:1,Leuk klein toestelletje dat helemaal naar behoren werkt.
LG_L40_D160_3,LG_L40_D160_3:2,"Prima batterij, snel opgeladen en goede standbytijd."
LG_L40_D160_3,LG_L40_D160_3:3,Na een tijd met een 5 inch toestel rond gesjouwd te hebben is dit kleintje zo handig om in je broekzak of je tasje te stoppen.
LG_L40_D160_3,LG_L40_D160_3:4,Ben er helemaal blij en tevreden mee.
LG_L40_D160_3,LG_L40_D160_3:5,Ondanks het kleine schermpje toch prettig op te typen.
LG_L40_D160_3,LG_L40_D160_3:6,Aanrader!
Sony_Xperia_Z3_5,Sony_Xperia_Z3_5:1,Al met al een prima toestel.
Sony_Xperia_Z3_5,Sony_Xperia_Z3_5:2,Alles wat erover geschreven is is waar op het waterdicht zijn na.
Sony_Xperia_Z3_5,Sony_Xperia_Z3_5:3,waarschijnlijk een fabricage fout... lees er op forums enorm veel over.
Sony_Xperia_Z3_5,Sony_Xperia_Z3_5:4,"10 seconden in een bak met water en het was einde oefening... geweldig snel, mooi design, niet teveel sony features wat ikzelf prettig vind Prima toestel dus"
Sony_Xperia_Z3_5,Sony_Xperia_Z3_5:5,Prima toestel dus
Samsung_Galaxy_Note_4_2,Samsung_Galaxy_Note_4_2:1,De Samsung Galaxy Note 4 is de smartphone die je moet gebruiken.
Samsung_Galaxy_Note_4_2,Samsung_Galaxy_Note_4_2:2,De Note 4 heeft zowel een goede kwaliteit en veel GB opslag zonder dat je er een SD-Kaart bij moet kopen.
Samsung_Galaxy_Note_4_2,Samsung_Galaxy_Note_4_2:3,Ik garandeer de Note 4 zeker voor iedereen die van snelle smartphones houd.
Samsung_Galaxy_Note_4_2,Samsung_Galaxy_Note_4_2:4,"En de 5,7 Inch Quad-Band Screen maakt hem helemaal natuurlijk."
Samsung_Galaxy_Note_4_2,Samsung_Galaxy_Note_4_2:5,"Maar, ik beveel hem voor iedereen die ik ken en die van goeie smartphones houd."
Samsung_Galaxy_Note_4_2,Samsung_Galaxy_Note_4_2:6,"Groetjes, Joey Van der Veen"
Apple_iPhone_5c_8GB_2,Apple_iPhone_5c_8GB_2:1,Besteld en de volgende dag geleverd.
Apple_iPhone_5c_8GB_2,Apple_iPhone_5c_8GB_2:2,", Fijne telefoon."
Apple_iPhone_5c_8GB_2,Apple_iPhone_5c_8GB_2:3,Zoals elke iPhone.
Apple_iPhone_5c_8GB_2,Apple_iPhone_5c_8GB_2:4,Gekozen omdat deze iets goedkoper was dan de 5s.
Apple_iPhone_5c_8GB_2,Apple_iPhone_5c_8GB_2:5,Maar hij doet wat hij moet doen.
Apple_iPhone_5c_8GB_2,Apple_iPhone_5c_8GB_2:6,Erg blij mee
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:1,Mijn vriendin heeft deze gekocht en na het zien van alle gemakken heb ik er ook één aangeschaft via Bol.com.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:2,De service is supersnel want het was de volgende dag al aangeboden door de postbode.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:3,Er zitten heel veel leuke features en mogelijkheden op dit ding.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:4,Op o.a. Youtube kun je nog veel meer mogelijkheden zien dan je ooit voor mogelijk zou houden.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:5,"Het scherm is helder, de camerakwaliteiten zijn goed."
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:6,Je kan telefoonnummers schrijven en er dan mee bellen.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:7,Tekst kan je inspreken en dit wordt dan omgezet in tekst voor o.a. SMS.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:8,De mogelijheden zijn teveel om hier allemaal even te noemen.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:9,"Hij is wat groter, maar dat wilde ik ook."
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:10,Ik was die kleine schermpjes helemaal zat.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:11,Hij is dun en past dan toch nog in mijn borstzak en jaszakken.
Samsung_Galaxy_Note_3_5,Samsung_Galaxy_Note_3_5:12,Ik raad hem zeker aan want je zal er jaren plezier van hebben.
Sony_Xperia_E1_1,Sony_Xperia_E1_1:1,"Een jaar terug heb ik mijn eerste Sony Experia E1 aangeschaft, maar door omstandigheden, ben ik het toestel kwijtgeraakt, ik mocht een kleinzoon ermee gelukkid maken."
Sony_Xperia_E1_1,Sony_Xperia_E1_1:2,"Aldus besloot ik een tweede Sony Experia E1 aan te schaffen, gezien mijn ondervindingen ermee."
Sony_Xperia_E1_1,Sony_Xperia_E1_1:3,"Het Android besturingsysteem, ligt me heel wat beter dan de mobile windows 8, wat ik heb staan op een andere gsm."
Sony_Xperia_E1_1,Sony_Xperia_E1_1:4,"De data gesplitst houden tussen de wifi en de simkaart werkt perfekt, en laat me toe van alle internet onkosten te vermijden, die anders op rekening zouden komen van de simkaart."
Sony_Xperia_E1_1,Sony_Xperia_E1_1:5,"De Sony Experia E1 is uitermate gebruiksvriendelijk, laat toe van je berichten direkt uit te lezen, en ook van verscheidene email accounts er aktief te houden, alles via wifi, in mijn geval."
Sony_Xperia_E1_1,Sony_Xperia_E1_1:6,"Ik kan alleen maar de Sony Experia E1 aanbevelen, zeker gezien zijn prijs/kwaliteit/en operationeel gemak"
LG_G4_5,LG_G4_5:1,Ik ben sinds een aantal weken trotse bezitter van een LG G4.
LG_G4_5,LG_G4_5:2,Deze telefoon is fantastisch!
LG_G4_5,LG_G4_5:3,"Mooi design met de bruin lederen achterkant, deze achterzijde is licht gebogen en ligt daardoor perfect in je hand."
LG_G4_5,LG_G4_5:4,"Als je deze telefoon laat zien is het voor veel al een reden om hem te willen hebben, prachtig design."
LG_G4_5,LG_G4_5:5,"Licht gebogen, lederen achterkant, een groot superscherp beeldscherm, een fantastisch geluid, supersnel, en een superlange stand-by tijd."
LG_G4_5,LG_G4_5:6,Batterijen van LG telefoons zijn gewoon beter dan die van andere merken is mijn ervaring en dat is bij de LG G4 ook weer het geval.
LG_G4_5,LG_G4_5:7,Dit is de eerste echte SPIEGEL-REFLEX met een telefoon aan boord.
LG_G4_5,LG_G4_5:8,Een speigel-reflex camera op zakformaat!
LG_G4_5,LG_G4_5:9,Handig op vakantie!
LG_G4_5,LG_G4_5:10,De camera werkt echt super snel en bovendien erg gemakkelijk in gebruik.
LG_G4_5,LG_G4_5:11,"Het instellen van de witbalans, de ISO-waarde, de sluitertijd, de macro-functie, diafragma instellen, voor de liefhebber een fotoshop programma."
LG_G4_5,LG_G4_5:12,En er zit zelfs een foto-shop programma op!
LG_G4_5,LG_G4_5:13,"Echt deze telefoon onderscheid zich op de telefoon kwaliteit, design, gebruiksgemak en dan zit er ook nog eens de allerbeste camera op."
LG_G4_5,LG_G4_5:14,Aanrader voor een ieder die van fotograferen en bellen houdt.
Sony_Xperia_E1_3,Sony_Xperia_E1_3:1,"Fijne telefoon, goede geluidskwaliteit."
Sony_Xperia_E1_3,Sony_Xperia_E1_3:2,Migratie van oudere Xperia probleemloos!
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:1,Sinds vrijdag in bezig van dit toestel nadat mijn S4 echt op was.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:2,"En wat opvalt is dat hij anders aanvoelt, zowel de voorkant als de achterkant zijn van glas gemaakt en of het een verbetering is durf ik nog niet te zeggen."
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:3,Ik heb al meegemaakt dat ik hem ergens op stof of kunststof legde en dat je de onderkant gewoon weg zag glijden.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:4,"Als je hem aanzet, krijg je gelijk al een update, maar dat is zo gedaan."
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:5,Het toestel ziet er gaaf uit en na het instellen kun je hem gelijk gebruiken.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:6,Met een speciale app genaamd Smart Switch kan je bestanden van een andere telefoon gelijk overzetten.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:7,Het scherm is mooi en duidelijk en niets op aan te merken.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:8,Ook is de trilfunctie die ontbrak bij Android 5.0 ook bij 5.02 gewoon weer aanwezig.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:9,"De camera is uitgebreid met vele functies, en heb ik nog niet echt kunnen testen."
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:10,"Waar je bij de S5 nog moest schuiven met je vinger om de telefoon te unlocken, kan je hier gewoon je vinger op de homeknop leggen en unlocked het toestel zich snel."
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:11,"Als je je vinger maar half of vreemd erop legt, verleg je hem even en dan werkt het alsnog."
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:12,Dit is zeker een pluspunt.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:13,"De grote nadelen zijn: in de vergelijkingen kwam de accu er al niet al te best vanaf, en dat merk je."
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:14,Ik vraag me echt af waarom Samsung een kleinere batterij erin gedaan heeft dan bij de S5.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:15,Die van mij houdt het namelijk nu net een dag vol.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:16,Ik ben benieuwd hoe dat is over 2 jaar als ik weer mag verlengen.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:17,Ook kan de accu er niet uit.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:18,Omdat de telefoon dicht is.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:19,Het volgende nadeel is de sd-kaart.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:20,Ik had de S4 vol staan met apps en bestanden en die moeten nu allemaal op het geheugen van de S6.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:21,Daarnaast vind ik het vreemd dat als je 32 of 64 gb neemt je gelijk extra bij moet betalen.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:22,Als je dit geen nadelen vindt is het een top toestel.
Samsung_Galaxy_S6_Edge_5,Samsung_Galaxy_S6_Edge_5:23,Ik hoop alleen dat er genoeg mensen gaan klagen om een update te krijgen zodat ze accu minder snel leeg loopt.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:1,"Na vele mobieltjes vergeleken te hebben, ben ik uiteindelijk op deze Sony uitgekomen."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:2,"Voor mij is het geluid, met name door een hoofdtelefoon, het belangrijkste."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:3,"Heb naar verschillende mobieltjes geluisterd, van duur tot goedkoop, maar Sony's klinken toch het best van allemaal."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:4,"Ook al zit deze Sony in een lagere prijsklasse, z'n geluid is er niet minder om."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:5,Met de Walkman app en de eindeloze instelling klinkt je muziek gewoon super.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:6,"De speaker kan ook aardig hard en klinkt goed, maar toch niet beter of harder dan m'n oude Xperia Mini Pro sk17i."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:7,"Maar door een hoofdtelefoon hoor je zeker wel verschil..... de sk17i klonk al geweldig, maar de E1 klinkt nog veel beter."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:8,De speciale Walkman-knop is erg handig.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:9,"Starten, Pauzeren, stoppen en volgende en vorige nummer van muziek kan je dan doen zonder je scherm aan te doen."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:10,Jammer genoeg werkt het alleen als je hoofdtelefoon/oortjes zijn aangesloten.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:11,De knop op je oortjes heeft overigens dezelfde functie.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:12,De bijgeleverde oortjes klinken verrassend goed.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:13,"De mobiel is lekker snel, Android 4.3 werkt fijn."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:14,"Apps starten snel op en werken vlot, internet gaat prima."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:15,"In tegenstelling tot de Walkman app is de bijgeleverde film/video app prut, die speelt een heleboel formaten niet af, die de MX Speler wel probleemloos afspeelt."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:16,"Een filmpje afspelen gaat prima en de kwaliteit is goed, maar niet zoals je van Sony kan verwachten..... maar ja, dat verwacht je dan ook niet in deze prijsklasse."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:17,Het scherm is prima voor wat je in deze prijsklasse mag verwachten.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:18,"Nee, het is geen bravia, maar is toch goed, heldere kleuren en de inkijkhoek is veel beter dan reviews je willen laten geloven."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:19,"De helderheid kan automatisch worden aangepast naar de lichtomstandigheden, erg handig."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:20,"Agenda, wekker, foto album, stopwatch, facebook en ga zo maar door is er allemaal en werk goed."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:21,"Bellen/sms'en gaat prima, Voor deze prijsklasse krijg je een lekker snelle en degelijke mobiel, met een geweldig geluid."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:22,"Ondanks dat er 'maar' 512Mb aan werkgeheugen in zit, werkt alles goed en vlotjes."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:23,"Een spelletje spelen gaat ook prima, hier ook niets te klagen, zelfs een zwaarder 3D racespel heeft een prima framerate."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:24,Het enige grote probleem met deze (en veel van dit soort mobieltjes) is het opslaggeheugen.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:25,"Om één of andere reden kan je geen apps meer naar je sd kaart verplaatsen, blijkbaar houdt Android dat tegen."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:26,Dat heb ik op meerdere nieuwere mobieltjes gezien.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:27,Als je erg grote games wilt downloaden (meer dan 1Gb) heb je wel een probleem.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:28,"Van de 4Gb opslaggeheugen is ruim 1,6Gb nog vrij voor de gebruiker."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:29,2Gb is gereserveerd voor het systeem en van de overige 2Gb nemen vooraf geïnstalleerde apps een gedeelte weg.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:30,Het grote minpunt is de camera.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:31,"Werkt wel aardig, de foto's zijn van redelijke kwaliteit, maar een flitser ontbreekt en 3 megapixels is toch wel een beetje achterhaald in deze tijd."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:32,"Filmen gaat ook aardig, maar geen HD, Blijkbaar wel HDR, maar ik heb nog niet ontdekt of je dat aan en uit kan zetten."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:33,"De camera app is simpel, maar doet z'n werk."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:34,"Wat betreft het design..... mooi, iets dik, maar zeker fraai en de walkman lichtbalk is een leuke feature."
Sony_Xperia_E1_5,Sony_Xperia_E1_5:35,De mobiel heeft een handzaam formaat en is lekker licht.
Sony_Xperia_E1_5,Sony_Xperia_E1_5:36,"Al met al is het een goede mobiel, lekker vlot, geweldige sound, maar een matige camera."
Samsung_Galaxy_S6_Edge_3,Samsung_Galaxy_S6_Edge_3:1,"Schitterendé telefoon, mooi design, mooi beeld."
Samsung_Galaxy_S6_Edge_3,Samsung_Galaxy_S6_Edge_3:2,Supersnel.
Samsung_Galaxy_S6_Edge_3,Samsung_Galaxy_S6_Edge_3:3,Het enige minpuntje is de batterij.
Samsung_Galaxy_S6_Edge_3,Samsung_Galaxy_S6_Edge_3:4,Had ik beter verwacht.. maar voor de rest wel zijn geld waard.
LG_G4_2,LG_G4_2:1,De telefoon heeft een mooi design en ligt goed in de hand.
LG_G4_2,LG_G4_2:2,De backbuttons vind ik erg handing!
LG_G4_2,LG_G4_2:3,De G4 heeft een mooi helder 5.5 inch-scherm.
LG_G4_2,LG_G4_2:4,Erg handig is ook de Dual Window hier mee kan je twee applicaties tegelijkertijd weergeven in het scherm.
LG_G4_2,LG_G4_2:5,Het scherm is een IPS LCD scherm dat meer pixels heeft dan een Full HD scherm.
LG_G4_2,LG_G4_2:6,De camera zo wel aan de voorkant als de achterkant leveren haarscherpen foto's op.
LG_G4_2,LG_G4_2:7,De camera opties kan je helemaal zelf naar wens aanpassen voor een optimaal resultaat.
LG_G4_2,LG_G4_2:8,Door je volle hand tijdens het maken van een selfie samen te knijpen kan je snel een selfie maken.
LG_G4_2,LG_G4_2:9,De camera telt voor je af en maakt een paar seconden later een selfie.
LG_G4_2,LG_G4_2:10,Tevens kan je ook een foto maken met een aantal spraakcommando's.
LG_G4_2,LG_G4_2:11,Ook ben ik erg te spreken over de Smart Settings!
LG_G4_2,LG_G4_2:12,ben je op je werk zet hij zelf je telefoon op tril en wifi uit.
LG_G4_2,LG_G4_2:13,Kom je thuis zet hij geluid en wifi weer aan je kan zelf helemaal instellen op welke locatie welke settings aan of uit moeten worden geschakeld.
LG_G4_2,LG_G4_2:14,Superhandig!
LG_G4_2,LG_G4_2:15,De G4 heeft een hoop leuke opties en extra's blij met me aankoop!
Samsung_Galaxy_S6_Edge_1,Samsung_Galaxy_S6_Edge_1:1,In één woord prachtig toestel!!!
Samsung_Galaxy_S6_Edge_1,Samsung_Galaxy_S6_Edge_1:2,Heb vroeger ook iphone gehad maar sins enkel jaren gebruik ik de Galaxy's van Samsung en zou voor geen geld willen veranderen!
Nokia_Lumia_930_4,Nokia_Lumia_930_4:1,De lumia 930 is een super goede smartphone.
Nokia_Lumia_930_4,Nokia_Lumia_930_4:2,Het 5 inch scherm is groot genoeg en ziet er prachtig uit.
Nokia_Lumia_930_4,Nokia_Lumia_930_4:3,Deze telefoon is echt het gekd waard!
Microsoft_Lumia_640_2,Microsoft_Lumia_640_2:1,Heb hiervoor een lumia 1020 gehad.
Microsoft_Lumia_640_2,Microsoft_Lumia_640_2:2,"Het nieuwe toestel werkt perfect, het enige verschil merk ik in de foto's (logisch maar die van de 640 zijn ook prima) en navigatie moet iets langer nadenken voordat ie de route heeft gevonden"
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:1,Zeer interessante prijs kwaliteit.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:2,Bol.com was veruit de goedkoopste leverancier.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:3,Na 2 weken ben ik nog steeds zeer enthousiast; maar ik moet wel nog sommige functies verkennen.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:4,touch screen is gevoelig en accuraat.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:5,fototoestel is ok voor mijn behoefte.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:6,leuk om steeds het weerbericht op het basisscherm te zien.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:7,Batterij houdt het vrij lang vol.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:8,Omdat landkaarten van here-maps op het intern geheugen kunnen worden gedownload kan je de gps gebruiken zonder op het gsm netwerk te gaan.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:9,Ik vind het vervelend dat je de telefoon in 2 bewegingen moet opnemen (eerst naar boven scrollen en dan opnemen aantikken)
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:10,Soms ben je dan te laat om de oproep te beantwoorden.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:11,"Ik heb een windows Phone genomen omwille van mijn vertrouwdheid met windows, tevens om office (word, excel) te kunnen gebruiken."
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:12,Werkt uitstekend.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:13,Minpunt: het is lastig om een ingetikt woord te corrigeren.
Microsoft_Lumia_640_3,Microsoft_Lumia_640_3:14,Je kan alleen het volledige woord schrappen en opnieuw intikken
Microsoft_Lumia_640_1,Microsoft_Lumia_640_1:1,goede bevindingen tot nu toe.
Microsoft_Lumia_640_1,Microsoft_Lumia_640_1:2,heb smartphone ca 2 weken.
Microsoft_Lumia_640_1,Microsoft_Lumia_640_1:3,Even wennen aan ander OS maar als je het eenmaal door hebt werkt het perfect.
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:1,"Na mijn vorige smartphone (Android) weggegeven te hebben, moest ik toch maar weer een nieuwe."
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:2,Na een zoektocht werd het de Lumia 640.
